name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
★ StatTrak™ Shadow Daggers | Crimson Web (Field-Tested)@151.04@132.9152@211.0@200.45@skinport@shadowpay@49.41
★ StatTrak™ Shadow Daggers | Damascus Steel (Factory New)@149.46@131.5248@181.18@172.121@skinport@shadowpay@22.66
★ StatTrak™ Shadow Daggers | Damascus Steel (Field-Tested)@128.99@113.5112@150.65@143.1175@skinport@shadowpay@14.13
★ StatTrak™ Shadow Daggers | Doppler (Factory New)@251.0@220.88@585.49@556.2155@skinport@shadowpay@305.22
★ StatTrak™ Shadow Daggers | Doppler (Factory New)@251.0@220.88@303.0@287.85@skinport@shadowpay@36.85
★ StatTrak™ Shadow Daggers | Doppler (Factory New)@251.0@220.88@900.46@855.437@skinport@shadowpay@604.44
★ StatTrak™ Shadow Daggers | Fade (Factory New)@290.0@255.2@339.99@322.9905@skinport@shadowpay@32.99
★ StatTrak™ Shadow Daggers | Lore (Field-Tested)@140.0@123.2@169.78@161.291@skinport@shadowpay@21.29
★ StatTrak™ Shadow Daggers | Lore (Well-Worn)@139.0@122.32@185.67@176.38649999999998@skinport@shadowpay@37.39
★ StatTrak™ Shadow Daggers | Marble Fade (Factory New)@201.77@177.5576@244.48@232.256@skinport@shadowpay@30.49
★ StatTrak™ Skeleton Knife@662.9@583.352@716.99@681.1405@skinport@shadowpay@18.24
★ StatTrak™ Skeleton Knife | Case Hardened (Field-Tested)@460.0@404.8@624.0@592.8@skinport@shadowpay@132.8
★ StatTrak™ Skeleton Knife | Case Hardened (Minimal Wear)@544.58@479.2304@726.0@689.6999999999999@skinport@shadowpay@145.12
★ StatTrak™ Skeleton Knife | Crimson Web (Battle-Scarred)@539.87@475.0856@674.31@640.5944999999999@skinport@shadowpay@100.72
★ StatTrak™ Skeleton Knife | Crimson Web (Field-Tested)@599.99@527.9912@668.04@634.6379999999999@skinport@shadowpay@34.65
★ StatTrak™ Skeleton Knife | Crimson Web (Minimal Wear)@887.38@780.8944@985.0@935.75@skinport@shadowpay@48.37
★ StatTrak™ Skeleton Knife | Fade (Factory New)@1215.04@1069.2352@1421.72@1350.634@skinport@shadowpay@135.59
★ StatTrak™ Skeleton Knife | Forest DDPAT (Field-Tested)@230.0@202.4@301.39@286.3205@skinport@shadowpay@56.32
★ StatTrak™ Skeleton Knife | Night Stripe (Field-Tested)@295.37@259.92560000000003@321.47@305.3965@skinport@shadowpay@10.03
★ StatTrak™ Skeleton Knife | Scorched (Field-Tested)@280.0@246.4@324.45@308.2275@skinport@shadowpay@28.23
★ StatTrak™ Skeleton Knife | Slaughter (Factory New)@977.0@859.76@1090.35@1035.8324999999998@skinport@shadowpay@58.83
★ StatTrak™ Skeleton Knife | Stained (Well-Worn)@341.52@300.5376@396.86@377.017@skinport@shadowpay@35.5
StatTrak™ SSG 08 | Big Iron (Factory New)@57.48@50.5824@89.76@85.272@skinport@shadowpay@27.79
StatTrak™ SSG 08 | Blood in the Water (Minimal Wear)@162.14@142.6832@195.09@185.3355@skinport@shadowpay@23.2
StatTrak™ SSG 08 | Turbo Peek (Factory New)@68.41@60.2008@99.07@94.1165@skinport@shadowpay@25.71
StatTrak™ SSG 08 | Turbo Peek (Well-Worn)@15.74@13.8512@29.26@27.797@skinport@shadowpay@12.06
★ StatTrak™ Stiletto Knife@388.38@341.7744@552.01@524.4095@skinport@shadowpay@136.03
★ StatTrak™ Stiletto Knife | Crimson Web (Field-Tested)@337.87@297.3256@488.96@464.512@skinport@shadowpay@126.64
★ StatTrak™ Stiletto Knife | Crimson Web (Minimal Wear)@456.66@401.8608@680.0@646.0@skinport@shadowpay@189.34
★ StatTrak™ Stiletto Knife | Damascus Steel (Factory New)@415.5@365.64@525.0@498.75@skinport@shadowpay@83.25
★ StatTrak™ Stiletto Knife | Damascus Steel (Minimal Wear)@405.0@356.4@472.21@448.5995@skinport@shadowpay@43.6
★ StatTrak™ Stiletto Knife | Doppler (Factory New)@1000.0@880.0@3676.12@3492.314@skinport@shadowpay@2492.31
★ StatTrak™ Stiletto Knife | Fade (Factory New)@800.0@704.0@945.13@897.8734999999999@skinport@shadowpay@97.87
★ StatTrak™ Stiletto Knife | Night Stripe (Field-Tested)@256.22@225.47360000000003@290.34@275.823@skinport@shadowpay@19.6
★ StatTrak™ Stiletto Knife | Rust Coat (Battle-Scarred)@307.85@270.908@353.83@336.1385@skinport@shadowpay@28.29
★ StatTrak™ Stiletto Knife | Stained (Battle-Scarred)@415.07@365.2616@494.85@470.1075@skinport@shadowpay@55.04
★ StatTrak™ Stiletto Knife | Tiger Tooth (Factory New)@551.29@485.1352@615.32@584.554@skinport@shadowpay@33.26
★ StatTrak™ Stiletto Knife | Ultraviolet (Minimal Wear)@365.0@321.2@394.88@375.136@skinport@shadowpay@10.14
★ StatTrak™ Survival Knife | Blue Steel (Factory New)@327.52@288.2176@390.0@370.5@skinport@shadowpay@42.98
★ StatTrak™ Survival Knife | Case Hardened (Field-Tested)@215.33@189.4904@259.55@246.5725@skinport@shadowpay@31.24
★ StatTrak™ Survival Knife | Case Hardened (Minimal Wear)@250.0@220.0@304.99@289.7405@skinport@shadowpay@39.74
★ StatTrak™ Survival Knife | Slaughter (Factory New)@290.65@255.772@348.07@330.6665@skinport@shadowpay@40.02
★ StatTrak™ Survival Knife | Stained (Field-Tested)@140.0@123.2@175.42@166.64899999999997@skinport@shadowpay@26.65
★ StatTrak™ Survival Knife | Urban Masked (Battle-Scarred)@131.98@116.1424@162.41@154.28949999999998@skinport@shadowpay@22.31
★ StatTrak™ Talon Knife | Blue Steel (Minimal Wear)@600.0@528.0@881.21@837.1495@skinport@shadowpay@237.15
★ StatTrak™ Talon Knife | Boreal Forest (Field-Tested)@399.99@351.9912@456.79@433.9505@skinport@shadowpay@33.96
★ StatTrak™ Talon Knife | Boreal Forest (Minimal Wear)@408.59@359.5592@469.0@445.55@skinport@shadowpay@36.96
★ StatTrak™ Talon Knife | Doppler (Factory New)@1173.11@1032.3367999999998@1408.2@1337.79@skinport@shadowpay@164.68
★ StatTrak™ Talon Knife | Doppler (Factory New)@1173.11@1032.3367999999998@5000.0@4750.0@skinport@shadowpay@3576.89
★ StatTrak™ Talon Knife | Fade (Factory New)@1297.31@1141.6328@1451.34@1378.773@skinport@shadowpay@81.46
★ StatTrak™ Talon Knife | Forest DDPAT (Minimal Wear)@454.13@399.6344@641.64@609.558@skinport@shadowpay@155.43
★ StatTrak™ Talon Knife | Marble Fade (Factory New)@855.0@752.4@1590.08@1510.5759999999998@skinport@shadowpay@655.58
★ StatTrak™ Talon Knife | Scorched (Well-Worn)@320.0@281.6@367.5@349.125@skinport@shadowpay@29.12
★ StatTrak™ Talon Knife | Stained (Field-Tested)@416.5@366.52@599.01@569.0595@skinport@shadowpay@152.56
★ StatTrak™ Talon Knife | Tiger Tooth (Factory New)@789.0@694.32@903.66@858.477@skinport@shadowpay@69.48
★ StatTrak™ Talon Knife | Ultraviolet (Field-Tested)@420.87@370.3656@648.59@616.1605@skinport@shadowpay@195.29
StatTrak™ Tec-9 | Decimator (Factory New)@170.0@149.6@192.76@183.122@skinport@shadowpay@13.12
★ StatTrak™ Ursus Knife | Blue Steel (Minimal Wear)@205.11@180.4968@346.5@329.175@skinport@shadowpay@124.06
★ StatTrak™ Ursus Knife | Boreal Forest (Field-Tested)@160.24@141.0112@249.0@236.55@skinport@shadowpay@76.31
★ StatTrak™ Ursus Knife | Damascus Steel (Factory New)@200.0@176.0@300.0@285.0@skinport@shadowpay@85.0
★ StatTrak™ Ursus Knife | Doppler (Factory New)@495.0@435.6@568.4@539.9799999999999@skinport@shadowpay@44.98
★ StatTrak™ Ursus Knife | Doppler (Factory New)@495.0@435.6@568.41@539.9894999999999@skinport@shadowpay@44.99
★ StatTrak™ Ursus Knife | Doppler (Factory New)@495.0@435.6@1524.0@1447.8@skinport@shadowpay@952.8
★ StatTrak™ Ursus Knife | Fade (Factory New)@465.21@409.3848@548.71@521.2745@skinport@shadowpay@56.06
★ StatTrak™ Ursus Knife | Forest DDPAT (Field-Tested)@136.92@120.4896@174.66@165.927@skinport@shadowpay@29.01
★ StatTrak™ Ursus Knife | Marble Fade (Minimal Wear)@415.36@365.5168@509.85@484.3575@skinport@shadowpay@69.0
★ StatTrak™ Ursus Knife | Slaughter (Factory New)@376.0@330.88@736.94@700.0930000000001@skinport@shadowpay@324.09
StatTrak™ USP-S | Caiman (Minimal Wear)@87.79@77.2552@123.54@117.363@skinport@shadowpay@29.57
StatTrak™ USP-S | Kill Confirmed (Battle-Scarred)@114.4@100.672@132.41@125.7895@skinport@shadowpay@11.39
StatTrak™ USP-S | Kill Confirmed (Factory New)@545.0@479.6@649.25@616.7875@skinport@shadowpay@71.79
StatTrak™ USP-S | Kill Confirmed (Field-Tested)@156.91@138.0808@195.0@185.25@skinport@shadowpay@28.34
StatTrak™ USP-S | Kill Confirmed (Minimal Wear)@278.48@245.06240000000005@344.99@327.7405@skinport@shadowpay@49.26
StatTrak™ USP-S | Kill Confirmed (Well-Worn)@108.0@95.04@132.04@125.438@skinport@shadowpay@17.44
StatTrak™ USP-S | Monster Mashup (Battle-Scarred)@26.99@23.7512@41.95@39.8525@skinport@shadowpay@12.86
StatTrak™ USP-S | Monster Mashup (Well-Worn)@32.27@28.397600000000004@86.42@82.099@skinport@shadowpay@49.83
StatTrak™ USP-S | Neo-Noir (Battle-Scarred)@47.57@41.8616@75.59@71.8105@skinport@shadowpay@24.24
StatTrak™ USP-S | Neo-Noir (Factory New)@108.25@95.26@129.6@123.12@skinport@shadowpay@14.87
StatTrak™ USP-S | Orion (Factory New)@120.0@105.6@144.87@137.6265@skinport@shadowpay@17.63
StatTrak™ USP-S | Orion (Field-Tested)@102.56@90.2528@121.46@115.387@skinport@shadowpay@12.83
StatTrak™ USP-S | Orion (Minimal Wear)@101.27@89.1176@129.97@123.4715@skinport@shadowpay@22.2
StatTrak™ USP-S | Printstream (Factory New)@268.75@236.5@371.03@352.47849999999994@skinport@shadowpay@83.73
StatTrak™ USP-S | Serum (Field-Tested)@44.32@39.0016@60.0@57.0@skinport@shadowpay@12.68
StatTrak™ USP-S | The Traitor (Factory New)@184.88@162.6944@211.53@200.9535@skinport@shadowpay@16.07
StatTrak™ XM1014 | Tranquility (Factory New)@71.48@62.90240000000001@150.0@142.5@skinport@shadowpay@71.02
Sticker | 3DMAX (Holo) | Katowice 2014@3399.0@2991.12@4312.0@4096.4@skinport@shadowpay@697.4
Sticker | ableJ (Foil) | Katowice 2019@2.32@2.0416@13.1@12.445@skinport@shadowpay@10.12
Sticker | AdreN | Atlanta 2017@6.64@5.8432@19.99@18.9905@skinport@shadowpay@12.35
Sticker | adreN (Foil) | Cluj-Napoca 2015@20.25@17.82@57.13@54.2735@skinport@shadowpay@34.02
Sticker | aizy | Atlanta 2017@5.64@4.9632@24.05@22.8475@skinport@shadowpay@17.21
Sticker | aizy (Foil) | Krakow 2017@18.83@16.5704@43.2@41.04@skinport@shadowpay@22.21
Sticker | apEX | Cluj-Napoca 2015@3.99@3.5112@20.1@19.095@skinport@shadowpay@15.1
Sticker | apEX (Foil) | Boston 2018@9.48@8.3424@25.2@23.94@skinport@shadowpay@14.46
Sticker | apEX | MLG Columbus 2016@2.93@2.5784@18.59@17.6605@skinport@shadowpay@14.73
Sticker | Astralis (Gold) | 2020 RMR@2.05@1.804@55.0@52.25@skinport@shadowpay@50.2
Sticker | autimatic (Foil) | Boston 2018@12.75@11.22@46.65@44.3175@skinport@shadowpay@31.57
Sticker | Ax1Le (Gold) | Rio 2022@11.56@10.1728@24.49@23.2655@skinport@shadowpay@11.71
Sticker | AZR | Cologne 2015@5.99@5.2712@31.55@29.9725@skinport@shadowpay@23.98
Sticker | AZR (Foil) | Cologne 2015@8.88@7.814400000000001@39.2@37.24@skinport@shadowpay@28.36
Sticker | AZR (Gold) | Berlin 2019@11.9@10.472@34.45@32.7275@skinport@shadowpay@20.83
Sticker | B1ad3 | Atlanta 2017@12.8@11.264@28.5@27.075@skinport@shadowpay@14.27
Sticker | B1ad3 | Cologne 2015@7.25@6.38@32.3@30.684999999999995@skinport@shadowpay@23.43
Sticker | boltz (Foil) | Cluj-Napoca 2015@13.85@12.188@49.7@47.215@skinport@shadowpay@33.36
Sticker | Brollan (Gold) | Rio 2022@4.99@4.3912@23.15@21.9925@skinport@shadowpay@17.0
Sticker | byali (Foil) | Cluj-Napoca 2015@17.12@15.065600000000002@92.5@87.875@skinport@shadowpay@70.76
Sticker | cajunb | Atlanta 2017@12.49@10.9912@35.45@33.6775@skinport@shadowpay@21.19
Sticker | cajunb | Cologne 2015@2.13@1.8744@12.95@12.302499999999998@skinport@shadowpay@10.17
Sticker | cajunb | MLG Columbus 2016@3.51@3.0888@16.2@15.39@skinport@shadowpay@11.88
Sticker | Calyx (Foil) | London 2018@9.79@8.6152@23.5@22.325@skinport@shadowpay@12.54
Sticker | chopper (Foil) | Boston 2018@12.79@11.2552@50.0@47.5@skinport@shadowpay@34.71
Sticker | chrisJ | Atlanta 2017@7.89@6.9432@44.5@42.275@skinport@shadowpay@34.38
Sticker | Cloud9 (Foil) | Katowice 2019@36.0@31.68@55.0@52.25@skinport@shadowpay@16.25
Sticker | Cloud9 G2A (Holo) | Katowice 2015@232.6@204.688@500.0@475.0@skinport@shadowpay@242.4
Sticker | Cloud9 (Gold) | Copenhagen 2024@5.5@4.84@19.05@18.0975@skinport@shadowpay@12.6
Sticker | Cloud9 (Holo) | Krakow 2017@36.56@32.1728@59.96@56.962@skinport@shadowpay@20.4
Sticker | Cloud9 (Holo) | London 2018@23.83@20.9704@59.13@56.1735@skinport@shadowpay@32.34
Sticker | coldzera (Foil) | Cologne 2015@22.99@20.2312@38.67@36.7365@skinport@shadowpay@13.75
Sticker | compLexity Gaming | Katowice 2014@392.43@345.33840000000004@600.0@570.0@skinport@shadowpay@177.57
Sticker | Copenhagen Wolves (Holo) | Cologne 2014@50.89@44.7832@80.0@76.0@skinport@shadowpay@25.11
Sticker | Counter Logic Gaming (Foil) | MLG Columbus 2016@40.27@35.4376@57.0@54.15@skinport@shadowpay@13.88
Sticker | Counter Logic Gaming (Holo) | Katowice 2015@314.99@277.19120000000004@349.99@332.4905@skinport@shadowpay@17.5
Sticker | Crown (Foil)@368.57@324.3416@792.0@752.4@skinport@shadowpay@383.83
Sticker | crush (Foil) | London 2018@24.58@21.6304@36.81@34.969500000000004@skinport@shadowpay@10.39
Sticker | dav1deuS (Gold) | Rio 2022@7.6@6.688@30.8@29.26@skinport@shadowpay@21.66
Sticker | dav1d (Gold) | Antwerp 2022@2.81@2.4728@19.85@18.8575@skinport@shadowpay@16.05
Sticker | denis | Atlanta 2017@12.99@11.4312@26.75@25.4125@skinport@shadowpay@12.42
Sticker | denis | Cologne 2015@7.11@6.2568@25.0@23.75@skinport@shadowpay@16.64
Sticker | denis (Foil) | Cologne 2015@26.9@23.672@64.75@61.5125@skinport@shadowpay@34.61
Sticker | denis | MLG Columbus 2016@3.68@3.2384@21.9@20.805@skinport@shadowpay@17.12
Sticker | device (Gold) | Stockholm 2021@28.0@24.64@56.27@53.4565@skinport@shadowpay@25.46
Sticker | DEVIL | MLG Columbus 2016@6.4@5.632000000000001@29.25@27.7875@skinport@shadowpay@21.39
Sticker | devoduvek (Foil) | Boston 2018@10.83@9.5304@33.4@31.73@skinport@shadowpay@20.9
Sticker | dexter (Gold) | Paris 2023@8.58@7.5504@27.0@25.65@skinport@shadowpay@17.07
Sticker | dgt (Holo) | Rio 2022@5.49@4.8312@18.04@17.137999999999998@skinport@shadowpay@11.65
Sticker | DickStacy (Foil) | Berlin 2019@32.3@28.424@46.28@43.966@skinport@shadowpay@11.67
Sticker | DickStacy (Gold) | Berlin 2019@345.0@303.6@376.71@357.87449999999995@skinport@shadowpay@12.87
Sticker | Dosia (Foil) | Boston 2018@8.77@7.7176@22.5@21.375@skinport@shadowpay@12.6
Sticker | Dosia (Foil) | Cologne 2016@35.55@31.284@56.22@53.409@skinport@shadowpay@17.86
Sticker | Dosia (Foil) | MLG Columbus 2016@19.89@17.5032@33.78@32.091@skinport@shadowpay@12.2
Sticker | dupreeh | Cologne 2016@4.56@4.0128@29.4@27.93@skinport@shadowpay@23.37
Sticker | Edward (Foil) | Boston 2018@5.68@4.9984@23.75@22.5625@skinport@shadowpay@16.88
Sticker | Edward (Foil) | Cluj-Napoca 2015@29.99@26.3912@85.0@80.75@skinport@shadowpay@50.76
Sticker | electronic | Atlanta 2017@10.89@9.5832@27.06@25.707@skinport@shadowpay@14.82
Sticker | EliGE | Boston 2018@11.08@9.7504@24.77@23.5315@skinport@shadowpay@12.45
Sticker | Ex6TenZ | Cologne 2015@15.91@14.0008@53.8@51.10999999999999@skinport@shadowpay@35.2
Sticker | f0rest | Cologne 2016@4.22@3.7136@22.95@21.8025@skinport@shadowpay@17.58
Sticker | F1KU (Gold) | Rio 2022@6.31@5.5528@26.65@25.3175@skinport@shadowpay@19.01
Sticker | FaZe Clan (Foil) | Boston 2018@64.0@56.32@132.43@125.8085@skinport@shadowpay@61.81
Sticker | fer | Atlanta 2017@7.99@7.0312@24.35@23.1325@skinport@shadowpay@15.14
Sticker | fer | Cluj-Napoca 2015@14.99@13.1912@36.85@35.0075@skinport@shadowpay@20.02
Sticker | fer | Cologne 2015@11.31@9.9528@29.28@27.816@skinport@shadowpay@16.51
Sticker | flamie | Atlanta 2017@4.35@3.828@24.1@22.895@skinport@shadowpay@18.55
Sticker | flamie (Foil) | Cluj-Napoca 2015@13.08@11.5104@54.6@51.87@skinport@shadowpay@38.79
Sticker | flamie (Gold) | Berlin 2019@6.99@6.1512@36.25@34.4375@skinport@shadowpay@27.45
Sticker | Flipsid3 Tactics | Cologne 2015@7.59@6.6792@22.81@21.6695@skinport@shadowpay@14.08
Sticker | Flipsid3 Tactics (Foil) | Cluj-Napoca 2015@21.06@18.5328@40.0@38.0@skinport@shadowpay@16.94
Sticker | flusha (Foil) | Cluj-Napoca 2015@18.5@16.28@65.6@62.31999999999999@skinport@shadowpay@43.82
Sticker | Fnatic (Foil) | Atlanta 2017@81.72@71.9136@114.93@109.1835@skinport@shadowpay@27.46
Sticker | Fnatic (Holo) | DreamHack 2014@275.0@242.0@368.0@349.6@skinport@shadowpay@74.6
Sticker | Fnatic (Holo) | Katowice 2015@129.99@114.3912@350.0@332.5@skinport@shadowpay@202.51
Sticker | Fnatic | Katowice 2014@432.39@380.5032@586.08@556.7760000000001@skinport@shadowpay@124.39
Sticker | FNS | Cologne 2015@7.86@6.9168@34.97@33.2215@skinport@shadowpay@25.36
Sticker | fox | Atlanta 2017@11.49@10.1112@38.25@36.3375@skinport@shadowpay@24.85
Sticker | freakazoid | Cluj-Napoca 2015@9.09@7.9992@41.15@39.0925@skinport@shadowpay@30.0
Sticker | friberg | Cologne 2016@2.86@2.5168@16.5@15.675@skinport@shadowpay@12.82
Sticker | G2 Esports | Atlanta 2017@5.91@5.2008@25.0@23.75@skinport@shadowpay@17.84
Sticker | G2 Esports (Foil) | Boston 2018@19.36@17.0368@54.42@51.699@skinport@shadowpay@32.34
Sticker | G2 Esports (Foil) | MLG Columbus 2016@40.0@35.2@61.86@58.767@skinport@shadowpay@18.77
Sticker | G2 Esports (Holo) | Atlanta 2017@68.77@60.5176@88.2@83.78999999999999@skinport@shadowpay@15.02
Sticker | Gambit Esports (Foil) | London 2018@7.73@6.8024@23.36@22.192@skinport@shadowpay@14.46
Sticker | GeT_RiGhT (Foil) | Cluj-Napoca 2015@16.35@14.388000000000002@28.06@26.657@skinport@shadowpay@10.31
Sticker | GeT_RiGhT (Gold) | Katowice 2019@64.44@56.7072@79.14@75.18299999999999@skinport@shadowpay@10.74
Sticker | gla1ve | Atlanta 2017@4.39@3.8632@18.14@17.233@skinport@shadowpay@12.84
Sticker | gob b | Cologne 2015@4.41@3.8808@15.99@15.1905@skinport@shadowpay@10.78
Sticker | Gratisfaction (Gold) | Berlin 2019@10.99@9.6712@27.0@25.65@skinport@shadowpay@14.66
Sticker | GuardiaN (Foil) | Atlanta 2017@63.76@56.1088@78.87@74.9265@skinport@shadowpay@11.17
Sticker | GuardiaN (Foil) | Katowice 2019@6.99@6.1512@22.1@20.995@skinport@shadowpay@14.0
Sticker | Happy | Atlanta 2017@6.0@5.28@25.0@23.75@skinport@shadowpay@17.75
Sticker | Happy | Cologne 2016@7.12@6.2656@30.0@28.5@skinport@shadowpay@21.38
Sticker | hazed (Foil) | Cologne 2015@14.9@13.112@65.45@62.1775@skinport@shadowpay@47.28
Sticker | HellRaisers | Atlanta 2017@10.12@8.9056@39.99@37.9905@skinport@shadowpay@27.87
Sticker | HellRaisers | Cologne 2014@7.06@6.2128@32.0@30.4@skinport@shadowpay@23.34
Sticker | HellRaisers (Holo) | Atlanta 2017@79.99@70.3912@98.0@93.1@skinport@shadowpay@13.11
Sticker | HellRaisers (Holo) | Katowice 2014@8935.18@7862.9584@10933.5@10386.825@skinport@shadowpay@1451.65
Sticker | HellRaisers (Holo) | Katowice 2015@172.54@151.8352@239.0@227.05@skinport@shadowpay@54.51
Sticker | Hiko (Foil) | London 2018@7.19@6.3272@40.34@38.323@skinport@shadowpay@31.13
Sticker | Hobbit (Gold) | Katowice 2019@53.6@47.168@100.0@95.0@skinport@shadowpay@41.4
Sticker | hooch (Foil) | Cologne 2016@33.56@29.5328@49.35@46.8825@skinport@shadowpay@13.32
Sticker | iBUYPOWER | DreamHack 2014@175.0@154.0@923.7@877.515@skinport@shadowpay@702.52
Sticker | iBUYPOWER (Holo) | Cologne 2014@235.0@206.8@314.32@298.604@skinport@shadowpay@63.6
Sticker | iBUYPOWER | Katowice 2014@2899.0@2551.12@5000.0@4750.0@skinport@shadowpay@1851.0
Sticker | Immortals (Holo) | Krakow 2017@18.71@16.4648@32.19@30.5805@skinport@shadowpay@11.87
Sticker | innocent (Foil) | Krakow 2017@18.9@16.631999999999998@31.36@29.792@skinport@shadowpay@10.89
Sticker | interz (Gold) | Antwerp 2022@3.1@2.728@14.6@13.87@skinport@shadowpay@10.77
Sticker | Jame (Gold) | Berlin 2019@20.99@18.4712@33.0@31.35@skinport@shadowpay@10.36
Sticker | jdm64 | Cologne 2015@8.46@7.444800000000001@45.65@43.3675@skinport@shadowpay@34.91
Sticker | jdm64 (Foil) | Cluj-Napoca 2015@80.95@71.236@98.4@93.48@skinport@shadowpay@12.53
Sticker | jkaem | Cluj-Napoca 2015@6.5@5.72@24.35@23.1325@skinport@shadowpay@16.63
Sticker | JW | Atlanta 2017@3.46@3.0448@20.1@19.095@skinport@shadowpay@15.63
Sticker | karrigan (Foil) | Cologne 2016@35.61@31.3368@58.0@55.1@skinport@shadowpay@19.49
Sticker | kennyS | Cologne 2016@30.0@26.4@66.95@63.6025@skinport@shadowpay@33.6
Sticker | Keyd Stars (Holo) | Katowice 2015@198.45@174.636@260.99@247.9405@skinport@shadowpay@49.49
Sticker | King on the Field@929.86@818.2768@1400.0@1330.0@skinport@shadowpay@400.14
Sticker | kioShiMa (Foil) | Cologne 2015@14.99@13.1912@51.25@48.6875@skinport@shadowpay@33.7
Sticker | Kjaerbye (Foil) | Atlanta 2017@20.33@17.8904@45.62@43.339@skinport@shadowpay@23.01
Sticker | Kjaerbye (Foil) | Boston 2018@8.99@7.9112@28.4@26.98@skinport@shadowpay@17.99
Sticker | KSCERATO (Gold) | Antwerp 2022@5.99@5.2712@27.55@26.1725@skinport@shadowpay@20.18
Sticker | KSCERATO (Gold) | Shanghai 2024@39.96@35.1648@73.2@69.54@skinport@shadowpay@29.58
Sticker | latto (Gold) | Rio 2022@7.24@6.3712@28.4@26.98@skinport@shadowpay@19.74
Sticker | LEGIJA (Foil) | Boston 2018@10.44@9.1872@34.66@32.92699999999999@skinport@shadowpay@22.49
Sticker | LGB eSports (Foil) | Katowice 2015@420.0@369.6@620.0@589.0@skinport@shadowpay@169.0
Sticker | LGB eSports (Holo) | Katowice 2015@530.15@466.532@650.0@617.5@skinport@shadowpay@87.35
Sticker | LGB eSports | Katowice 2014@619.83@545.4504000000001@700.0@665.0@skinport@shadowpay@45.17
Sticker | LGB eSports | Katowice 2015@120.0@105.6@618.3@587.3849999999999@skinport@shadowpay@467.38
Sticker | loWel | Atlanta 2017@6.5@5.72@33.95@32.2525@skinport@shadowpay@25.75
Sticker | Lucky (Gold) | Berlin 2019@30.99@27.2712@43.2@41.04@skinport@shadowpay@10.05
Sticker | Luminosity Gaming (Foil) | MLG Columbus 2016@64.9@57.112@85.07@80.81649999999999@skinport@shadowpay@15.92
Sticker | m0NESY (Gold) | Antwerp 2022@80.26@70.6288@124.24@118.028@skinport@shadowpay@37.77
Sticker | Maikelele (Foil) | Cluj-Napoca 2015@28.99@25.5112@75.15@71.3925@skinport@shadowpay@42.4
Sticker | Maikelele (Foil) | MLG Columbus 2016@13.06@11.4928@53.9@51.205@skinport@shadowpay@38.14
Sticker | malta (Foil) | Katowice 2019@2.21@1.9448@19.9@18.905@skinport@shadowpay@16.7
Sticker | markeloff | Atlanta 2017@9.9@8.712@21.17@20.1115@skinport@shadowpay@10.21
Sticker | markeloff (Foil) | Boston 2018@24.59@21.6392@45.17@42.9115@skinport@shadowpay@18.32
Sticker | Misfits Gaming (Holo) | Boston 2018@9.75@8.58@23.73@22.5435@skinport@shadowpay@12.79
Sticker | mixwell | Atlanta 2017@23.49@20.6712@94.1@89.395@skinport@shadowpay@65.9
Sticker | MLG (Foil) | MLG Columbus 2016@91.41@80.4408@180.93@171.8835@skinport@shadowpay@80.47
Sticker | mou | Atlanta 2017@5.92@5.2096@17.65@16.7675@skinport@shadowpay@10.85
Sticker | mousesports (Foil) | Cluj-Napoca 2015@31.58@27.7904@46.5@44.175@skinport@shadowpay@12.6
Sticker | mousesports | MLG Columbus 2016@5.65@4.972@29.58@28.101@skinport@shadowpay@22.45
Sticker | MOUZ (Gold) | Stockholm 2021@70.81@62.3128@90.0@85.5@skinport@shadowpay@14.69
Sticker | MSL | Atlanta 2017@27.72@24.3936@45.85@43.5575@skinport@shadowpay@15.84
Sticker | nafany (Gold) | Antwerp 2022@3.05@2.684@19.85@18.8575@skinport@shadowpay@15.81
Sticker | NAF | Atlanta 2017@13.69@12.0472@29.0@27.55@skinport@shadowpay@13.86
Sticker | Natus Vincere | DreamHack 2014@25.99@22.8712@81.7@77.615@skinport@shadowpay@51.62
Sticker | Natus Vincere (Foil) | Katowice 2015@107.0@94.16@128.52@122.094@skinport@shadowpay@15.09
Sticker | NEO | Atlanta 2017@3.0@2.64@15.6@14.82@skinport@shadowpay@11.82
Sticker | NEO | Cologne 2016@5.64@4.9632@34.5@32.775@skinport@shadowpay@27.14
Sticker | NEO (Foil) | Boston 2018@6.36@5.5968@50.0@47.5@skinport@shadowpay@41.14
Sticker | NEO (Gold) | Berlin 2019@12.91@11.3608@36.63@34.798500000000004@skinport@shadowpay@21.89
Sticker | nex | Cluj-Napoca 2015@5.89@5.183199999999999@19.98@18.981@skinport@shadowpay@13.09
Sticker | nex | Cologne 2016@4.41@3.8808@35.35@33.5825@skinport@shadowpay@29.17
Sticker | nex | MLG Columbus 2016@7.57@6.6616@24.3@23.085@skinport@shadowpay@15.52
Sticker | ngiN (Foil) | Boston 2018@9.99@8.7912@23.5@22.325@skinport@shadowpay@12.34
Sticker | Nifty (Foil) | Boston 2018@16.38@14.4144@55.0@52.25@skinport@shadowpay@35.87
Sticker | NiKo | Cluj-Napoca 2015@110.0@96.8@201.11@191.0545@skinport@shadowpay@81.05
Sticker | NiKo | Cologne 2016@33.44@29.4272@47.67@45.2865@skinport@shadowpay@11.85
Sticker | NiKo (Gold) | Paris 2023@21.73@19.1224@35.42@33.649@skinport@shadowpay@11.92
