name@price@price_after_sell
Glock-18 | Winterized (Factory New)@13.00@12.74
StatTrak™ Glock-18 | Winterized (Factory New)@25.00@24.5
USP-S | Printstream (Well-Worn)@44.99@44.0902
P250 | Visions (Battle-Scarred)@2.33@2.2834
StatTrak™ Sawed-Off | Kiss♥Love (Well-Worn)@4.28@4.1944
StatTrak™ P90 | Vent Rush (Battle-Scarred)@0.93@0.9114
StatTrak™ M249 | Downtown (Battle-Scarred)@0.88@0.8623999999999999
StatTrak™ R8 Revolver | Crazy 8 (Well-Worn)@0.65@0.637
Sawed-Off | Kiss♥Love (Battle-Scarred)@8.00@7.84
R8 Revolver | Crazy 8 (Minimal Wear)@0.69@0.6761999999999999
Negev | Drop Me (Factory New)@10.00@9.8
StatTrak™ UMP-45 | Roadblock (Factory New)@18.00@17.64
StatTrak™ Dual Berettas | Flora Carnivora (Well-Worn)@0.70@0.6859999999999999
StatTrak™ FAMAS | Meow 36 (Factory New)@4.00@3.92
StatTrak™ Dual Berettas | Flora Carnivora (Factory New)@5.79@5.6742
StatTrak™ AWP | Chromatic Aberration (Minimal Wear)@34.99@34.2902
Souvenir XM1014 | Ancient Lore (Well-Worn)@43.84@42.9632
StatTrak™ Sawed-Off | Kiss♥Love (Minimal Wear)@9.79@9.594199999999999
StatTrak™ AWP | Chromatic Aberration (Factory New)@47.95@46.991
10 Year Birthday Sticker Capsule@0.83@0.8133999999999999
Sticker | Baby Fire Serpent@0.30@0.294
Sticker | Go Boom (Glitter)@1.60@1.568
Sticker | Vertigo's Hero (Holo)@0.87@0.8526
Sticker | Zeused@0.70@0.6859999999999999
Sticker | Green's Problem@1.00@0.98
Sticker | Overpass Diorama (Foil)@1.00@0.98
Sticker | Shifty Tactics@0.60@0.588
Sticker | Defuse It (Holo)@0.70@0.6859999999999999
Sticker | Blue Gem (Glitter)@3.87@3.7926
Sticker | Leaving The Station (Holo)@7.50@7.35
Sticker | Dragon Tale@0.30@0.294
StatTrak™ Music Kit | Knock2, dashstar*@25.99@25.4702
StatTrak™ Music Kit | Perfect World, 花脸 Hua Lian (Painted Face)@6.44@6.3112
StatTrak™ M249 | Downtown (Well-Worn)@0.98@0.9603999999999999
Sticker | 00 Nation | Rio 2022@1.00@0.98
Sticker | REZ (Holo) | Rio 2022@2.00@1.96
Sticker | b1t | Rio 2022@0.20@0.196
Sticker | es3tag | Rio 2022@0.20@0.196
Sticker | Dycha | Rio 2022@0.20@0.196
Sticker | EliGe | Rio 2022@0.20@0.196
Sticker | b1t (Glitter) | Rio 2022@1.00@0.98
Sticker | hampus | Rio 2022@0.20@0.196
Sticker | FlameZ | Rio 2022@0.20@0.196
Sticker | dexter | Rio 2022@0.20@0.196
Sticker | NEOFRAG (Holo) | Rio 2022@2.00@1.96
Sticker | IEM | Rio 2022@0.10@0.098
Sticker | NQZ | Rio 2022@1.00@0.98
Sticker | Brehze | Rio 2022@0.20@0.196
Sticker | Magisk | Rio 2022@0.20@0.196
Sticker | BIG (Holo) | Rio 2022@3.00@2.94
Sticker | Evil Geniuses (Holo) | Rio 2022@3.00@2.94
Sticker | Brollan | Rio 2022@0.20@0.196
Sticker | electronic | Rio 2022@0.20@0.196
Sticker | maden | Rio 2022@0.10@0.098
Sticker | Perfecto | Rio 2022@0.20@0.196
Sticker | NAF | Rio 2022@0.20@0.196
Sticker | Staehr | Rio 2022@0.20@0.196
Sticker | dgt (Glitter) | Rio 2022@0.30@0.294
Sticker | dupreeh | Rio 2022@0.20@0.196
Sticker | Aleksib | Rio 2022@0.20@0.196
Sticker | s1mple | Rio 2022@0.90@0.882
Sticker | Keoz | Rio 2022@0.20@0.196
Sticker | FL1T | Rio 2022@0.20@0.196
Rio 2022 Challengers Autograph Capsule@1.60@1.568
Sticker | apEX | Rio 2022@0.20@0.196
Sticker | Heroic (Holo) | Rio 2022@1.23@1.2054
Sticker | juanflatroo (Holo) | Rio 2022@2.00@1.96
Sticker | degster | Rio 2022@0.20@0.196
Sticker | electronic (Glitter) | Rio 2022@0.30@0.294
Sticker | F1KU | Rio 2022@0.20@0.196
Sticker | ENCE (Holo) | Rio 2022@4.00@3.92
Sticker | interz | Rio 2022@0.20@0.196
Sticker | Team Spirit (Glitter) | Rio 2022@1.00@0.98
Rio 2022 Challengers Sticker Capsule@0.24@0.2352
Rio 2022 Legends Sticker Capsule@0.97@0.9506
Sticker | max | Rio 2022@0.30@0.294
Sticker | dgt | Rio 2022@0.20@0.196
Sticker | MOUZ (Holo) | Rio 2022@2.74@2.6852
Sticker | sk0R (Glitter) | Rio 2022@1.00@0.98
Sticker | fame | Rio 2022@0.20@0.196
Sticker | faveN | Rio 2022@0.10@0.098
Sticker | Bad News Eagles (Holo) | Rio 2022@8.00@7.84
Sticker | gxx- | Rio 2022@0.20@0.196
Sticker | arT | Rio 2022@0.20@0.196
Sticker | boltz | Rio 2022@0.30@0.294
Sticker | KSCERATO | Rio 2022@0.20@0.196
Sticker | acoR | Rio 2022@0.10@0.098
Sticker | drop | Rio 2022@0.20@0.196
Sticker | refrezh | Rio 2022@0.20@0.196
Sticker | autimatic | Rio 2022@0.10@0.098
Sticker | Jame | Rio 2022@0.20@0.196
Sticker | ENCE (Glitter) | Rio 2022@0.30@0.294
Sticker | CeRq | Rio 2022@0.20@0.196
Sticker | Krimbo | Rio 2022@0.10@0.098
Sticker | BIG (Glitter) | Rio 2022@0.30@0.294
Sticker | Dycha (Holo) | Rio 2022@4.00@3.92
Sticker | Cloud9 (Holo) | Rio 2022@30.00@29.4
Sticker | 00 Nation (Glitter) | Rio 2022@8.00@7.84
Sticker | IHC Esports (Glitter) | Rio 2022@0.30@0.294
Sticker | FURIA (Glitter) | Rio 2022@1.80@1.764
Sticker | Liazz | Rio 2022@0.20@0.196
Sticker | INS | Rio 2022@0.20@0.196
Sticker | VINI | Rio 2022@0.30@0.294
Sticker | isak | Rio 2022@0.20@0.196
Sticker | iM | Rio 2022@0.20@0.196
Sticker | Techno4K (Holo) | Rio 2022@1.70@1.666
Sticker | bLitz | Rio 2022@0.20@0.196
Sticker | interz (Glitter) | Rio 2022@0.30@0.294
Sticker | Ax1Le | Rio 2022@0.20@0.196
Sticker | xertioN (Glitter) | Rio 2022@0.30@0.294
Sticker | oSee (Glitter) | Rio 2022@0.30@0.294
Sticker | broky (Glitter) | Rio 2022@0.30@0.294
Sticker | BUDA | Rio 2022@0.20@0.196
Sticker | Aleksib (Holo) | Rio 2022@2.00@1.96
Sticker | Imperial Esports (Holo) | Rio 2022@11.00@10.78
Sticker | sinnopsyy (Holo) | Rio 2022@2.00@1.96
Sticker | SENER1 (Holo) | Rio 2022@2.00@1.96
Sticker | FASHR (Holo) | Rio 2022@2.00@1.96
Sticker | TeSeS (Holo) | Rio 2022@3.00@2.94
Sticker | hampus (Holo) | Rio 2022@1.50@1.47
Sticker | maden (Holo) | Rio 2022@2.00@1.96
Sticker | nicoodoz (Holo) | Rio 2022@2.00@1.96
Sticker | neaLaN (Holo) | Rio 2022@1.50@1.47
Sticker | Brehze (Holo) | Rio 2022@1.50@1.47
Sticker | slaxz- (Holo) | Rio 2022@1.50@1.47
Sticker | v4lde (Holo) | Rio 2022@1.50@1.47
Sticker | Sico (Holo) | Rio 2022@2.00@1.96
Sticker | ANNIHILATION (Holo) | Rio 2022@4.00@3.92
Sticker | Brollan (Holo) | Rio 2022@2.00@1.96
Sticker | F1KU (Holo) | Rio 2022@3.00@2.94
Sticker | iM (Holo) | Rio 2022@3.00@2.94
Sticker | magixx (Holo) | Rio 2022@2.00@1.96
Sticker | FASHR | Rio 2022@0.20@0.196
Sticker | dumau (Holo) | Rio 2022@2.00@1.96
Sticker | IEM (Holo) | Rio 2022@3.00@2.94
Sticker | S1ren (Holo) | Rio 2022@2.00@1.96
Sticker | Outsiders (Gold) | Rio 2022@10.96@10.7408
Sticker | 9z Team (Gold) | Rio 2022@5.00@4.9
Sticker | HexT (Glitter) | Rio 2022@0.70@0.6859999999999999
Sticker | max (Glitter) | Rio 2022@1.00@0.98
Sticker | qikert (Holo) | Rio 2022@3.00@2.94
Rio 2022 Legends Autograph Capsule@1.60@1.568
Sticker | kabal (Glitter) | Rio 2022@0.30@0.294
Rio 2022 Mirage Souvenir Package@3.30@3.234
Rio 2022 Dust II Souvenir Package@4.38@4.2924
Rio 2022 Overpass Souvenir Package@3.77@3.6946
Sticker | SunPayus | Rio 2022@0.20@0.196
Sticker | VINI (Glitter) | Rio 2022@2.00@1.96
Sticker | n0rb3r7 (Holo) | Rio 2022@3.00@2.94
Sticker | ANNIHILATION | Rio 2022@0.20@0.196
Sticker | Patsi (Holo) | Rio 2022@2.00@1.96
Sticker | Sico | Rio 2022@0.10@0.098
Sticker | roeJ (Holo) | Rio 2022@2.00@1.96
Sticker | 00 Nation (Gold) | Rio 2022@8.99@8.8102
Sticker | Grayhound Gaming (Holo) | Rio 2022@2.00@1.96
Sticker | degster (Glitter) | Rio 2022@0.40@0.392
Sticker | OG (Holo) | Rio 2022@4.00@3.92
Sticker | IHC Esports (Holo) | Rio 2022@4.00@3.92
Sticker | boltz (Glitter) | Rio 2022@0.30@0.294
Sticker | Liazz (Glitter) | Rio 2022@0.30@0.294
Sticker | siuhy (Glitter) | Rio 2022@0.30@0.294
Sticker | arT (Glitter) | Rio 2022@1.90@1.8619999999999999
Sticker | dupreeh (Glitter) | Rio 2022@0.30@0.294
Sticker | autimatic (Glitter) | Rio 2022@0.30@0.294
Sticker | Hobbit (Glitter) | Rio 2022@0.30@0.294
Sticker | tabseN (Glitter) | Rio 2022@0.30@0.294
Sticker | es3tag (Glitter) | Rio 2022@2.00@1.96
Sticker | faveN (Holo) | Rio 2022@2.00@1.96
Rio 2022 Contenders Autograph Capsule@1.50@1.47
Sticker | FaZe Clan (Holo) | Rio 2022@2.42@2.3716
Sticker | Zyphon (Holo) | Rio 2022@1.50@1.47
Sticker | Magisk (Holo) | Rio 2022@4.00@3.92
Sticker | FURIA (Holo) | Rio 2022@17.00@16.66
Sticker | Staehr (Holo) | Rio 2022@2.00@1.96
Sticker | n0rb3r7 (Champion) | Rio 2022@0.10@0.098
Sticker | FL1T (Champion) | Rio 2022@0.10@0.098
Sticker | boltz (Holo) | Rio 2022@2.00@1.96
Sticker | Cloud9 (Gold) | Rio 2022@7.60@7.4479999999999995
Souvenir SG 553 | Hazard Pay (Well-Worn)@261.48@256.2504
Sticker | fame (Holo, Champion) | Rio 2022@1.50@1.47
Sticker | Perfecto (Holo) | Rio 2022@5.00@4.9
Sticker | n0rb3r7 (Holo, Champion) | Rio 2022@1.50@1.47
Sticker | IHC Esports (Gold) | Rio 2022@3.08@3.0184
Sticker | Evil Geniuses (Gold) | Rio 2022@3.70@3.626
Sticker | fame (Holo) | Rio 2022@3.00@2.94
Sticker | FL1T (Holo, Champion) | Rio 2022@1.50@1.47
Sticker | Fnatic (Holo) | Rio 2022@6.00@5.88
Sticker | qikert (Holo, Champion) | Rio 2022@2.00@1.96
Rio 2022 Champions Autograph Capsule@1.50@1.47
Sticker | HexT (Holo) | Rio 2022@1.60@1.568
Sticker | acoR (Holo) | Rio 2022@2.00@1.96
Sticker | Fnatic (Gold) | Rio 2022@4.39@4.3022
Sticker | k1to (Holo) | Rio 2022@1.80@1.764
Sticker | isak (Holo) | Rio 2022@2.00@1.96
Sticker | CeRq (Holo) | Rio 2022@3.00@2.94
Sticker | Krimbo (Holo) | Rio 2022@3.00@2.94
Sticker | siuhy (Holo) | Rio 2022@2.00@1.96
Sticker | lauNX (Holo) | Rio 2022@1.50@1.47
Sticker | Twistzz (Holo) | Rio 2022@23.00@22.54
Sticker | FL1T (Holo) | Rio 2022@4.00@3.92
Sticker | saffee (Holo) | Rio 2022@3.00@2.94
Sticker | BUDA (Holo) | Rio 2022@4.00@3.92
Sticker | sjuush (Holo) | Rio 2022@3.00@2.94
Sticker | syrsoN (Holo) | Rio 2022@3.00@2.94
Sticker | Snappi (Holo) | Rio 2022@1.50@1.47
Sticker | aliStair (Holo) | Rio 2022@2.00@1.96
Sticker | Keoz (Holo) | Rio 2022@2.00@1.96
Sticker | refrezh (Holo) | Rio 2022@1.70@1.666
Sticker | autimatic (Holo) | Rio 2022@1.60@1.568
Sticker | chopper (Holo) | Rio 2022@2.00@1.96
Sticker | Aleksib (Gold) | Rio 2022@19.00@18.62
Sticker | drop (Holo) | Rio 2022@3.00@2.94
Sticker | rigoN (Holo) | Rio 2022@2.00@1.96
Sticker | mezii (Holo) | Rio 2022@2.00@1.96
Sticker | bLitz (Holo) | Rio 2022@2.00@1.96
StatTrak™ Music Kit | Denzel Curry, ULTIMATE@15.00@14.7
Espionage Sticker Capsule@2.00@1.96
Revolution Case@0.49@0.48019999999999996
StatTrak™ SCAR-20 | Fragments (Field-Tested)@0.70@0.6859999999999999
Sticker | Cyber Chicken (Holo)@2.00@1.96
SG 553 | Cyberforce (Minimal Wear)@1.00@0.98
P2000 | Wicked Sick (Minimal Wear)@4.64@4.547199999999999
P2000 | Wicked Sick (Field-Tested)@8.00@7.84
MAC-10 | Sakkaku (Field-Tested)@0.73@0.7153999999999999
Glock-18 | Umbral Rabbit (Factory New)@1.99@1.9502
AK-47 | Head Shot (Field-Tested)@71.07@69.64859999999999
StatTrak™ P250 | Re.built (Minimal Wear)@0.96@0.9408
SCAR-20 | Fragments (Minimal Wear)@0.70@0.6859999999999999
Sticker | Hidden Hero (Foil)@8.45@8.280999999999999
M4A1-S | Emphorosaur-S (Field-Tested)@101.00@98.98
Tec-9 | Rebel (Minimal Wear)@0.25@0.245
P250 | Re.built (Minimal Wear)@1.40@1.3719999999999999
MAG-7 | Insomnia (Field-Tested)@0.10@0.098
StatTrak™ MAG-7 | Insomnia (Factory New)@0.97@0.9506
StatTrak™ Tec-9 | Rebel (Minimal Wear)@0.50@0.49
StatTrak™ Tec-9 | Rebel (Battle-Scarred)@0.70@0.6859999999999999
UMP-45 | Wild Child (Field-Tested)@1.94@1.9012
StatTrak™ Tec-9 | Rebel (Field-Tested)@1.00@0.98
P90 | Neoqueen (Factory New)@1.41@1.3818
MAC-10 | Sakkaku (Well-Worn)@4.00@3.92
M4A1-S | Emphorosaur-S (Minimal Wear)@0.84@0.8231999999999999
AWP | Duality (Minimal Wear)@15.00@14.7
R8 Revolver | Banana Cannon (Field-Tested)@2.00@1.96
StatTrak™ AWP | Duality (Minimal Wear)@12.32@12.0736
StatTrak™ P2000 | Wicked Sick (Battle-Scarred)@4.94@4.841200000000001
AWP | Duality (Factory New)@11.41@11.181799999999999
UMP-45 | Wild Child (Well-Worn)@1.49@1.4602
StatTrak™ SG 553 | Cyberforce (Minimal Wear)@2.00@1.96
P2000 | Wicked Sick (Well-Worn)@8.14@7.977200000000001
StatTrak™ MAG-7 | Insomnia (Minimal Wear)@2.00@1.96
StatTrak™ MAC-10 | Sakkaku (Well-Worn)@1.50@1.47
MAC-10 | Sakkaku (Battle-Scarred)@1.40@1.3719999999999999
StatTrak™ P90 | Neoqueen (Minimal Wear)@1.50@1.47
StatTrak™ MAG-7 | Insomnia (Field-Tested)@1.50@1.47
UMP-45 | Wild Child (Battle-Scarred)@1.33@1.3034000000000001
SSG 08 | Azure Glyph (Well-Worn)@0.25@0.245
Glock-18 | Ramese's Reach (Battle-Scarred)@5.30@5.194
M4A1-S | Mud-Spec (Field-Tested)@0.49@0.48019999999999996
MAG-7 | Copper Coated (Minimal Wear)@1.57@1.5386
SSG 08 | Azure Glyph (Field-Tested)@0.25@0.245
MAG-7 | Copper Coated (Well-Worn)@3.00@2.94
MAC-10 | Echoing Sands (Field-Tested)@0.60@0.588
Anubis Collection Package@1.45@1.421
SSG 08 | Azure Glyph (Battle-Scarred)@0.50@0.49
Tec-9 | Mummy's Rot (Minimal Wear)@0.79@0.7742
Nova | Sobek's Bite (Field-Tested)@3.34@3.2731999999999997
USP-S | Desert Tactical (Well-Worn)@0.25@0.245
P90 | ScaraB Rush (Battle-Scarred)@7.01@6.8698
SSG 08 | Azure Glyph (Minimal Wear)@1.00@0.98
Glock-18 | Ramese's Reach (Well-Worn)@5.36@5.252800000000001
P90 | ScaraB Rush (Field-Tested)@10.44@10.2312
MP7 | Sunbaked (Factory New)@0.43@0.4214
Glock-18 | Ramese's Reach (Field-Tested)@6.28@6.1544
P250 | Apep's Curse (Minimal Wear)@196.00@192.07999999999998
FAMAS | Waters of Nephthys (Factory New)@250.00@245.0
M4A4 | Eye of Horus (Minimal Wear)@660.54@647.3291999999999
Sticker | KSCERATO | Paris 2023@0.10@0.098
Sticker | G2 Esports | Paris 2023@0.10@0.098
Sticker | Complexity Gaming | Paris 2023@0.10@0.098
Sticker | Vitality | Paris 2023@0.10@0.098
Paris 2023 Legends Sticker Capsule@0.10@0.098
Paris 2023 Contenders Sticker Capsule@0.10@0.098
Sticker | Team Liquid | Paris 2023@0.10@0.098
Sticker | Bad News Eagles | Paris 2023@0.02@0.0196
Sticker | Fnatic | Paris 2023@0.02@0.0196
Sticker | BLAST.tv | Paris 2023@0.10@0.098
Sticker | Grayhound Gaming | Paris 2023@0.10@0.098
Sticker | ENCE | Paris 2023@0.10@0.098
Sticker | FaZe Clan | Paris 2023@0.10@0.098
Sticker | The MongolZ | Paris 2023@0.10@0.098
Sticker | MOUZ | Paris 2023@0.10@0.098
Sticker | Into The Breach | Paris 2023@0.10@0.098
Paris 2023 Challengers Sticker Capsule@0.10@0.098
Sticker | stavn (Glitter) | Paris 2023@2.00@1.96
Sticker | Grayhound Gaming (Glitter) | Paris 2023@0.20@0.196
Sticker | Fluxo (Glitter) | Paris 2023@0.20@0.196
Sticker | Goofy | Paris 2023@0.10@0.098
Sticker | FURIA | Paris 2023@0.02@0.0196
Sticker | paiN Gaming | Paris 2023@0.10@0.098
Sticker | OG | Paris 2023@0.10@0.098
Sticker | Monte | Paris 2023@0.10@0.098
Sticker | forZe eSports | Paris 2023@0.10@0.098
Sticker | Ninjas in Pyjamas | Paris 2023@0.10@0.098
Sticker | GamerLegion | Paris 2023@0.10@0.098
Sticker | Fluxo | Paris 2023@0.10@0.098
Sticker | sinnopsyy | Paris 2023@0.10@0.098
Sticker | s1mple | Paris 2023@0.10@0.098
Sticker | Spinx | Paris 2023@0.10@0.098
Sticker | Kylar | Paris 2023@0.10@0.098
Sticker | sjuush | Paris 2023@0.10@0.098
Sticker | apEX | Paris 2023@0.10@0.098
Sticker | Thomas | Paris 2023@0.10@0.098
Sticker | rallen | Paris 2023@0.10@0.098
Sticker | Volt | Paris 2023@0.10@0.098
Sticker | saffee | Paris 2023@0.10@0.098
Sticker | drop | Paris 2023@0.10@0.098
Sticker | FASHR | Paris 2023@0.10@0.098
Sticker | sdy | Paris 2023@0.10@0.098
Sticker | Jerry | Paris 2023@0.10@0.098
Sticker | kRaSnaL | Paris 2023@0.10@0.098
Sticker | degster (Glitter) | Paris 2023@0.10@0.098
Sticker | NEOFRAG | Paris 2023@0.10@0.098
Sticker | r3salt | Paris 2023@0.10@0.098
Sticker | degster | Paris 2023@0.10@0.098
Sticker | FlameZ | Paris 2023@0.10@0.098
Sticker | iM | Paris 2023@0.10@0.098
Sticker | hardzao | Paris 2023@0.10@0.098
Sticker | headtr1ck | Paris 2023@0.10@0.098
Sticker | Krad | Paris 2023@0.10@0.098
Sticker | k0nfig | Paris 2023@0.10@0.098
Sticker | HooXi | Paris 2023@0.10@0.098
Sticker | vexite | Paris 2023@0.10@0.098
Sticker | Twistzz | Paris 2023@0.10@0.098
Sticker | SunPayus | Paris 2023@0.10@0.098
Sticker | aliStair | Paris 2023@0.10@0.098
Sticker | broky | Paris 2023@0.10@0.098
Sticker | The MongolZ (Glitter) | Paris 2023@0.10@0.098
Sticker | dupreeh | Paris 2023@0.10@0.098
Sticker | hades | Paris 2023@0.10@0.098
Sticker | juanflatroo | Paris 2023@0.10@0.098
Paris 2023 Viewer Pass + 3 Souvenir Tokens@21.92@21.4816
Sticker | electronic | Paris 2023@0.10@0.098
Sticker | KRIMZ | Paris 2023@0.10@0.098
Sticker | Magisk | Paris 2023@0.10@0.098
Sticker | jabbi | Paris 2023@0.10@0.098
Sticker | jL | Paris 2023@0.10@0.098
Sticker | DemQQ | Paris 2023@0.10@0.098
Sticker | REZ | Paris 2023@0.10@0.098
Sticker | NEKiZ | Paris 2023@0.10@0.098
Sticker | huNter- | Paris 2023@0.10@0.098
Sticker | 9INE (Glitter) | Paris 2023@0.31@0.3038
Sticker | FURIA (Glitter) | Paris 2023@0.20@0.196
Sticker | Natus Vincere | Paris 2023@0.02@0.0196
Sticker | arT | Paris 2023@0.10@0.098
Sticker | nicoodoz | Paris 2023@0.10@0.098
Sticker | Apeks | Paris 2023@0.10@0.098
Sticker | JDC | Paris 2023@0.10@0.098
Sticker | Team Liquid (Glitter) | Paris 2023@0.20@0.196
Sticker | Grim | Paris 2023@0.10@0.098
Sticker | hallzerk | Paris 2023@0.10@0.098
Sticker | karrigan | Paris 2023@0.10@0.098
Sticker | maden | Paris 2023@0.10@0.098
Sticker | Perfecto | Paris 2023@0.10@0.098
Sticker | torzsi | Paris 2023@0.10@0.098
Sticker | xertioN | Paris 2023@0.10@0.098
Sticker | oSee | Paris 2023@5.48@5.3704
Sticker | Into The Breach (Glitter) | Paris 2023@0.20@0.196
Sticker | jks (Holo) | Paris 2023@0.66@0.6468
Sticker | acoR | Paris 2023@0.10@0.098
Sticker | Brollan | Paris 2023@0.10@0.098
Sticker | Keoz | Paris 2023@0.10@0.098
Sticker | biguzera | Paris 2023@0.10@0.098
Sticker | jkaem | Paris 2023@0.10@0.098
Sticker | BOROS | Paris 2023@0.10@0.098
Sticker | REZ (Glitter) | Paris 2023@0.10@0.098
Sticker | jks (Glitter) | Paris 2023@0.20@0.196
Sticker | jks | Paris 2023@0.10@0.098
Sticker | Woro2k | Paris 2023@0.10@0.098
Sticker | STYKO (Glitter) | Paris 2023@0.10@0.098
Sticker | siuhy | Paris 2023@0.10@0.098
Sticker | k0nfig (Glitter) | Paris 2023@0.10@0.098
Sticker | STYKO | Paris 2023@0.10@0.098
Sticker | shalfey | Paris 2023@0.10@0.098
Sticker | stavn | Paris 2023@0.10@0.098
Sticker | EliGE | Paris 2023@0.10@0.098
Paris 2023 Legends Autograph Capsule@0.30@0.294
Sticker | kyxsan (Glitter) | Paris 2023@0.10@0.098
Sticker | rain | Paris 2023@0.10@0.098
Sticker | WOOD7 | Paris 2023@0.10@0.098
Paris 2023 Challengers Autograph Capsule@0.20@0.196
Sticker | nitr0 | Paris 2023@0.10@0.098
Sticker | frozen | Paris 2023@0.10@0.098
Sticker | Dycha | Paris 2023@0.10@0.098
Paris 2023 Contenders Autograph Capsule@0.23@0.22540000000000002
Sticker | F1KU | Paris 2023@0.10@0.098
Sticker | yuurih | Paris 2023@0.10@0.098
Sticker | zevy | Paris 2023@0.10@0.098
Sticker | NAF | Paris 2023@0.10@0.098
Sticker | felps | Paris 2023@0.10@0.098
Sticker | JT | Paris 2023@0.10@0.098
Sticker | Liazz | Paris 2023@0.10@0.098
Sticker | forZe eSports (Gold) | Paris 2023@1.10@1.078
Sticker | Grim (Glitter) | Paris 2023@0.74@0.7252
Sticker | kyxsan | Paris 2023@0.10@0.098
Sticker | YEKINDAR | Paris 2023@0.10@0.098
Sticker | rigoN | Paris 2023@0.10@0.098
Sticker | TeSeS | Paris 2023@0.10@0.098
Sticker | isak | Paris 2023@0.10@0.098
Sticker | GamerLegion (Holo) | Paris 2023@9.00@8.82
Sticker | Aleksib | Paris 2023@0.10@0.098
Sticker | Bart4k | Paris 2023@0.10@0.098
Sticker | GamerLegion (Gold) | Paris 2023@0.72@0.7056
Sticker | roeJ | Paris 2023@0.10@0.098
Sticker | CRUC1AL | Paris 2023@0.10@0.098
Sticker | ENCE (Holo) | Paris 2023@0.22@0.21559999999999999
Sticker | 9INE (Gold) | Paris 2023@5.50@5.39
Sticker | Natus Vincere (Holo) | Paris 2023@2.09@2.0482
Sticker | nawwk | Paris 2023@0.10@0.098
Sticker | jkaem (Glitter) | Paris 2023@0.10@0.098
Sticker | gxx- | Paris 2023@0.10@0.098
Sticker | hardzao (Glitter) | Paris 2023@0.10@0.098
Sticker | nawwk (Glitter) | Paris 2023@0.10@0.098
Sticker | YEKINDAR (Holo) | Paris 2023@0.40@0.392
Sticker | paiN Gaming (Holo) | Paris 2023@2.44@2.3912
Sticker | forZe eSports (Holo) | Paris 2023@2.13@2.0873999999999997
Sticker | hades (Holo) | Paris 2023@1.21@1.1858
Sticker | zorte | Paris 2023@0.10@0.098
Sticker | Apeks (Gold) | Paris 2023@7.00@6.859999999999999
Paris 2023 Mirage Souvenir Package@25.00@24.5
Sticker | ANNIHILATION (Holo) | Paris 2023@0.40@0.392
Paris 2023 Nuke Souvenir Package@3.50@3.4299999999999997
Souvenir Tec-9 | Mummy's Rot (Well-Worn)@0.59@0.5781999999999999
Paris 2023 Vertigo Souvenir Package@10.00@9.8
Paris 2023 Overpass Souvenir Package@2.00@1.96
Paris 2023 Inferno Souvenir Package@3.50@3.4299999999999997
Sticker | headtr1ck (Glitter) | Paris 2023@0.10@0.098
Souvenir M4A1-S | Mud-Spec (Battle-Scarred)@2.98@2.9204
Sticker | vexite (Holo) | Paris 2023@0.44@0.43119999999999997
Sticker | Natus Vincere (Gold) | Paris 2023@2.70@2.646
Souvenir Tec-9 | Mummy's Rot (Field-Tested)@0.78@0.7644
Sticker | skullz (Glitter) | Paris 2023@0.10@0.098
Sticker | rigoN (Holo) | Paris 2023@0.17@0.1666
Sticker | NiKo (Glitter) | Paris 2023@0.22@0.21559999999999999
Sticker | Keoz (Holo) | Paris 2023@0.28@0.27440000000000003
Souvenir AWP | Black Nile (Factory New)@29.79@29.1942
Souvenir M4A1-S | Mud-Spec (Well-Worn)@4.25@4.165
Sticker | aliStair (Holo) | Paris 2023@0.33@0.3234
Paris 2023 Champions Autograph Capsule@0.24@0.2352
Sticker | Spinx (Champion) | Paris 2023@3.29@3.2242
Sticker | apEX (Champion) | Paris 2023@10.00@9.8
Sticker | dupreeh (Champion) | Paris 2023@10.00@9.8
Souvenir P250 | Apep's Curse (Minimal Wear)@75.75@74.235
Sticker | skullz (Gold) | Paris 2023@1.65@1.617
Sticker | Angry T@0.12@0.1176
Sticker | Easy For Ricksaw@0.12@0.1176
Sticker | Please Return To@0.12@0.1176
Sticker | Retro Zeus@0.12@0.1176
Sticker | This Is Fine (Chicken)@0.02@0.0196
Sticker | Bum A Smoke@0.13@0.1274
Sticker | Peek-A-Boo@0.12@0.1176
Kilowatt Case@0.70@0.6859999999999999
StatTrak™ MAC-10 | Light Box (Field-Tested)@0.23@0.22540000000000002
SSG 08 | Dezastre (Minimal Wear)@0.15@0.147
Sawed-Off | Analog Input (Field-Tested)@0.69@0.6761999999999999
MP7 | Just Smile (Minimal Wear)@1.50@1.47
M4A4 | Etch Lord (Minimal Wear)@1.59@1.5582
StatTrak™ MAC-10 | Light Box (Minimal Wear)@0.45@0.441
AWP | Chrome Cannon (Field-Tested)@54.00@52.92
StatTrak™ XM1014 | Irezumi (Factory New)@0.85@0.833
StatTrak™ Tec-9 | Slag (Field-Tested)@0.26@0.2548
StatTrak™ Glock-18 | Block-18 (Minimal Wear)@3.82@3.7436
StatTrak™ Sawed-Off | Analog Input (Field-Tested)@2.50@2.45
StatTrak™ Dual Berettas | Hideout (Minimal Wear)@0.57@0.5586
★ Kukri Knife@400.00@392.0
StatTrak™ Tec-9 | Slag (Battle-Scarred)@0.16@0.1568
