name@price@price_after_sell
10 Year Birthday Sticker Capsule@0.72@0.6335999999999999
1st Lieutenant Farlow | SWAT@6.22@5.4736
Sticker | Renegades (Gold) | Antwerp 2022@2.78@2.4463999999999997
Sticker | Renegades (Gold) | Stockholm 2021@2.38@2.0944
Sticker | Renegades (Holo) | 2020 RMR@0.18@0.15839999999999999
Sticker | Renegades (Holo) | Antwerp 2022@0.62@0.5456
Sticker | Renegades (Holo) | Berlin 2019@0.69@0.6072
Sticker | Renegades (Holo) | Boston 2018@7.45@6.556
Sticker | Renegades (Holo) | Katowice 2019@1.67@1.4696
Sticker | Renegades (Holo) | London 2018@4.96@4.3648
Sticker | Renegades (Holo) | Stockholm 2021@0.7@0.616
Sticker | Renegades | Katowice 2019@1.03@0.9064
Sticker | Renegades | London 2018@0.82@0.7215999999999999
Sticker | Renegades | Stockholm 2021@0.02@0.0176
Sticker | Repulsor@0.14@0.12320000000000002
Sticker | Retake Expert@0.89@0.7832
Sticker | Retake Expert (Holo)@0.79@0.6952
Sticker | Retro Leet@0.17@0.1496
Sticker | Retro Zeus@0.02@0.0176
Sticker | REZ | Antwerp 2022@0.02@0.0176
Sticker | REZ | Berlin 2019@0.64@0.5632
Sticker | REZ (Foil) | Berlin 2019@1.99@1.7512
Sticker | REZ (Foil) | Katowice 2019@3.04@2.6752000000000002
Sticker | REZ (Foil) | London 2018@@
Sticker | REZ (Glitter) | Antwerp 2022@0.19@0.16720000000000002
Sticker | REZ (Glitter) | Paris 2023@0.09@0.07919999999999999
Sticker | REZ (Glitter) | Rio 2022@0.25@0.22
Sticker | REZ (Gold) | Antwerp 2022@18.31@16.1128
Sticker | REZ (Gold) | Berlin 2019@@
Sticker | REZ (Gold) | Katowice 2019@@
Sticker | REZ (Gold) | London 2018@@
Sticker | REZ (Gold) | Paris 2023@1.39@1.2231999999999998
Sticker | REZ (Gold) | Rio 2022@@
Sticker | REZ (Gold) | Stockholm 2021@8.1@7.128
Sticker | REZ (Holo) | Antwerp 2022@0.64@0.5632
Sticker | REZ (Holo) | Paris 2023@0.38@0.33440000000000003
Sticker | REZ (Holo) | Rio 2022@0.99@0.8712
Sticker | REZ (Holo) | Stockholm 2021@0.82@0.7215999999999999
Sticker | REZ | Katowice 2019@0.71@0.6248
Sticker | REZ | London 2018@1.38@1.2144
Sticker | REZ | Paris 2023@0.02@0.0176
Sticker | REZ | Rio 2022@0.19@0.16720000000000002
Sticker | REZ | Stockholm 2021@0.11@0.0968
Sticker | Ribbon Tie@0.6@0.528
Sticker | Rice Bomb@0.06@0.0528
Sticker | Rickeh | Berlin 2019@0.3@0.264
Sticker | Rickeh | Cologne 2015@@
Sticker | Rickeh (Foil) | Berlin 2019@1.3@1.1440000000000001
Sticker | Rickeh (Foil) | Cologne 2015@11.16@9.8208
Sticker | Rickeh (Foil) | Katowice 2019@4.99@4.3912
Sticker | Rickeh (Foil) | London 2018@13.9@12.232000000000001
Sticker | Rickeh (Gold) | Berlin 2019@@
Sticker | Rickeh (Gold) | Katowice 2019@@
Sticker | Rickeh (Gold) | London 2018@@
Sticker | Rickeh | Katowice 2019@0.58@0.5104
Sticker | Rickeh | London 2018@1.25@1.1
Sticker | rigoN | Antwerp 2022@0.02@0.0176
Sticker | rigoN (Glitter) | Antwerp 2022@0.06@0.0528
Sticker | rigoN (Glitter) | Paris 2023@0.09@0.07919999999999999
Sticker | rigoN (Glitter) | Rio 2022@0.2@0.17600000000000002
Sticker | rigoN (Glitter) | Shanghai 2024@0.15@0.132
Sticker | rigoN (Gold) | Antwerp 2022@18.03@15.8664
Sticker | rigoN (Gold) | Paris 2023@@
Sticker | rigoN (Gold) | Rio 2022@@
Sticker | rigoN (Gold) | Shanghai 2024@@
Sticker | rigoN (Holo) | Antwerp 2022@0.34@0.2992
Sticker | rigoN (Holo) | Paris 2023@0.49@0.43119999999999997
Sticker | rigoN (Holo) | Rio 2022@@
Sticker | rigoN (Holo) | Shanghai 2024@0.99@0.8712
Sticker | rigoN | Paris 2023@0.02@0.0176
Sticker | rigoN | Rio 2022@0.29@0.2552
Sticker | rigoN | Shanghai 2024@0.02@0.0176
Sticker | Rising Skull@3.24@2.8512000000000004
Sticker | Robo@2.5@2.2
Sticker | Rock, Paper, Scissors (Foil)@2.98@2.6224
Sticker | roeJ | Antwerp 2022@0.02@0.0176
Sticker | roeJ (Glitter) | Antwerp 2022@0.15@0.132
Sticker | roeJ (Glitter) | Paris 2023@0.02@0.0176
Sticker | roeJ (Glitter) | Rio 2022@0.29@0.2552
Sticker | roeJ (Gold) | Antwerp 2022@3.42@3.0096
Sticker | roeJ (Gold) | Paris 2023@1.54@1.3552
Sticker | roeJ (Gold) | Rio 2022@@
Sticker | roeJ (Holo) | Antwerp 2022@0.69@0.6072
Sticker | roeJ (Holo) | Paris 2023@0.47@0.41359999999999997
Sticker | roeJ (Holo) | Rio 2022@3.09@2.7192
Sticker | roeJ | Paris 2023@0.02@0.0176
Sticker | roeJ | Rio 2022@5.95@5.236
Sticker | Rogue (Foil) | London 2018@17.95@15.796
Sticker | Rogue (Holo) | London 2018@10.99@9.6712
Sticker | Rogue | London 2018@1.88@1.6543999999999999
Sticker | roman | Copenhagen 2024@0.03@0.0264
Sticker | roman (Glitter) | Copenhagen 2024@4.58@4.0304
Sticker | roman (Gold) | Copenhagen 2024@10.23@9.0024
Sticker | roman (Holo) | Copenhagen 2024@1.22@1.0735999999999999
Sticker | Romanov's Fire (Foil)@1.19@1.0472
Sticker | Roosty Boosty@0.14@0.12320000000000002
Sticker | Roosty Boosty (Foil)@1.9@1.672
Sticker | ropz | Antwerp 2022@0.15@0.132
Sticker | ropz | Berlin 2019@2.89@2.5432
Sticker | ropz | Boston 2018@9.83@8.6504
Sticker | ropz (Champion) | Antwerp 2022@0.03@0.0264
Sticker | ropz | Copenhagen 2024@0.15@0.132
Sticker | ropz (Foil) | Berlin 2019@10.9@9.592
Sticker | ropz (Foil) | Boston 2018@30.69@27.0072
Sticker | ropz (Foil) | Krakow 2017@190.0@167.2
Sticker | ropz (Foil) | London 2018@29.89@26.3032
Sticker | ropz (Glitter) | Antwerp 2022@0.15@0.132
Sticker | ropz (Glitter, Champion) | Antwerp 2022@0.39@0.3432
Sticker | ropz (Glitter) | Copenhagen 2024@1.59@1.3992
Sticker | ropz (Glitter) | Paris 2023@0.18@0.15839999999999999
Sticker | ropz (Glitter) | Rio 2022@0.61@0.5367999999999999
Sticker | ropz (Glitter) | Shanghai 2024@0.29@0.2552
Sticker | ropz (Gold) | Antwerp 2022@30.39@26.7432
Sticker | ropz (Gold) | Berlin 2019@@
Sticker | ropz (Gold) | Boston 2018@1067.95@939.796
Sticker | ropz (Gold, Champion) | Antwerp 2022@14.89@13.103200000000001
Sticker | ropz (Gold) | Copenhagen 2024@13.19@11.607199999999999
Sticker | ropz (Gold) | Krakow 2017@@
Sticker | ropz (Gold) | London 2018@@
Sticker | ropz (Gold) | Paris 2023@20.91@18.4008
Sticker | ropz (Gold) | Rio 2022@@
Sticker | ropz (Gold) | Shanghai 2024@28.55@25.124000000000002
Sticker | ropz (Holo) | Antwerp 2022@7.37@6.4856
Sticker | ropz (Holo, Champion) | Antwerp 2022@1.95@1.716
Sticker | ropz (Holo) | Copenhagen 2024@3.4@2.992
Sticker | ropz (Holo) | Paris 2023@3.22@2.8336
Sticker | ropz (Holo) | Rio 2022@@
Sticker | ropz (Holo) | Shanghai 2024@2.8@2.464
Sticker | ropz | Krakow 2017@129.0@113.52
Sticker | ropz | London 2018@5.49@4.8312
Sticker | ropz | Paris 2023@0.08@0.0704
Sticker | ropz | Rio 2022@0.07@0.06160000000000001
Sticker | ropz | Shanghai 2024@0.02@0.0176
Sticker | rox | Antwerp 2022@0.15@0.132
Sticker | rox (Glitter) | Antwerp 2022@1.6@1.4080000000000001
Sticker | rox (Gold) | Antwerp 2022@50.55@44.483999999999995
Sticker | rox (Holo) | Antwerp 2022@65.56@57.692800000000005
Sticker | RpK | Atlanta 2017@5.33@4.6904
Sticker | RpK | Berlin 2019@0.29@0.2552
Sticker | RpK | Boston 2018@5.99@5.2712
Sticker | RpK | Cluj-Napoca 2015@15.66@13.780800000000001
Sticker | RpK | Cologne 2015@12.95@11.395999999999999
Sticker | RpK | Cologne 2016@7.45@6.556
Sticker | RpK (Foil) | Atlanta 2017@28.89@25.4232
Sticker | RpK (Foil) | Berlin 2019@1.28@1.1264
Sticker | RpK (Foil) | Boston 2018@119.56@105.2128
Sticker | RpK (Foil) | Cluj-Napoca 2015@51.99@45.751200000000004
Sticker | RpK (Foil) | Cologne 2015@34.99@30.791200000000003
Sticker | RpK (Foil) | Cologne 2016@@
Sticker | RpK (Foil) | Katowice 2019@2.98@2.6224
Sticker | RpK (Foil) | MLG Columbus 2016@55.05@48.443999999999996
Sticker | RpK (Gold) | Berlin 2019@@
Sticker | RpK (Gold) | Boston 2018@@
Sticker | RpK (Gold) | Katowice 2019@59.99@52.7912
Sticker | RpK | Katowice 2019@2.96@2.6048
Sticker | RpK | MLG Columbus 2016@39.64@34.8832
Sticker | RUBINO | Atlanta 2017@@
Sticker | RUBINO | Cologne 2016@@
Sticker | RUBINO (Foil) | Atlanta 2017@@
Sticker | RUBINO (Foil) | Cologne 2016@@
Sticker | Ruby Stream (Lenticular)@5.23@4.6024
Sticker | Ruby Wave (Lenticular)@9.3@8.184000000000001
Sticker | Run CT, Run@0.3@0.264
Sticker | Runtime (Holo)@5.59@4.9192
Sticker | Run T, Run@0.5@0.44
Sticker | Rush 4x20 (Holo)@1.79@1.5752
Sticker | RUSH | Atlanta 2017@19.81@17.4328
Sticker | RUSH | Boston 2018@6.75@5.94
Sticker | RUSH | Cologne 2016@@
Sticker | RUSH (Foil) | Atlanta 2017@@
Sticker | RUSH (Foil) | Boston 2018@18.4@16.192
Sticker | RUSH (Foil) | Cologne 2016@39.99@35.1912
Sticker | RUSH (Foil) | Katowice 2019@11.21@9.8648
Sticker | RUSH (Foil) | London 2018@11.99@10.5512
Sticker | RUSH (Gold) | Boston 2018@@
Sticker | RUSH (Gold) | Katowice 2019@@
Sticker | RUSH (Gold) | London 2018@@
Sticker | RUSH | Katowice 2019@3.99@3.5112
Sticker | RUSH | London 2018@6.89@6.0632
Sticker | Rush More@0.17@0.1496
Sticker | S0tF1k (Foil) | Katowice 2019@26.84@23.6192
Sticker | S0tF1k (Foil) | London 2018@@
Sticker | S0tF1k (Gold) | Katowice 2019@@
Sticker | S0tF1k (Gold) | London 2018@110.0@96.8
Sticker | S0tF1k | Katowice 2019@1.66@1.4607999999999999
Sticker | S0tF1k | London 2018@1.88@1.6543999999999999
Sticker | s1mple | Antwerp 2022@0.31@0.2728
Sticker | s1mple | Atlanta 2017@59.46@52.3248
Sticker | s1mple | Berlin 2019@1.28@1.1264
Sticker | s1mple | Boston 2018@9.75@8.58
Sticker | s1mple | Cologne 2016@18.41@16.2008
Sticker | s1mple (Foil) | Atlanta 2017@403.43@355.0184
Sticker | s1mple (Foil) | Berlin 2019@5.25@4.62
Sticker | s1mple (Foil) | Boston 2018@36.61@32.2168
Sticker | s1mple (Foil) | Cologne 2016@212.82@187.2816
Sticker | s1mple (Foil) | Katowice 2019@19.49@17.1512
Sticker | s1mple (Foil) | Krakow 2017@84.97@74.7736
Sticker | s1mple (Foil) | London 2018@28.5@25.080000000000002
Sticker | s1mple (Foil) | MLG Columbus 2016@140.0@123.2
Sticker | s1mple (Glitter) | Antwerp 2022@1.39@1.2231999999999998
Sticker | s1mple (Glitter) | Paris 2023@0.44@0.3872
Sticker | s1mple (Glitter) | Rio 2022@2.35@2.068
Sticker | s1mple (Gold) | Antwerp 2022@79.99@70.3912
Sticker | s1mple (Gold) | Berlin 2019@45.95@40.436
Sticker | s1mple (Gold) | Boston 2018@1584.72@1394.5536
Sticker | s1mple (Gold) | Katowice 2019@366.04@322.1152
Sticker | s1mple (Gold) | Krakow 2017@4542.36@3997.2767999999996
Sticker | s1mple (Gold) | London 2018@@
Sticker | s1mple (Gold) | Paris 2023@28.41@25.0008
Sticker | s1mple (Gold) | Rio 2022@64.99@57.191199999999995
Sticker | s1mple (Gold) | Stockholm 2021@33.23@29.242399999999996
Sticker | s1mple (Holo) | Antwerp 2022@14.15@12.452
Sticker | s1mple (Holo) | Paris 2023@6.4@5.632000000000001
Sticker | s1mple (Holo) | Rio 2022@6.99@6.1512
Sticker | s1mple (Holo) | Stockholm 2021@1.33@1.1704
Sticker | s1mple | Katowice 2019@4.45@3.9160000000000004
Sticker | s1mple | Krakow 2017@13.05@11.484
Sticker | s1mple | London 2018@6.04@5.3152
Sticker | s1mple | MLG Columbus 2016@17.77@15.637599999999999
Sticker | s1mple | Paris 2023@0.35@0.308
Sticker | s1mple | Rio 2022@0.99@0.8712
Sticker | s1mple | Stockholm 2021@0.24@0.2112
Sticker | S1ren | Antwerp 2022@0.02@0.0176
Sticker | S1ren (Glitter) | Antwerp 2022@0.12@0.1056
Sticker | S1ren (Glitter) | Rio 2022@0.25@0.22
Sticker | S1ren (Gold) | Antwerp 2022@2.75@2.42
Sticker | S1ren (Gold) | Rio 2022@3.03@2.6664
Sticker | S1ren (Holo) | Antwerp 2022@1.14@1.0031999999999999
Sticker | S1ren (Holo) | Rio 2022@@
Sticker | S1ren | Rio 2022@0.02@0.0176
Sticker | saffee | Antwerp 2022@0.02@0.0176
Sticker | saffee (Glitter) | Antwerp 2022@0.19@0.16720000000000002
Sticker | saffee (Glitter) | Paris 2023@0.02@0.0176
Sticker | saffee (Glitter) | Rio 2022@0.29@0.2552
Sticker | saffee (Glitter) | Shanghai 2024@0.09@0.07919999999999999
Sticker | saffee (Gold) | Antwerp 2022@3.0@2.64
Sticker | saffee (Gold) | Paris 2023@1.99@1.7512
Sticker | saffee (Gold) | Rio 2022@@
Sticker | saffee (Gold) | Shanghai 2024@1.96@1.7247999999999999
Sticker | saffee (Holo) | Antwerp 2022@1.89@1.6632
Sticker | saffee (Holo) | Paris 2023@1.04@0.9152
Sticker | saffee (Holo) | Rio 2022@1.99@1.7512
Sticker | saffee (Holo) | Shanghai 2024@0.75@0.66
Sticker | saffee | Paris 2023@0.02@0.0176
Sticker | saffee | Rio 2022@0.02@0.0176
Sticker | saffee | Shanghai 2024@0.02@0.0176
Sticker | salazar | Copenhagen 2024@0.02@0.0176
Sticker | salazar (Glitter) | Copenhagen 2024@0.15@0.132
Sticker | salazar (Gold) | Copenhagen 2024@16.36@14.396799999999999
Sticker | salazar (Holo) | Copenhagen 2024@0.39@0.3432
Sticker | Salty (Holo)@1.82@1.6016000000000001
Sticker | Salute!@0.75@0.66
Sticker | SANJI | Berlin 2019@0.35@0.308
Sticker | SANJI (Foil) | Berlin 2019@1.28@1.1264
Sticker | SANJI (Gold) | Berlin 2019@9.99@8.7912
Sticker | SAS Chicken@4.2@3.696
Sticker | Save Me@0.02@0.0176
Sticker | SAW | Copenhagen 2024@0.1@0.08800000000000001
Sticker | SAW (Glitter) | Copenhagen 2024@0.93@0.8184
Sticker | SAW (Gold) | Copenhagen 2024@11.36@9.9968
Sticker | SAW (Holo) | Copenhagen 2024@1.63@1.4344
Sticker | Say Cheese (Holo)@0.75@0.66
Sticker | Scavenger@0.11@0.0968
Sticker | Scavenger (Holo)@0.95@0.836
Sticker | s-chilla (Glitter) | Shanghai 2024@0.03@0.0264
Sticker | s-chilla (Gold) | Shanghai 2024@2.59@2.2792
Sticker | s-chilla (Holo) | Shanghai 2024@0.99@0.8712
Sticker | s-chilla | Shanghai 2024@0.02@0.0176
Sticker | Scorch Loop@0.3@0.264
Sticker | Scorch Loop (Reverse)@0.2@0.17600000000000002
Sticker | ScreaM | Atlanta 2017@@
Sticker | ScreaM | Boston 2018@40.0@35.2
Sticker | ScreaM | Cluj-Napoca 2015@@
Sticker | ScreaM | Cologne 2015@15.39@13.5432
Sticker | ScreaM | Cologne 2016@@
Sticker | ScreaM (Foil) | Atlanta 2017@199.99@175.99120000000002
Sticker | ScreaM (Foil) | Boston 2018@99.0@87.12
Sticker | ScreaM (Foil) | Cluj-Napoca 2015@276.29@243.13520000000003
Sticker | ScreaM (Foil) | Cologne 2015@59.99@52.7912
Sticker | ScreaM (Foil) | Cologne 2016@@
Sticker | ScreaM (Foil) | MLG Columbus 2016@65.0@57.2
Sticker | ScreaM (Gold) | Boston 2018@@
Sticker | ScreaM | MLG Columbus 2016@@
Sticker | sdy (Foil) | Katowice 2019@17.2@15.136
Sticker | sdy (Foil) | London 2018@64.84@57.059200000000004
Sticker | sdy (Glitter) | Paris 2023@0.14@0.12320000000000002
Sticker | sdy (Glitter) | Rio 2022@0.25@0.22
Sticker | sdy (Gold) | Katowice 2019@@
Sticker | sdy (Gold) | London 2018@@
Sticker | sdy (Gold) | Paris 2023@2.91@2.5608
Sticker | sdy (Gold) | Rio 2022@11.0@9.68
Sticker | sdy (Holo) | Paris 2023@1.99@1.7512
Sticker | sdy (Holo) | Rio 2022@1.9@1.672
Sticker | sdy | Katowice 2019@1.66@1.4607999999999999
Sticker | sdy | London 2018@8.0@7.04
Sticker | sdy | Paris 2023@0.02@0.0176
Sticker | sdy | Rio 2022@0.34@0.2992
"Sticker | seang@res | Boston 2018"@59.99@52.7912
"Sticker | seang@res | Cluj-Napoca 2015"@8.0@7.04
"Sticker | seang@res | Cologne 2015"@3.03@2.6664
"Sticker | seang@res (Foil) | Boston 2018"@246.51@216.9288
"Sticker | seang@res (Foil) | Cluj-Napoca 2015"@39.89@35.1032
"Sticker | seang@res (Foil) | Cologne 2015"@19.99@17.591199999999997
"Sticker | seang@res (Gold) | Boston 2018"@@
Sticker | Seeing Red@1.26@1.1088
Sticker | Seeing Red (Foil)@5.04@4.4352
Sticker | Seek & Destroy@1.35@1.1880000000000002
Sticker | seized | Atlanta 2017@4.49@3.9512
Sticker | seized | Boston 2018@2.1@1.848
Sticker | seized | Cluj-Napoca 2015@8.74@7.6912
Sticker | seized | Cologne 2015@2.05@1.8039999999999998
Sticker | seized | Cologne 2016@4.2@3.696
Sticker | seized (Foil) | Atlanta 2017@30.93@27.2184
Sticker | seized (Foil) | Boston 2018@11.1@9.767999999999999
Sticker | seized (Foil) | Cluj-Napoca 2015@13.29@11.6952
Sticker | seized (Foil) | Cologne 2015@9.89@8.7032
Sticker | seized (Foil) | Cologne 2016@@
Sticker | seized (Foil) | Krakow 2017@8.62@7.5855999999999995
Sticker | seized (Foil) | MLG Columbus 2016@11.99@10.5512
Sticker | seized (Gold) | Boston 2018@@
Sticker | seized (Gold) | Krakow 2017@@
Sticker | seized | Krakow 2017@2.32@2.0416
Sticker | seized | MLG Columbus 2016@1.85@1.6280000000000001
Sticker | SENER1 | Antwerp 2022@0.02@0.0176
Sticker | SENER1 (Glitter) | Antwerp 2022@0.02@0.0176
Sticker | SENER1 (Glitter) | Paris 2023@0.02@0.0176
Sticker | SENER1 (Glitter) | Rio 2022@0.25@0.22
Sticker | SENER1 (Gold) | Antwerp 2022@2.7@2.3760000000000003
Sticker | SENER1 (Gold) | Paris 2023@0.76@0.6688000000000001
Sticker | SENER1 (Gold) | Rio 2022@@
Sticker | SENER1 (Holo) | Antwerp 2022@0.57@0.5015999999999999
Sticker | SENER1 (Holo) | Paris 2023@0.49@0.43119999999999997
Sticker | SENER1 (Holo) | Rio 2022@13.56@11.9328
Sticker | SENER1 | Paris 2023@0.02@0.0176
Sticker | SENER1 | Rio 2022@0.02@0.0176
Sticker | sense | Copenhagen 2024@0.02@0.0176
Sticker | sense (Glitter) | Copenhagen 2024@0.35@0.308
Sticker | sense (Gold) | Copenhagen 2024@5.03@4.4264
Sticker | sense (Holo) | Copenhagen 2024@8.54@7.515199999999999
Sticker | Senzu | Copenhagen 2024@0.02@0.0176
Sticker | Senzu (Glitter) | Copenhagen 2024@0.15@0.132
Sticker | Senzu (Glitter) | Shanghai 2024@0.19@0.16720000000000002
Sticker | Senzu (Gold) | Copenhagen 2024@4.53@3.9864
Sticker | Senzu (Gold) | Shanghai 2024@13.99@12.3112
Sticker | Senzu (Holo) | Copenhagen 2024@0.69@0.6072
Sticker | Senzu (Holo) | Shanghai 2024@2.89@2.5432
Sticker | Senzu | Shanghai 2024@0.02@0.0176
Sticker | Separate Pixels@0.05@0.044000000000000004
Sticker | sergej | Berlin 2019@0.28@0.24640000000000004
Sticker | sergej (Foil) | Berlin 2019@1.3@1.1440000000000001
Sticker | sergej (Foil) | Katowice 2019@3.49@3.0712
Sticker | sergej (Gold) | Berlin 2019@@
Sticker | sergej (Gold) | Katowice 2019@100.0@88.0
Sticker | sergej | Katowice 2019@0.57@0.5015999999999999
Sticker | sh1ro | Antwerp 2022@0.02@0.0176
Sticker | sh1ro (Champion) | Shanghai 2024@0.02@0.0176
Sticker | sh1ro | Copenhagen 2024@0.02@0.0176
Sticker | sh1ro (Glitter) | Antwerp 2022@0.15@0.132
Sticker | sh1ro (Glitter, Champion) | Shanghai 2024@0.02@0.0176
Sticker | sh1ro (Glitter) | Copenhagen 2024@0.25@0.22
Sticker | sh1ro (Glitter) | Rio 2022@0.08@0.0704
Sticker | sh1ro (Glitter) | Shanghai 2024@0.02@0.0176
Sticker | sh1ro (Gold) | Antwerp 2022@10.23@9.0024
Sticker | sh1ro (Gold, Champion) | Shanghai 2024@1.71@1.5048
Sticker | sh1ro (Gold) | Copenhagen 2024@4.51@3.9688
Sticker | sh1ro (Gold) | Rio 2022@13.49@11.8712
Sticker | sh1ro (Gold) | Shanghai 2024@3.0@2.64
Sticker | sh1ro (Gold) | Stockholm 2021@11.0@9.68
Sticker | sh1ro (Holo) | Antwerp 2022@5.01@4.4088
Sticker | sh1ro (Holo, Champion) | Shanghai 2024@0.39@0.3432
Sticker | sh1ro (Holo) | Copenhagen 2024@1.29@1.1352
Sticker | sh1ro (Holo) | Rio 2022@2.87@2.5256000000000003
Sticker | sh1ro (Holo) | Shanghai 2024@0.85@0.748
Sticker | sh1ro (Holo) | Stockholm 2021@0.99@0.8712
Sticker | sh1ro | Rio 2022@0.07@0.06160000000000001
Sticker | sh1ro | Shanghai 2024@0.02@0.0176
Sticker | sh1ro | Stockholm 2021@0.03@0.0264
Sticker | ShahZaM | Berlin 2019@0.35@0.308
Sticker | ShahZaM | Boston 2018@10.29@9.0552
Sticker | ShahZaM (Foil) | Berlin 2019@1.59@1.3992
Sticker | ShahZaM (Foil) | Boston 2018@@
Sticker | ShahZaM (Foil) | Katowice 2019@9.99@8.7912
Sticker | ShahZaM (Foil) | London 2018@28.16@24.7808
Sticker | ShahZaM (Gold) | Berlin 2019@@
Sticker | ShahZaM (Gold) | Boston 2018@@
Sticker | ShahZaM (Gold) | Katowice 2019@39.99@35.1912
Sticker | ShahZaM (Gold) | London 2018@@
Sticker | ShahZaM | Katowice 2019@0.75@0.66
Sticker | ShahZaM | London 2018@1.66@1.4607999999999999
Sticker | shalfey | Antwerp 2022@0.02@0.0176
Sticker | shalfey (Glitter) | Antwerp 2022@0.09@0.07919999999999999
Sticker | shalfey (Glitter) | Paris 2023@0.06@0.0528
Sticker | shalfey (Gold) | Antwerp 2022@1.82@1.6016000000000001
Sticker | shalfey (Gold) | Paris 2023@1.49@1.3112
Sticker | shalfey (Holo) | Antwerp 2022@0.5@0.44
Sticker | shalfey (Holo) | Paris 2023@0.41@0.36079999999999995
Sticker | shalfey | Paris 2023@0.02@0.0176
Sticker | Shaolin@0.19@0.16720000000000002
Sticker | Shara | Cologne 2016@38.81@34.1528
Sticker | Shara (Foil) | Cologne 2016@@
Sticker | Shara (Foil) | MLG Columbus 2016@15.0@13.2
Sticker | Shara | MLG Columbus 2016@6.5@5.72
Sticker | Sharks Esports (Foil) | Stockholm 2021@1.46@1.2848
Sticker | Sharks Esports (Gold) | Stockholm 2021@10.9@9.592
Sticker | Sharks Esports (Holo) | Stockholm 2021@1.32@1.1616
Sticker | Sharks Esports | Stockholm 2021@0.02@0.0176
Sticker | Shattered Web@0.24@0.2112
Sticker | Shave Master@0.6@0.528
Sticker | Sherry@0.23@0.2024
Sticker | Sherry (Holo)@1.78@1.5664
Sticker | Shifty Tactics@0.33@0.2904
Sticker | Shooting Star Return@7.83@6.8904000000000005
Sticker | Showdown (Foil)@4.3@3.784
Sticker | shox | Antwerp 2022@0.02@0.0176
Sticker | shox | Atlanta 2017@5.5@4.84
Sticker | shox | Berlin 2019@0.39@0.3432
Sticker | shox | Boston 2018@1.61@1.4168
Sticker | shox | Cluj-Napoca 2015@15.0@13.2
Sticker | shox | Cologne 2015@16.68@14.6784
Sticker | shox | Cologne 2016@10.13@8.9144
Sticker | shox (Foil) | Atlanta 2017@@
Sticker | shox (Foil) | Berlin 2019@1.16@1.0208
Sticker | shox (Foil) | Boston 2018@12.99@11.4312
Sticker | shox (Foil) | Cluj-Napoca 2015@99.89@87.9032
Sticker | shox (Foil) | Cologne 2015@35.99@31.671200000000002
Sticker | shox (Foil) | Cologne 2016@@
Sticker | shox (Foil) | Katowice 2019@6.17@5.4296
Sticker | shox (Foil) | Krakow 2017@29.5@25.96
Sticker | shox (Foil) | London 2018@11.79@10.3752
Sticker | shox (Foil) | MLG Columbus 2016@28.99@25.5112
Sticker | shox (Glitter) | Antwerp 2022@0.19@0.16720000000000002
Sticker | shox (Gold) | Antwerp 2022@25.86@22.7568
Sticker | shox (Gold) | Berlin 2019@15.57@13.701600000000001
Sticker | shox (Gold) | Boston 2018@@
Sticker | shox (Gold) | Katowice 2019@@
Sticker | shox (Gold) | Krakow 2017@@
Sticker | shox (Gold) | London 2018@150.0@132.0
Sticker | shox (Gold) | Stockholm 2021@@
Sticker | shox (Holo) | Antwerp 2022@1.03@0.9064
Sticker | shox (Holo) | Stockholm 2021@0.6@0.528
Sticker | shox | Katowice 2019@2.0@1.76
Sticker | shox | Krakow 2017@1.72@1.5136
Sticker | shox | London 2018@1.03@0.9064
Sticker | shox | MLG Columbus 2016@5.63@4.9544
Sticker | shox | Stockholm 2021@0.02@0.0176
Sticker | shroud | Cluj-Napoca 2015@14.29@12.575199999999999
Sticker | shroud | Cologne 2015@19.21@16.9048
Sticker | shroud (Foil) | Cluj-Napoca 2015@@
Sticker | shroud (Foil) | Cologne 2015@79.84@70.2592
Sticker | shroud (Foil) | Krakow 2017@54.08@47.590399999999995
Sticker | shroud (Foil) | MLG Columbus 2016@110.0@96.8
Sticker | shroud (Gold) | Krakow 2017@@
Sticker | shroud | Krakow 2017@9.48@8.3424
Sticker | shroud | MLG Columbus 2016@@
Sticker | SicK | Berlin 2019@0.34@0.2992
Sticker | SicK | Boston 2018@2.98@2.6224
Sticker | SicK (Foil) | Berlin 2019@1.0@0.88
Sticker | SicK (Foil) | Boston 2018@19.89@17.5032
Sticker | SicK (Foil) | London 2018@10.99@9.6712
Sticker | SicK (Gold) | Berlin 2019@@
Sticker | SicK (Gold) | Boston 2018@@
Sticker | SicK (Gold) | London 2018@@
Sticker | SicK | London 2018@2.49@2.1912000000000003
Sticker | sico | Antwerp 2022@0.02@0.0176
Sticker | Sico | Berlin 2019@0.99@0.8712
Sticker | Sico (Foil) | Berlin 2019@2.99@2.6312
Sticker | sico (Glitter) | Antwerp 2022@0.19@0.16720000000000002
Sticker | Sico (Glitter) | Paris 2023@0.09@0.07919999999999999
Sticker | Sico (Glitter) | Rio 2022@0.25@0.22
Sticker | sico (Gold) | Antwerp 2022@2.03@1.7863999999999998
Sticker | Sico (Gold) | Berlin 2019@@
Sticker | Sico (Gold) | Paris 2023@1.48@1.3024
Sticker | Sico (Gold) | Rio 2022@4.9@4.312
Sticker | sico (Holo) | Antwerp 2022@0.52@0.4576
Sticker | Sico (Holo) | Paris 2023@0.7@0.616
Sticker | Sico (Holo) | Rio 2022@@
Sticker | Sico | Paris 2023@0.02@0.0176
Sticker | Sico | Rio 2022@0.02@0.0176
