name@price@price_after_sell
10 Year Birthday Sticker Capsule@0.72@0.6335999999999999
1st Lieutenant Farlow | SWAT@6.22@5.4736
Sticker | Side Eyes (Lenticular)@4.35@3.828
Sticker | Silent Ninja@2.2@1.9360000000000002
Sticker | Silent Ninja (Foil)@1.28@1.1264
Sticker | Silver@0.74@0.6512
Sticker | Silver (Foil)@1.71@1.5048
Sticker | sinnopsyy | Antwerp 2022@0.02@0.0176
Sticker | sinnopsyy (Glitter) | Antwerp 2022@0.09@0.07919999999999999
Sticker | sinnopsyy (Glitter) | Paris 2023@0.03@0.0264
Sticker | sinnopsyy (Glitter) | Rio 2022@0.29@0.2552
Sticker | sinnopsyy (Gold) | Antwerp 2022@1.5@1.32
Sticker | sinnopsyy (Gold) | Paris 2023@2.73@2.4024
Sticker | sinnopsyy (Gold) | Rio 2022@5.0@4.4
Sticker | sinnopsyy (Holo) | Antwerp 2022@0.59@0.5192
Sticker | sinnopsyy (Holo) | Paris 2023@0.59@0.5192
Sticker | sinnopsyy (Holo) | Rio 2022@1.99@1.7512
Sticker | sinnopsyy | Paris 2023@0.02@0.0176
Sticker | sinnopsyy | Rio 2022@0.08@0.0704
Sticker | siuhy | Copenhagen 2024@0.02@0.0176
Sticker | siuhy (Glitter) | Copenhagen 2024@0.05@0.044000000000000004
Sticker | siuhy (Glitter) | Paris 2023@0.09@0.07919999999999999
Sticker | siuhy (Glitter) | Rio 2022@0.29@0.2552
Sticker | siuhy (Glitter) | Shanghai 2024@0.03@0.0264
Sticker | siuhy (Gold) | Copenhagen 2024@2.79@2.4552
Sticker | siuhy (Gold) | Paris 2023@3.97@3.4936000000000003
Sticker | siuhy (Gold) | Rio 2022@8.99@7.9112
Sticker | siuhy (Gold) | Shanghai 2024@@
Sticker | siuhy (Holo) | Copenhagen 2024@0.98@0.8623999999999999
Sticker | siuhy (Holo) | Paris 2023@0.7@0.616
Sticker | siuhy (Holo) | Rio 2022@0.99@0.8712
Sticker | siuhy (Holo) | Shanghai 2024@0.53@0.46640000000000004
Sticker | siuhy | Paris 2023@0.02@0.0176
Sticker | siuhy | Rio 2022@0.02@0.0176
Sticker | siuhy | Shanghai 2024@0.02@0.0176
Sticker | SIXER | Atlanta 2017@5.49@4.8312
Sticker | SIXER | Boston 2018@3.87@3.4056
Sticker | SIXER (Foil) | Atlanta 2017@@
Sticker | SIXER (Foil) | Boston 2018@24.99@21.9912
Sticker | SIXER (Gold) | Boston 2018@@
Sticker | sjuush | Antwerp 2022@0.02@0.0176
Sticker | sjuush | Copenhagen 2024@0.02@0.0176
Sticker | sjuush (Glitter) | Antwerp 2022@0.09@0.07919999999999999
Sticker | sjuush (Glitter) | Copenhagen 2024@0.25@0.22
Sticker | sjuush (Glitter) | Paris 2023@0.03@0.0264
Sticker | sjuush (Glitter) | Rio 2022@0.19@0.16720000000000002
Sticker | sjuush (Glitter) | Shanghai 2024@0.03@0.0264
Sticker | sjuush (Gold) | Antwerp 2022@1.27@1.1176
Sticker | sjuush (Gold) | Copenhagen 2024@3.21@2.8248
Sticker | sjuush (Gold) | Paris 2023@1.89@1.6632
Sticker | sjuush (Gold) | Rio 2022@2.99@2.6312
Sticker | sjuush (Gold) | Shanghai 2024@0.78@0.6864
Sticker | sjuush (Gold) | Stockholm 2021@3.39@2.9832
Sticker | sjuush (Holo) | Antwerp 2022@0.49@0.43119999999999997
Sticker | sjuush (Holo) | Copenhagen 2024@@
Sticker | sjuush (Holo) | Paris 2023@0.34@0.2992
Sticker | sjuush (Holo) | Rio 2022@@
Sticker | sjuush (Holo) | Shanghai 2024@0.04@0.0352
Sticker | sjuush (Holo) | Stockholm 2021@0.38@0.33440000000000003
Sticker | sjuush | Paris 2023@0.02@0.0176
Sticker | sjuush | Rio 2022@0.02@0.0176
Sticker | sjuush | Shanghai 2024@0.02@0.0176
Sticker | sjuush | Stockholm 2021@0.02@0.0176
Sticker | sk0R | Antwerp 2022@0.02@0.0176
Sticker | sk0R (Glitter) | Antwerp 2022@0.04@0.0352
Sticker | sk0R (Glitter) | Paris 2023@0.09@0.07919999999999999
Sticker | sk0R (Glitter) | Rio 2022@0.41@0.36079999999999995
Sticker | sk0R (Gold) | Antwerp 2022@2.3@2.024
Sticker | sk0R (Gold) | Paris 2023@0.76@0.6688000000000001
Sticker | sk0R (Gold) | Rio 2022@@
Sticker | sk0R (Holo) | Antwerp 2022@0.43@0.3784
Sticker | sk0R (Holo) | Paris 2023@0.9@0.792
Sticker | sk0R (Holo) | Rio 2022@@
Sticker | sk0R | Paris 2023@0.02@0.0176
Sticker | sk0R | Rio 2022@0.03@0.0264
Sticker | Skadoodle | Boston 2018@9.99@8.7912
Sticker | Skadoodle | Cluj-Napoca 2015@@
Sticker | Skadoodle | Cologne 2015@11.04@9.7152
Sticker | Skadoodle (Foil) | Boston 2018@43.0@37.84
Sticker | Skadoodle (Foil) | Cluj-Napoca 2015@60.0@52.8
Sticker | Skadoodle (Foil) | Cologne 2015@57.0@50.160000000000004
Sticker | Skadoodle (Foil) | Krakow 2017@45.27@39.8376
Sticker | Skadoodle (Foil) | London 2018@14.99@13.1912
Sticker | Skadoodle (Foil) | MLG Columbus 2016@@
Sticker | Skadoodle (Gold) | Boston 2018@@
Sticker | Skadoodle (Gold) | Krakow 2017@@
Sticker | Skadoodle (Gold) | London 2018@@
Sticker | Skadoodle | Krakow 2017@18.83@16.5704
Sticker | Skadoodle | London 2018@2.71@2.3848
Sticker | Skadoodle | MLG Columbus 2016@11.9@10.472
Sticker | SK Gaming | Atlanta 2017@2.75@2.42
Sticker | SK Gaming | Boston 2018@2.6@2.2880000000000003
Sticker | SK Gaming | Cologne 2016@24.56@21.6128
Sticker | SK Gaming (Foil) | Atlanta 2017@54.99@48.391200000000005
Sticker | SK Gaming (Foil) | Boston 2018@59.0@51.92
Sticker | SK Gaming (Foil) | Cologne 2016@23.0@20.24
Sticker | SK Gaming (Foil) | Krakow 2017@32.0@28.16
Sticker | SK Gaming (Holo) | Atlanta 2017@85.29@75.0552
Sticker | SK Gaming (Holo) | Boston 2018@20.99@18.4712
Sticker | SK Gaming (Holo) | Cologne 2016@39.57@34.821600000000004
Sticker | SK Gaming (Holo) | Krakow 2017@8.37@7.3656
Sticker | SK Gaming | Krakow 2017@1.74@1.5312
Sticker | Skin Lover (Lenticular)@1.3@1.1440000000000001
Sticker | Skull Lil Boney@0.53@0.46640000000000004
Sticker | Skulltorgeist@0.94@0.8271999999999999
Sticker | Skull Troop@0.14@0.12320000000000002
Sticker | skullz (Glitter) | Paris 2023@0.07@0.06160000000000001
Sticker | skullz (Glitter) | Shanghai 2024@0.19@0.16720000000000002
Sticker | skullz (Gold) | Paris 2023@0.85@0.748
Sticker | skullz (Gold) | Shanghai 2024@@
Sticker | skullz (Holo) | Paris 2023@0.32@0.2816
Sticker | skullz (Holo) | Shanghai 2024@5.76@5.0687999999999995
Sticker | skullz | Paris 2023@0.02@0.0176
Sticker | skullz | Shanghai 2024@0.02@0.0176
Sticker | sl3nd (Glitter) | Shanghai 2024@0.14@0.12320000000000002
Sticker | sl3nd (Gold) | Shanghai 2024@@
Sticker | sl3nd (Holo) | Shanghai 2024@1.59@1.3992
Sticker | sl3nd | Shanghai 2024@0.02@0.0176
Sticker | slaxz- (Glitter) | Rio 2022@0.39@0.3432
Sticker | slaxz- (Gold) | Rio 2022@7.79@6.8552
Sticker | slaxz- (Holo) | Rio 2022@2.42@2.1296
Sticker | slaxz- | Rio 2022@0.45@0.396
Sticker | Small Arms@1.18@1.0384
Sticker | Small Arms (Holo)@1.94@1.7072
Sticker | SmithZz | Atlanta 2017@5.99@5.2712
Sticker | SmithZz | Cluj-Napoca 2015@14.9@13.112
Sticker | SmithZz | Cologne 2015@59.56@52.412800000000004
Sticker | SmithZz | Cologne 2016@9.9@8.712
Sticker | SmithZz (Foil) | Atlanta 2017@37.99@33.431200000000004
Sticker | SmithZz (Foil) | Cluj-Napoca 2015@45.99@40.4712
Sticker | SmithZz (Foil) | Cologne 2015@20.26@17.8288
Sticker | SmithZz (Foil) | Cologne 2016@25.64@22.563200000000002
Sticker | SmithZz (Foil) | London 2018@8.99@7.9112
Sticker | SmithZz (Foil) | MLG Columbus 2016@@
Sticker | SmithZz (Gold) | London 2018@@
Sticker | SmithZz | London 2018@1.32@1.1616
Sticker | SmithZz | MLG Columbus 2016@39.51@34.7688
Sticker | Smoke Criminal@2.9@2.552
Sticker | smooya (Foil) | Katowice 2019@4.99@4.3912
Sticker | smooya (Foil) | London 2018@15.99@14.071200000000001
Sticker | smooya (Gold) | Katowice 2019@52.42@46.1296
Sticker | smooya (Gold) | London 2018@@
Sticker | smooya | Katowice 2019@0.77@0.6776
Sticker | smooya | London 2018@2.02@1.7776
Sticker | Snappi | Antwerp 2022@0.02@0.0176
Sticker | Snappi (Foil) | London 2018@7.83@6.8904000000000005
Sticker | Snappi (Glitter) | Antwerp 2022@0.15@0.132
Sticker | Snappi (Glitter) | Paris 2023@0.03@0.0264
Sticker | Snappi (Glitter) | Rio 2022@0.04@0.0352
Sticker | Snappi (Gold) | Antwerp 2022@1.28@1.1264
Sticker | Snappi (Gold) | London 2018@@
Sticker | Snappi (Gold) | Paris 2023@1.45@1.276
Sticker | Snappi (Gold) | Rio 2022@3.69@3.2472
Sticker | Snappi (Holo) | Antwerp 2022@0.76@0.6688000000000001
Sticker | Snappi (Holo) | Paris 2023@0.22@0.1936
Sticker | Snappi (Holo) | Rio 2022@2.99@2.6312
Sticker | Snappi | London 2018@1.9@1.672
Sticker | Snappi | Paris 2023@0.02@0.0176
Sticker | Snappi | Rio 2022@0.03@0.0264
Sticker | snatchie (Foil) | London 2018@8.5@7.48
Sticker | snatchie (Gold) | London 2018@259.38@228.2544
Sticker | snatchie | London 2018@1.9@1.672
Sticker | Snax | Atlanta 2017@5.5@4.84
Sticker | Snax | Boston 2018@6.99@6.1512
Sticker | Snax | Cluj-Napoca 2015@5.11@4.4968
Sticker | Snax | Cologne 2015@5.71@5.0248
Sticker | Snax | Cologne 2016@33.71@29.6648
Sticker | Snax | Copenhagen 2024@0.03@0.0264
Sticker | Snax (Foil) | Atlanta 2017@54.86@48.2768
Sticker | Snax (Foil) | Boston 2018@17.99@15.831199999999999
Sticker | Snax (Foil) | Cluj-Napoca 2015@27.09@23.8392
Sticker | Snax (Foil) | Cologne 2015@27.49@24.1912
Sticker | Snax (Foil) | Cologne 2016@@
Sticker | Snax (Foil) | Krakow 2017@27.63@24.3144
Sticker | Snax (Foil) | London 2018@9.99@8.7912
Sticker | Snax (Foil) | MLG Columbus 2016@@
Sticker | Snax (Glitter) | Copenhagen 2024@0.85@0.748
Sticker | Snax (Glitter) | Shanghai 2024@0.05@0.044000000000000004
Sticker | Snax (Gold) | Boston 2018@@
Sticker | Snax (Gold) | Copenhagen 2024@@
Sticker | Snax (Gold) | Krakow 2017@@
Sticker | Snax (Gold) | London 2018@@
Sticker | Snax (Gold) | Shanghai 2024@@
Sticker | Snax (Holo) | Copenhagen 2024@1.84@1.6192
Sticker | Snax (Holo) | Shanghai 2024@0.24@0.2112
Sticker | Snax | Krakow 2017@4.17@3.6696
Sticker | Snax | London 2018@10.87@9.5656
Sticker | Snax | MLG Columbus 2016@7.99@7.0312
Sticker | Snax | Shanghai 2024@0.02@0.0176
Sticker | Sneaky Beaky Dept. (Holo)@2.09@1.8392
Sticker | Sneaky Beaky Like@1.49@1.3112
Sticker | Snowfall (Glitter)@1.85@1.6280000000000001
Sticker | snow (Glitter) | Shanghai 2024@0.06@0.0528
Sticker | snow (Gold) | Shanghai 2024@@
Sticker | snow (Holo) | Shanghai 2024@2.19@1.9272
Sticker | snow | Shanghai 2024@0.02@0.0176
Sticker | SnypeR | Cologne 2015@@
Sticker | SnypeR (Foil) | Cologne 2015@13.81@12.152800000000001
Sticker | somebody | Berlin 2019@0.97@0.8536
Sticker | somebody | Boston 2018@29.99@26.391199999999998
Sticker | somebody (Foil) | Berlin 2019@4.47@3.9335999999999998
Sticker | somebody (Foil) | Boston 2018@@
Sticker | somebody (Foil) | Katowice 2019@7.5@6.6
Sticker | somebody (Foil) | London 2018@20.99@18.4712
Sticker | somebody (Glitter) | Shanghai 2024@0.61@0.5367999999999999
Sticker | somebody (Gold) | Berlin 2019@75.0@66.0
Sticker | somebody (Gold) | Katowice 2019@@
Sticker | somebody (Gold) | London 2018@@
Sticker | somebody (Gold) | Shanghai 2024@@
Sticker | somebody (Holo) | Shanghai 2024@10.99@9.6712
Sticker | somebody | Katowice 2019@2.59@2.2792
Sticker | somebody | London 2018@4.46@3.9248
Sticker | somebody | Shanghai 2024@0.06@0.0528
Sticker | Sonic (Glitter) | Shanghai 2024@0.15@0.132
Sticker | Sonic (Gold) | Shanghai 2024@@
Sticker | Sonic (Holo) | Shanghai 2024@0.99@0.8712
Sticker | Sonic | Shanghai 2024@0.02@0.0176
Sticker | Space Marine@0.2@0.17600000000000002
Sticker | Space Marine (Holo)@1.25@1.1
Sticker | Space Soldiers | Boston 2018@2.86@2.5168
Sticker | Space Soldiers (Foil) | Boston 2018@19.0@16.72
Sticker | Space Soldiers (Foil) | London 2018@18.42@16.209600000000002
Sticker | Space Soldiers (Holo) | Boston 2018@14.45@12.716
Sticker | Space Soldiers (Holo) | London 2018@12.0@10.56
Sticker | Space Soldiers | London 2018@1.99@1.7512
Sticker | Spartan@0.14@0.12320000000000002
Sticker | spaze | Cologne 2016@@
Sticker | spaze (Foil) | Cologne 2016@86.4@76.03200000000001
Sticker | Spectators@0.15@0.132
Sticker | speed4k | Berlin 2019@0.49@0.43119999999999997
Sticker | speed4k (Foil) | Berlin 2019@1.99@1.7512
Sticker | speed4k (Gold) | Berlin 2019@@
Sticker | Speedy T@0.29@0.2552
Sticker | Sphinx@0.95@0.836
Sticker | Sphinx (Holo)@2.99@2.6312
Sticker | Spiidi | Atlanta 2017@11.99@10.5512
Sticker | Spiidi | Boston 2018@3.76@3.3087999999999997
Sticker | Spiidi | Cologne 2015@6.47@5.6936
Sticker | Spiidi | Cologne 2016@5.99@5.2712
Sticker | Spiidi (Foil) | Atlanta 2017@@
Sticker | Spiidi (Foil) | Boston 2018@14.99@13.1912
Sticker | Spiidi (Foil) | Cologne 2015@19.99@17.591199999999997
Sticker | Spiidi (Foil) | Cologne 2016@@
Sticker | Spiidi (Foil) | MLG Columbus 2016@11.65@10.252
Sticker | Spiidi (Gold) | Boston 2018@@
Sticker | Spiidi | MLG Columbus 2016@3.06@2.6928
Sticker | Spinx | Antwerp 2022@0.02@0.0176
Sticker | Spinx (Champion) | Paris 2023@0.02@0.0176
Sticker | Spinx | Copenhagen 2024@0.02@0.0176
Sticker | Spinx (Glitter) | Antwerp 2022@0.09@0.07919999999999999
Sticker | Spinx (Glitter, Champion) | Paris 2023@0.02@0.0176
Sticker | Spinx (Glitter) | Copenhagen 2024@0.15@0.132
Sticker | Spinx (Glitter) | Paris 2023@0.02@0.0176
Sticker | Spinx (Glitter) | Rio 2022@0.15@0.132
Sticker | Spinx (Glitter) | Shanghai 2024@0.02@0.0176
Sticker | Spinx (Gold) | Antwerp 2022@1.7@1.496
Sticker | Spinx (Gold, Champion) | Paris 2023@0.78@0.6864
Sticker | Spinx (Gold) | Copenhagen 2024@3.83@3.3704
Sticker | Spinx (Gold) | Paris 2023@1.7@1.496
Sticker | Spinx (Gold) | Rio 2022@10.27@9.0376
Sticker | Spinx (Gold) | Shanghai 2024@1.88@1.6543999999999999
Sticker | Spinx (Holo) | Antwerp 2022@0.59@0.5192
Sticker | Spinx (Holo, Champion) | Paris 2023@0.08@0.0704
Sticker | Spinx (Holo) | Copenhagen 2024@0.33@0.2904
Sticker | Spinx (Holo) | Paris 2023@0.28@0.24640000000000004
Sticker | Spinx (Holo) | Rio 2022@0.8@0.7040000000000001
Sticker | Spinx (Holo) | Shanghai 2024@0.45@0.396
Sticker | Spinx | Paris 2023@0.02@0.0176
Sticker | Spinx | Rio 2022@0.02@0.0176
Sticker | Spinx | Shanghai 2024@0.02@0.0176
Sticker | Spirit | 2020 RMR@0.04@0.0352
Sticker | Spirit (Foil) | 2020 RMR@1.23@1.0824
Sticker | Spirit (Gold) | 2020 RMR@2.96@2.6048
Sticker | Spirit (Holo) | 2020 RMR@0.6@0.528
Sticker | Splyce (Foil) | MLG Columbus 2016@36.32@31.9616
Sticker | Splyce (Holo) | MLG Columbus 2016@29.01@25.5288
Sticker | Splyce | MLG Columbus 2016@6.29@5.5352
Sticker | Sprout Esports | Boston 2018@7.08@6.2304
Sticker | Sprout Esports (Foil) | Boston 2018@61.68@54.2784
Sticker | Sprout Esports (Glitter) | Rio 2022@0.72@0.6335999999999999
Sticker | Sprout Esports (Gold) | Rio 2022@16.99@14.951199999999998
Sticker | Sprout Esports (Holo) | Boston 2018@30.99@27.2712
Sticker | Sprout Esports (Holo) | Rio 2022@3.1@2.728
Sticker | Sprout Esports | Rio 2022@0.06@0.0528
Sticker | SPUNJ | Cologne 2015@25.85@22.748
Sticker | SPUNJ (Foil) | Cologne 2015@29.79@26.2152
Sticker | Squeaky Door@0.29@0.2552
Sticker | stadodo | Copenhagen 2024@0.02@0.0176
Sticker | stadodo (Glitter) | Copenhagen 2024@0.24@0.2112
Sticker | stadodo (Gold) | Copenhagen 2024@5.0@4.4
Sticker | stadodo (Holo) | Copenhagen 2024@1.89@1.6632
Sticker | Staehr (Glitter) | Rio 2022@0.25@0.22
Sticker | Staehr (Gold) | Rio 2022@12.82@11.281600000000001
Sticker | Staehr (Holo) | Rio 2022@1.42@1.2496
Sticker | Staehr | Rio 2022@0.29@0.2552
Sticker | Stalking Prey@0.22@0.1936
Sticker | Stan@0.39@0.3432
Sticker | Stan (Holo)@2.49@2.1912000000000003
Sticker | stanislaw | Atlanta 2017@9.9@8.712
Sticker | stanislaw | Berlin 2019@0.29@0.2552
Sticker | stanislaw | Boston 2018@5.53@4.8664000000000005
Sticker | stanislaw | Cologne 2016@@
Sticker | stanislaw (Foil) | Atlanta 2017@30.5@26.84
Sticker | stanislaw (Foil) | Berlin 2019@2.09@1.8392
Sticker | stanislaw (Foil) | Boston 2018@@
Sticker | stanislaw (Foil) | Cologne 2016@32.23@28.362399999999997
Sticker | stanislaw (Foil) | Katowice 2019@19.35@17.028000000000002
Sticker | stanislaw (Foil) | London 2018@8.0@7.04
Sticker | stanislaw (Glitter) | Shanghai 2024@0.15@0.132
Sticker | stanislaw (Gold) | Berlin 2019@@
Sticker | stanislaw (Gold) | Boston 2018@139.99@123.19120000000001
Sticker | stanislaw (Gold) | Katowice 2019@@
Sticker | stanislaw (Gold) | London 2018@@
Sticker | stanislaw (Gold) | Shanghai 2024@2.59@2.2792
Sticker | stanislaw (Holo) | Shanghai 2024@1.19@1.0472
Sticker | stanislaw | Katowice 2019@2.49@2.1912000000000003
Sticker | stanislaw | London 2018@1.99@1.7512
Sticker | stanislaw | Shanghai 2024@0.02@0.0176
Sticker | StarLadder | Berlin 2019@0.25@0.22
Sticker | StarLadder (Foil) | Berlin 2019@1.79@1.5752
Sticker | StarLadder (Holo) | Berlin 2019@0.99@0.8712
Sticker | Starry | Copenhagen 2024@0.02@0.0176
Sticker | Starry (Glitter) | Copenhagen 2024@0.04@0.0352
Sticker | Starry (Gold) | Copenhagen 2024@22.0@19.36
Sticker | Starry (Holo) | Copenhagen 2024@1.99@1.7512
Sticker | stavn | Antwerp 2022@0.02@0.0176
Sticker | stavn (Glitter) | Antwerp 2022@0.19@0.16720000000000002
Sticker | stavn (Glitter) | Paris 2023@0.09@0.07919999999999999
Sticker | stavn (Glitter) | Rio 2022@2.3@2.024
Sticker | stavn (Gold) | Antwerp 2022@2.77@2.4376
Sticker | stavn (Gold) | Paris 2023@2.69@2.3672
Sticker | stavn (Gold) | Rio 2022@@
Sticker | stavn (Gold) | Stockholm 2021@4.99@4.3912
Sticker | stavn (Holo) | Antwerp 2022@0.99@0.8712
Sticker | stavn (Holo) | Paris 2023@0.6@0.528
Sticker | stavn (Holo) | Rio 2022@@
Sticker | stavn (Holo) | Stockholm 2021@0.39@0.3432
Sticker | stavn | Paris 2023@0.02@0.0176
Sticker | stavn | Rio 2022@0.02@0.0176
Sticker | stavn | Stockholm 2021@0.02@0.0176
Sticker | Stay Frosty@1.18@1.0384
Sticker | steel | Cluj-Napoca 2015@11.99@10.5512
Sticker | steel | Cologne 2015@5.05@4.444
Sticker | steel (Foil) | Cluj-Napoca 2015@17.0@14.96
Sticker | steel (Foil) | Cologne 2015@12.6@11.088
Sticker | steel (Foil) | Krakow 2017@20.25@17.82
Sticker | steel (Gold) | Krakow 2017@@
Sticker | steel | Krakow 2017@1.99@1.7512
Sticker | sterling (Foil) | Katowice 2019@8.33@7.3304
Sticker | sterling (Gold) | Katowice 2019@100.0@88.0
Sticker | sterling | Katowice 2019@1.49@1.3112
Sticker | Stewie2K | Berlin 2019@0.15@0.132
Sticker | Stewie2K | Boston 2018@7.06@6.2128
Sticker | Stewie2K (Foil) | Berlin 2019@1.45@1.276
Sticker | Stewie2K (Foil) | Boston 2018@215.0@189.2
Sticker | Stewie2K (Foil) | Katowice 2019@9.71@8.5448
Sticker | Stewie2K (Foil) | Krakow 2017@67.42@59.3296
Sticker | Stewie2K (Foil) | London 2018@63.38@55.7744
Sticker | Stewie2K (Foil) | MLG Columbus 2016@@
Sticker | Stewie2K (Gold) | Berlin 2019@78.86@69.3968
Sticker | Stewie2K (Gold) | Boston 2018@@
Sticker | Stewie2K (Gold) | Katowice 2019@145.0@127.6
Sticker | Stewie2K (Gold) | Krakow 2017@@
Sticker | Stewie2K (Gold) | London 2018@@
Sticker | Stewie2K | Katowice 2019@3.99@3.5112
Sticker | Stewie2K | Krakow 2017@6.97@6.1335999999999995
Sticker | Stewie2K | London 2018@6.68@5.8784
Sticker | Stewie2K | MLG Columbus 2016@15.55@13.684000000000001
Sticker | Sticker Bomb Surf Ava (Foil)@4.28@3.7664000000000004
Sticker | Sticker Bomb Surf K (Foil)@5.34@4.6992
Sticker | Sting Like A Butterfly@0.02@0.0176
Sticker | Stone Scales@0.15@0.132
Sticker | Stone Scales (Foil)@4.75@4.18
Sticker | story | Copenhagen 2024@0.19@0.16720000000000002
Sticker | story (Glitter) | Copenhagen 2024@0.55@0.48400000000000004
Sticker | story (Gold) | Copenhagen 2024@17.05@15.004000000000001
Sticker | story (Holo) | Copenhagen 2024@10.73@9.442400000000001
Sticker | Street Artist (Glitter)@0.44@0.3872
Sticker | Strike A Pose@0.12@0.1056
Sticker | Stupid Banana (Foil)@23.95@21.076
Sticker | STYKO | Atlanta 2017@9.9@8.712
Sticker | STYKO | Boston 2018@2.29@2.0152
Sticker | STYKO | Copenhagen 2024@0.02@0.0176
Sticker | STYKO (Foil) | Atlanta 2017@@
Sticker | STYKO (Foil) | Boston 2018@9.5@8.36
Sticker | STYKO (Foil) | London 2018@40.16@35.340799999999994
Sticker | STYKO (Glitter) | Copenhagen 2024@0.19@0.16720000000000002
Sticker | STYKO (Glitter) | Paris 2023@0.04@0.0352
Sticker | STYKO (Gold) | Boston 2018@@
Sticker | STYKO (Gold) | Copenhagen 2024@2.76@2.4288
Sticker | STYKO (Gold) | London 2018@@
Sticker | STYKO (Gold) | Paris 2023@1.49@1.3112
Sticker | STYKO (Holo) | Copenhagen 2024@0.79@0.6952
Sticker | STYKO (Holo) | Paris 2023@0.39@0.3432
Sticker | STYKO | London 2018@0.67@0.5896
Sticker | STYKO | Paris 2023@0.02@0.0176
Sticker | Summer | Berlin 2019@0.38@0.33440000000000003
Sticker | Summer | Boston 2018@@
Sticker | Summer (Foil) | Berlin 2019@1.44@1.2671999999999999
Sticker | Summer (Foil) | Boston 2018@60.0@52.8
Sticker | Summer (Foil) | Katowice 2019@4.9@4.312
Sticker | Summer (Glitter) | Shanghai 2024@0.14@0.12320000000000002
Sticker | Summer (Gold) | Berlin 2019@39.99@35.1912
Sticker | Summer (Gold) | Boston 2018@@
Sticker | Summer (Gold) | Katowice 2019@@
Sticker | Summer (Gold) | Shanghai 2024@18.42@16.209600000000002
Sticker | Summer (Holo) | Shanghai 2024@2.47@2.1736
Sticker | Summer | Katowice 2019@1.39@1.2231999999999998
Sticker | Summer | Shanghai 2024@0.02@0.0176
Sticker | suNny | Boston 2018@3.88@3.4144
Sticker | suNny (Foil) | Boston 2018@11.91@10.4808
Sticker | suNny (Foil) | Krakow 2017@42.3@37.224
Sticker | suNny (Foil) | London 2018@5.46@4.8048
Sticker | suNny (Gold) | Boston 2018@@
Sticker | suNny (Gold) | Krakow 2017@@
Sticker | suNny (Gold) | London 2018@@
Sticker | suNny | Krakow 2017@6.9@6.072
Sticker | suNny | London 2018@1.66@1.4607999999999999
Sticker | SunPayus (Glitter) | Paris 2023@0.03@0.0264
Sticker | SunPayus (Glitter) | Rio 2022@0.25@0.22
Sticker | SunPayus (Gold) | Paris 2023@1.28@1.1264
Sticker | SunPayus (Gold) | Rio 2022@@
Sticker | SunPayus (Holo) | Paris 2023@0.47@0.41359999999999997
Sticker | SunPayus (Holo) | Rio 2022@1.59@1.3992
Sticker | SunPayus | Paris 2023@0.02@0.0176
Sticker | SunPayus | Rio 2022@0.02@0.0176
Sticker | Sunset Ocean Tentaskull@0.48@0.4224
Sticker | Support@0.74@0.6512
Sticker | Supreme Master First Class@0.05@0.044000000000000004
Sticker | Supreme Master First Class (Holo)@2.9@2.552
Sticker | Surf's Up@0.69@0.6072
Sticker | susp (Glitter) | Shanghai 2024@0.15@0.132
Sticker | susp (Gold) | Shanghai 2024@@
Sticker | susp (Holo) | Shanghai 2024@0.79@0.6952
Sticker | susp | Shanghai 2024@0.02@0.0176
Sticker | svyat | Berlin 2019@0.48@0.4224
Sticker | svyat (Foil) | Berlin 2019@1.42@1.2496
Sticker | svyat (Gold) | Berlin 2019@@
Sticker | Swag (Foil)@53.63@47.1944
Sticker | Syman Gaming | Berlin 2019@1.4@1.232
Sticker | Syman Gaming (Foil) | Berlin 2019@4.99@4.3912
Sticker | Syman Gaming (Holo) | Berlin 2019@1.19@1.0472
Sticker | syrsoN | Antwerp 2022@0.02@0.0176
Sticker | syrsoN (Glitter) | Antwerp 2022@0.19@0.16720000000000002
Sticker | syrsoN (Glitter) | Rio 2022@0.29@0.2552
Sticker | syrsoN (Glitter) | Shanghai 2024@0.15@0.132
Sticker | syrsoN (Gold) | Antwerp 2022@9.21@8.104800000000001
Sticker | syrsoN (Gold) | Rio 2022@10.52@9.2576
Sticker | syrsoN (Gold) | Shanghai 2024@3.99@3.5112
Sticker | syrsoN (Holo) | Antwerp 2022@0.56@0.49280000000000007
