name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
StatTrak™ P2000 | Turf (Factory New)@4.44@3.907200000000001@12.0@11.76@skinport@csdeals@7.32
StatTrak™ P2000 | Urban Hazard (Factory New)@0.71@0.6248@10.0@9.8@skinport@csdeals@9.09
StatTrak™ P250 | Asiimov (Well-Worn)@8.36@7.3568@21.0@20.58@skinport@csdeals@12.22
StatTrak™ P250 | Contaminant (Factory New)@2.0@1.76@15.0@14.7@skinport@csdeals@12.7
StatTrak™ P250 | Muertos (Field-Tested)@11.0@9.68@24.0@23.52@skinport@csdeals@12.52
StatTrak™ P250 | Undertow (Minimal Wear)@38.94@34.267199999999995@77.93@76.37140000000001@skinport@csdeals@37.43
StatTrak™ P250 | Valence (Factory New)@3.65@3.212@24.0@23.52@skinport@csdeals@19.87
StatTrak™ P90 | Cocoa Rampage (Factory New)@1.69@1.4872@4.0@3.92@skinport@csdeals@2.23
StatTrak™ P90 | Death Grip (Battle-Scarred)@10.29@9.0552@19.0@18.62@skinport@csdeals@8.33
StatTrak™ P90 | Grim (Factory New)@4.69@4.1272@26.0@25.48@skinport@csdeals@20.79
StatTrak™ P90 | Off World (Factory New)@1.44@1.2672@15.0@14.7@skinport@csdeals@13.26
StatTrak™ P90 | Virus (Field-Tested)@2.64@2.3232@5.0@4.9@skinport@csdeals@2.26
StatTrak™ PP-Bizon | Harvester (Factory New)@1.07@0.9416@9.0@8.82@skinport@csdeals@7.75
StatTrak™ PP-Bizon | Jungle Slipstream (Factory New)@0.66@0.5808@9.0@8.82@skinport@csdeals@8.16
StatTrak™ PP-Bizon | Photic Zone (Factory New)@6.44@5.6672@60.0@58.8@skinport@csdeals@52.36
StatTrak™ PP-Bizon | Space Cat (Minimal Wear)@1.54@1.3552@4.0@3.92@skinport@csdeals@2.38
StatTrak™ R8 Revolver | Bone Forged (Factory New)@1.0@0.88@11.0@10.78@skinport@csdeals@9.78
StatTrak™ R8 Revolver | Grip (Factory New)@1.29@1.1352@10.0@9.8@skinport@csdeals@8.51
StatTrak™ R8 Revolver | Junk Yard (Factory New)@1.67@1.4696@27.0@26.46@skinport@csdeals@24.79
StatTrak™ R8 Revolver | Memento (Factory New)@7.45@6.556@35.0@34.3@skinport@csdeals@26.85
StatTrak™ Sawed-Off | Black Sand (Factory New)@0.97@0.8536@12.0@11.76@skinport@csdeals@10.79
StatTrak™ Sawed-Off | Kiss♥Love (Well-Worn)@7.78@6.8464@10.82@10.6036@skinport@csdeals@2.82
StatTrak™ Sawed-Off | Morris (Battle-Scarred)@0.08@0.0704@9.9@9.702@skinport@csdeals@9.62
StatTrak™ Sawed-Off | Origami (Factory New)@0.85@0.748@8.0@7.84@skinport@csdeals@6.99
StatTrak™ Sawed-Off | Serenity (Minimal Wear)@4.82@4.2416@9.0@8.82@skinport@csdeals@4.0
StatTrak™ SCAR-20 | Bloodsport (Field-Tested)@5.56@4.892799999999999@11.0@10.78@skinport@csdeals@5.22
StatTrak™ SCAR-20 | Green Marine (Factory New)@2.1@1.848@10.0@9.8@skinport@csdeals@7.7
StatTrak™ SCAR-20 | Jungle Slipstream (Factory New)@0.47@0.4135999999999999@7.0@6.859999999999999@skinport@csdeals@6.39
StatTrak™ SCAR-20 | Torn (Factory New)@2.15@1.892@18.0@17.64@skinport@csdeals@15.49
StatTrak™ SG 553 | Aerial (Factory New)@1.35@1.1880000000000002@13.0@12.74@skinport@csdeals@11.39
StatTrak™ SG 553 | Atlas (Factory New)@0.96@0.8448@18.0@17.64@skinport@csdeals@16.68
StatTrak™ SG 553 | Danger Close (Factory New)@1.11@0.9768@14.0@13.72@skinport@csdeals@12.61
StatTrak™ SG 553 | Heavy Metal (Factory New)@1.48@1.3024@18.0@17.64@skinport@csdeals@16.16
StatTrak™ SG 553 | Pulse (Minimal Wear)@10.38@9.1344@45.0@44.1@skinport@csdeals@33.72
StatTrak™ SG 553 | Tiger Moth (Factory New)@11.12@9.7856@17.0@16.66@skinport@csdeals@5.54
StatTrak™ SG 553 | Tiger Moth (Minimal Wear)@4.44@3.907200000000001@7.0@6.859999999999999@skinport@csdeals@2.42
StatTrak™ SG 553 | Ultraviolet (Field-Tested)@16.34@14.3792@27.83@27.2734@skinport@csdeals@10.93
★ StatTrak™ Skeleton Knife@1030.0@906.4@1199.99@1175.9902@skinport@csdeals@145.99
StatTrak™ SSG 08 | Big Iron (Factory New)@60.72@53.4336@222.66@218.2068@skinport@csdeals@157.49
StatTrak™ SSG 08 | Parallax (Well-Worn)@2.23@1.9624@4.6@4.508@skinport@csdeals@2.28
★ StatTrak™ Stiletto Knife@498.0@438.24@549.99@538.9902@skinport@csdeals@40.99
★ StatTrak™ Stiletto Knife | Stained (Field-Tested)@244.82@215.4416@339.99@333.1902@skinport@csdeals@88.37
★ StatTrak™ Talon Knife@639.0@562.32@699.99@685.9902@skinport@csdeals@46.99
StatTrak™ Tec-9 | Cracked Opal (Factory New)@1.88@1.6544@10.0@9.8@skinport@csdeals@7.92
StatTrak™ Tec-9 | Fuel Injector (Battle-Scarred)@6.57@5.7816@9.0@8.82@skinport@csdeals@2.25
StatTrak™ UMP-45 | Arctic Wolf (Factory New)@3.33@2.9304@40.0@39.2@skinport@csdeals@35.87
StatTrak™ UMP-45 | Delusion (Factory New)@4.5@3.96@11.0@10.78@skinport@csdeals@6.28
StatTrak™ UMP-45 | Oscillator (Factory New)@1.21@1.0648@15.0@14.7@skinport@csdeals@13.49
StatTrak™ UMP-45 | Roadblock (Factory New)@1.66@1.4608@18.0@17.64@skinport@csdeals@15.98
StatTrak™ USP-S | Blood Tiger (Factory New)@10.12@8.9056@20.0@19.6@skinport@csdeals@9.48
StatTrak™ USP-S | Blueprint (Field-Tested)@11.96@10.5248@14.39@14.1022@skinport@csdeals@2.14
StatTrak™ USP-S | Cortex (Field-Tested)@4.44@3.907200000000001@7.0@6.859999999999999@skinport@csdeals@2.42
StatTrak™ USP-S | Cortex (Well-Worn)@4.55@4.004@10.0@9.8@skinport@csdeals@5.25
StatTrak™ USP-S | Monster Mashup (Factory New)@83.46@73.4448@90.0@88.2@skinport@csdeals@4.74
StatTrak™ USP-S | Monster Mashup (Field-Tested)@20.02@17.6176@24.99@24.4902@skinport@csdeals@4.47
StatTrak™ USP-S | Serum (Factory New)@72.34@63.659200000000006@111.33@109.1034@skinport@csdeals@36.76
StatTrak™ USP-S | The Traitor (Field-Tested)@32.15@28.292@36.99@36.2502@skinport@csdeals@4.1
StatTrak™ USP-S | The Traitor (Minimal Wear)@56.75@49.94@62.99@61.7302@skinport@csdeals@4.98
StatTrak™ USP-S | Torque (Factory New)@3.74@3.2912000000000003@11.0@10.78@skinport@csdeals@7.04
StatTrak™ XM1014 | Incinegator (Field-Tested)@4.69@4.1272@7.0@6.859999999999999@skinport@csdeals@2.17
StatTrak™ XM1014 | XOXO (Field-Tested)@4.77@4.1976@8.0@7.84@skinport@csdeals@3.07
StatTrak™ XM1014 | Zombie Offensive (Minimal Wear)@0.91@0.8008000000000001@3.0@2.94@skinport@csdeals@2.03
Sticker | 00 Nation (Holo) | Rio 2022@15.54@13.675199999999998@23.49@23.0202@skinport@csdeals@7.48
Sticker | Abalone Strafe (Holo)@7.46@6.5648@16.0@15.68@skinport@csdeals@8.22
Sticker | Aleksib (Gold) | Rio 2022@11.14@9.8032@19.0@18.62@skinport@csdeals@7.48
Sticker | Astralis | Cologne 2016@10.02@8.8176@16.0@15.68@skinport@csdeals@5.66
Sticker | Astralis (Foil) | Stockholm 2021@18.44@16.2272@24.0@23.52@skinport@csdeals@5.08
Sticker | Astralis (Glitter) | Antwerp 2022@1.0@0.88@4.0@3.92@skinport@csdeals@2.92
Sticker | Astralis (Gold) | 2020 RMR@3.98@3.5024@6.5@6.37@skinport@csdeals@2.39
Sticker | Avangar (Holo) | Katowice 2019@2.69@2.3672@6.0@5.88@skinport@csdeals@3.19
Sticker | B1ad3 (Foil) | Krakow 2017@41.73@36.7224@49.9@48.902@skinport@csdeals@7.17
Sticker | Bad News Eagles (Holo) | Rio 2022@2.21@1.9448@8.0@7.84@skinport@csdeals@5.63
Sticker | Banana@1.56@1.3728@5.0@4.9@skinport@csdeals@3.34
Sticker | BIG (Gold) | 2020 RMR@4.11@3.616800000000001@6.3@6.174@skinport@csdeals@2.06
Sticker | BIG (Gold) | Antwerp 2022@3.74@3.2912000000000003@9.0@8.82@skinport@csdeals@5.08
Sticker | BIG (Holo) | Antwerp 2022@0.98@0.8623999999999999@5.0@4.9@skinport@csdeals@3.92
Sticker | BIG (Holo) | Rio 2022@0.77@0.6776@3.0@2.94@skinport@csdeals@2.17
Sticker | BIG (Holo) | Stockholm 2021@5.89@5.183199999999999@25.0@24.5@skinport@csdeals@18.61
Sticker | blameF (Gold) | Antwerp 2022@9.63@8.474400000000001@25.0@24.5@skinport@csdeals@14.87
Sticker | BnTeT | Boston 2018@7.79@6.8552@20.2@19.796@skinport@csdeals@12.01
Sticker | Boombl4 (Gold) | Stockholm 2021@3.88@3.4144@7.0@6.859999999999999@skinport@csdeals@2.98
Sticker | BUDA (Holo) | Rio 2022@1.28@1.1264@4.0@3.92@skinport@csdeals@2.64
Sticker Capsule 2@23.45@20.636@26.9@26.362@skinport@csdeals@2.91
Sticker | CeRq (Holo) | Rio 2022@0.63@0.5544@3.0@2.94@skinport@csdeals@2.31
Sticker | Cloud9 (Glitter) | Antwerp 2022@3.43@3.0184@11.0@10.78@skinport@csdeals@7.35
Sticker | Cloud9 (Holo) | Antwerp 2022@35.06@30.8528@37.99@37.2302@skinport@csdeals@2.17
Sticker | Cloud9 (Holo) | Rio 2022@10.18@8.9584@32.0@31.36@skinport@csdeals@21.18
Sticker | Cloud9 | London 2018@1.89@1.6632@4.0@3.92@skinport@csdeals@2.03
Sticker | Coiled Strike (Holo)@1.8@1.584@4.0@3.92@skinport@csdeals@2.12
Sticker | coldzera | Cologne 2016@3.45@3.036@7.0@6.859999999999999@skinport@csdeals@3.41
Sticker | Complexity Gaming (Glitter) | Antwerp 2022@0.82@0.7215999999999999@5.0@4.9@skinport@csdeals@4.08
Sticker | Crown (Foil)@915.91@806.0008@1199.99@1175.9902@skinport@csdeals@260.08
Sticker | device | Cluj-Napoca 2015@4.12@3.6256@10.0@9.8@skinport@csdeals@5.68
Sticker | DickStacy | Katowice 2019@31.71@27.9048@40.0@39.2@skinport@csdeals@7.49
Sticker | Dinked@1.56@1.3728@15.0@14.7@skinport@csdeals@13.14
Sticker | Dragon Lore Surf Ava (Foil)@10.02@8.8176@22.0@21.56@skinport@csdeals@11.54
Sticker | DreamHack | Cluj-Napoca 2015@7.56@6.6528@16.0@15.68@skinport@csdeals@8.12
Sticker | electronic (Foil) | Krakow 2017@101.16@89.0208@110.23@108.0254@skinport@csdeals@6.87
Sticker | electroNic (Gold) | Stockholm 2021@7.47@6.5736@19.0@18.62@skinport@csdeals@11.15
Sticker | EliGE | Cologne 2016@2.95@2.596@6.0@5.88@skinport@csdeals@2.93
Sticker | ENCE (Holo) | Katowice 2019@2.69@2.3672@7.0@6.859999999999999@skinport@csdeals@4.17
Sticker | ENCE (Holo) | Rio 2022@0.89@0.7832@4.0@3.92@skinport@csdeals@3.03
Sticker | Entropiq (Gold) | Stockholm 2021@19.81@17.4328@50.0@49.0@skinport@csdeals@29.19
Sticker | Epsilon eSports (Holo) | Cologne 2014@43.06@37.8928@53.69@52.6162@skinport@csdeals@9.56
Sticker | es3tag (Gold) | Antwerp 2022@5.14@4.5232@13.0@12.74@skinport@csdeals@7.6
Sticker | ESL One | Katowice 2015@5.56@4.892799999999999@12.0@11.76@skinport@csdeals@6.2
Sticker | Eternal Fire (Glitter) | Antwerp 2022@2.52@2.2176@6.0@5.88@skinport@csdeals@3.36
Sticker | Evil Geniuses (Gold) | 2020 RMR@2.62@2.3056@6.0@5.88@skinport@csdeals@3.26
Sticker | f0rest (Gold) | Berlin 2019@30.9@27.192@50.0@49.0@skinport@csdeals@18.1
Sticker | FACEIT (Holo) | London 2018@6.11@5.3768@9.0@8.82@skinport@csdeals@2.71
Sticker | Fancy Koi (Foil)@4.62@4.0656@11.0@10.78@skinport@csdeals@6.16
Sticker | FaZe Clan | Cologne 2016@5.56@4.892799999999999@10.0@9.8@skinport@csdeals@4.24
Sticker | FaZe Clan (Glitter) | Antwerp 2022@0.71@0.6248@3.2@3.136@skinport@csdeals@2.43
Sticker | FaZe Clan (Holo) | MLG Columbus 2016@17.8@15.664@20.69@20.2762@skinport@csdeals@2.48
Sticker | FaZe Clan | Katowice 2019@3.71@3.2648@7.0@6.859999999999999@skinport@csdeals@3.15
Sticker | fer (Gold) | Antwerp 2022@21.91@19.2808@32.0@31.36@skinport@csdeals@9.45
Sticker | fer (Holo) | Antwerp 2022@5.9@5.192@11.0@10.78@skinport@csdeals@4.88
Sticker | Flame Tier6 (Holo)@20.59@18.1192@50.0@49.0@skinport@csdeals@28.41
Sticker | flamie | Krakow 2017@1.77@1.5576@6.0@5.88@skinport@csdeals@4.11
Sticker | Flammable (Foil)@211.45@186.076@229.99@225.3902@skinport@csdeals@13.94
Sticker | Flipsid3 Tactics | Cluj-Napoca 2015@5.56@4.892799999999999@11.0@10.78@skinport@csdeals@5.22
Sticker | Flipsid3 Tactics (Holo) | Atlanta 2017@68.0@59.84@84.69@82.9962@skinport@csdeals@15.0
Sticker | Flipsid3 Tactics (Holo) | Cologne 2016@33.26@29.2688@39.03@38.2494@skinport@csdeals@4.99
Sticker | Flipsid3 Tactics (Holo) | Katowice 2015@417.32@367.2416@2000.0@1960.0@skinport@csdeals@1542.68
Sticker | Flipsid3 Tactics | MLG Columbus 2016@5.75@5.06@13.0@12.74@skinport@csdeals@6.99
Sticker | Fnatic | Cologne 2016@3.34@2.9392@6.0@5.88@skinport@csdeals@2.54
Sticker | Fnatic (Gold) | 2020 RMR@4.41@3.8808@10.0@9.8@skinport@csdeals@5.39
Sticker | Fnatic (Holo) | Katowice 2015@165.92@146.00959999999998@178.13@174.5674@skinport@csdeals@8.65
Sticker | Fnatic (Holo) | MLG Columbus 2016@16.68@14.6784@30.0@29.4@skinport@csdeals@12.72
Sticker | forZe eSports (Foil) | Berlin 2019@2.62@2.3056@7.0@6.859999999999999@skinport@csdeals@4.24
Sticker | FURIA (Glitter) | Antwerp 2022@0.41@0.3607999999999999@3.0@2.94@skinport@csdeals@2.53
Sticker | FURIA (Gold) | 2020 RMR@5.13@4.5144@7.99@7.8302@skinport@csdeals@2.7
Sticker | FURIA (Holo) | Katowice 2019@41.18@36.2384@49.69@48.6962@skinport@csdeals@7.52
Sticker | FURIA (Holo) | Rio 2022@4.41@3.8808@17.0@16.66@skinport@csdeals@12.25
Sticker | FURIA | Katowice 2019@1.48@1.3024@4.0@3.92@skinport@csdeals@2.44
Sticker | G2 Esports | Atlanta 2017@6.0@5.28@16.0@15.68@skinport@csdeals@9.68
Sticker | G2 Esports (Foil) | Berlin 2019@4.45@3.916@7.17@7.0266@skinport@csdeals@2.58
Sticker | G2 Esports (Glitter) | Antwerp 2022@1.12@0.9856@5.2@5.096@skinport@csdeals@3.98
Sticker | G2 Esports (Holo) | Antwerp 2022@11.65@10.252@50.0@49.0@skinport@csdeals@37.35
Sticker | G2 Esports (Holo) | Atlanta 2017@104.61@92.0568@150.0@147.0@skinport@csdeals@42.39
Sticker | G2 Esports (Holo) | Stockholm 2021@4.76@4.1888@11.04@10.8192@skinport@csdeals@6.06
Sticker | G2 Esports | Katowice 2019@3.88@3.4144@10.0@9.8@skinport@csdeals@5.92
Sticker | Gambit Gaming (Holo) | Cologne 2016@8.9@7.832000000000001@26.69@26.1562@skinport@csdeals@17.26
Sticker | Gambit Gaming (Holo) | MLG Columbus 2016@8.5@7.48@16.0@15.68@skinport@csdeals@7.18
Sticker | Gambit Gaming (Holo) | Stockholm 2021@2.92@2.5696@14.0@13.72@skinport@csdeals@10.8
Sticker | gob b (Foil) | London 2018@11.12@9.7856@48.0@47.04@skinport@csdeals@35.92
Sticker | Hamster Hawk@4.57@4.0216@12.0@11.76@skinport@csdeals@7.19
Sticker | HellRaisers | Atlanta 2017@7.2@6.336@16.0@15.68@skinport@csdeals@8.48
Sticker | Heresy (Holo)@1.8@1.584@4.0@3.92@skinport@csdeals@2.12
Sticker | Heroic (Gold) | 2020 RMR@1.67@1.4696@5.56@5.448799999999999@skinport@csdeals@3.78
Sticker | Heroic (Holo) | Antwerp 2022@3.0@2.64@20.0@19.6@skinport@csdeals@16.6
Sticker | iBUYPOWER (Holo) | Cologne 2014@243.72@214.4736@295.0@289.1@skinport@csdeals@45.38
Sticker | IHC Esports (Holo) | Rio 2022@1.83@1.6104@4.0@3.92@skinport@csdeals@2.09
Sticker | imoRR (Holo) | Antwerp 2022@1.21@1.0648@5.0@4.9@skinport@csdeals@3.69
Sticker | JACKZ (Holo) | Stockholm 2021@1.64@1.4431999999999998@6.0@5.88@skinport@csdeals@4.24
Sticker | JW | Cologne 2016@1.78@1.5664@4.0@3.92@skinport@csdeals@2.14
Sticker | k0nfig (Gold) | Antwerp 2022@9.15@8.052@15.0@14.7@skinport@csdeals@5.55
Sticker | karrigan | Atlanta 2017@5.84@5.1392@15.0@14.7@skinport@csdeals@8.86
Sticker | Keyd Stars (Holo) | Katowice 2015@272.66@239.9408@1300.0@1274.0@skinport@csdeals@1001.34
Sticker | Kill Count (Holo)@7.79@6.8552@18.0@17.64@skinport@csdeals@9.85
Sticker | Kjaerbye (Foil) | Boston 2018@4.57@4.0216@13.0@12.74@skinport@csdeals@8.17
Sticker | Last Vance (Gold)@3.37@2.9656@11.0@10.78@skinport@csdeals@7.41
Sticker | LGB eSports (Holo) | Katowice 2015@472.98@416.2224@668.01@654.6498@skinport@csdeals@181.67
Sticker | LNZ (Holo) | Stockholm 2021@0.72@0.6335999999999999@3.0@2.94@skinport@csdeals@2.22
Sticker | Luminosity Gaming | MLG Columbus 2016@9.24@8.1312@14.0@13.72@skinport@csdeals@4.48
Sticker | m0NESY (Glitter) | Antwerp 2022@1.75@1.54@12.0@11.76@skinport@csdeals@10.01
Sticker | Maikelele (Foil) | Cologne 2015@9.33@8.2104@20.0@19.6@skinport@csdeals@10.27
Sticker | MLG | MLG Columbus 2016@7.71@6.7848@10.0@9.8@skinport@csdeals@2.09
Sticker | mousesports | Atlanta 2017@9.43@8.298399999999999@18.0@17.64@skinport@csdeals@8.21
Sticker | mousesports | Cluj-Napoca 2015@3.32@2.9216@8.0@7.84@skinport@csdeals@4.52
Sticker | mousesports | MLG Columbus 2016@3.53@3.1064@7.0@6.859999999999999@skinport@csdeals@3.33
Sticker | Movistar Riders (Foil) | Stockholm 2021@14.99@13.1912@23.0@22.54@skinport@csdeals@7.55
Sticker | Movistar Riders (Holo) | Stockholm 2021@15.16@13.3408@45.0@44.1@skinport@csdeals@28.94
Sticker | MTS GameGod Wolf (Holo) | Cologne 2014@47.67@41.9496@55.69@54.5762@skinport@csdeals@6.91
Sticker | Natus Vincere | Cologne 2015@2.64@2.3232@7.0@6.859999999999999@skinport@csdeals@4.22
Sticker | Natus Vincere | Cologne 2016@3.0@2.64@8.0@7.84@skinport@csdeals@4.84
Sticker | Natus Vincere (Foil) | DreamHack 2014@74.34@65.4192@77.93@76.37140000000001@skinport@csdeals@2.03
Sticker | Natus Vincere (Gold) | 2020 RMR@6.24@5.4912@11.99@11.7502@skinport@csdeals@5.51
Sticker | Natus Vincere (Holo) | Cologne 2016@17.8@15.664@29.09@28.5082@skinport@csdeals@10.71
Sticker | NiKo (Glitter) | Antwerp 2022@0.83@0.7303999999999999@3.3@3.234@skinport@csdeals@2.4
Sticker | nin9 (Holo) | Antwerp 2022@3.88@3.4144@11.0@10.78@skinport@csdeals@6.9
Sticker | Ninjas in Pyjamas (Foil) | Cologne 2016@22.37@19.6856@34.69@33.996199999999995@skinport@csdeals@11.63
Sticker | Ninjas in Pyjamas (Foil) | DreamHack 2014@72.34@63.659200000000006@90.43@88.62140000000001@skinport@csdeals@16.28
Sticker | Ninjas in Pyjamas (Gold) | 2020 RMR@2.5@2.2@5.65@5.537@skinport@csdeals@3.04
Sticker | nitr0 | Atlanta 2017@9.46@8.324800000000002@15.0@14.7@skinport@csdeals@5.24
Sticker | No Pats (Holo)@2.7@2.3760000000000003@5.0@4.9@skinport@csdeals@2.2
Sticker | North | Atlanta 2017@1.59@1.3992@3.8@3.724@skinport@csdeals@2.13
Sticker | North (Gold) | 2020 RMR@2.03@1.7863999999999998@9.0@8.82@skinport@csdeals@6.79
Sticker | OG (Holo) | Rio 2022@1.48@1.3024@4.0@3.92@skinport@csdeals@2.44
Sticker | olofmeister | Cologne 2016@2.34@2.0592@6.0@5.88@skinport@csdeals@3.54
Sticker | Opal Flick (Holo)@19.28@16.9664@43.0@42.14@skinport@csdeals@22.86
Sticker | paiN Gaming (Holo) | Stockholm 2021@7.55@6.644@13.8@13.524@skinport@csdeals@5.97
Sticker | Pandamonium@0.51@0.4488@3.0@2.94@skinport@csdeals@2.43
Sticker | Pegasus (Holo)@2.55@2.244@5.0@4.9@skinport@csdeals@2.35
Sticker | Perfecto (Holo) | Antwerp 2022@2.09@1.8392@13.0@12.74@skinport@csdeals@10.65
Sticker | Plopski (Gold) | Antwerp 2022@5.14@4.5232@12.0@11.76@skinport@csdeals@6.62
Sticker | rain | Cologne 2016@15.57@13.7016@37.0@36.26@skinport@csdeals@20.69
Sticker | rain (Gold) | Katowice 2019@101.63@89.4344@133.59@130.9182@skinport@csdeals@29.29
Sticker | refrezh (Holo) | Antwerp 2022@0.8@0.7040000000000001@3.0@2.94@skinport@csdeals@2.14
Sticker | Renegades (Gold) | 2020 RMR@2.04@1.7952@7.0@6.859999999999999@skinport@csdeals@4.82
Sticker | Renegades (Gold) | Antwerp 2022@4.04@3.5552@8.0@7.84@skinport@csdeals@3.8
Sticker | Renegades (Holo) | Antwerp 2022@1.51@1.3288@6.0@5.88@skinport@csdeals@4.37
Sticker | RpK | Cluj-Napoca 2015@5.07@4.461600000000001@10.0@9.8@skinport@csdeals@4.73
Sticker | RpK (Foil) | Katowice 2019@7.65@6.732@13.0@12.74@skinport@csdeals@5.09
Sticker | Runtime (Holo)@8.7@7.656@13.9@13.622@skinport@csdeals@4.92
Sticker | s1mple | Atlanta 2017@53.51@47.0888@70.0@68.6@skinport@csdeals@15.09
Sticker | s1mple (Holo) | Stockholm 2021@2.21@1.9448@9.0@8.82@skinport@csdeals@6.61
Sticker | s1mple | Katowice 2019@4.44@3.907200000000001@8.0@7.84@skinport@csdeals@3.4
Sticker | seized | Cluj-Napoca 2015@2.11@1.8568@5.0@4.9@skinport@csdeals@2.79
Sticker | seized | Cologne 2016@1.32@1.1616@4.0@3.92@skinport@csdeals@2.6
Sticker | sh1ro (Holo) | Stockholm 2021@1.32@1.1616@4.7@4.606@skinport@csdeals@3.29
Sticker | sico (Holo) | Antwerp 2022@0.79@0.6952@3.0@2.94@skinport@csdeals@2.15
Sticker | SK Gaming | Cologne 2016@3.62@3.1856@6.0@5.88@skinport@csdeals@2.26
Sticker | Swag (Foil)@104.61@92.0568@133.59@130.9182@skinport@csdeals@26.31
Sticker | syrsoN (Gold) | Antwerp 2022@16.93@14.8984@23.0@22.54@skinport@csdeals@5.61
Sticker | syrsoN (Holo) | Rio 2022@0.8@0.7040000000000001@3.0@2.94@skinport@csdeals@2.14
Sticker | Tamara (Holo)@4.43@3.8984@8.0@7.84@skinport@csdeals@3.41
Sticker | Team Dignitas (Foil) | Cologne 2016@99.28@87.3664@108.76@106.5848@skinport@csdeals@7.3
Sticker | Team EnVyUs | Atlanta 2017@3.95@3.476@11.0@10.78@skinport@csdeals@6.83
Sticker | Team EnVyUs | Cluj-Napoca 2015@2.45@2.156@5.0@4.9@skinport@csdeals@2.45
Sticker | Team EnVyUs (Foil) | Cluj-Napoca 2015@12.3@10.824@17.0@16.66@skinport@csdeals@4.36
Sticker | Team EnVyUs (Holo) | Katowice 2015@82.57@72.66159999999999@111.33@109.1034@skinport@csdeals@26.53
Sticker | Team EnVyUs | MLG Columbus 2016@2.7@2.3760000000000003@7.0@6.859999999999999@skinport@csdeals@4.16
Sticker | Team LDLC.com | DreamHack 2014@33.0@29.04@50.0@49.0@skinport@csdeals@16.0
Sticker | Team LDLC.com | Katowice 2014@2829.33@2489.8104@3500.0@3430.0@skinport@csdeals@600.67
Sticker | Team Liquid | Atlanta 2017@10.0@8.8@24.0@23.52@skinport@csdeals@13.52
Sticker | Team Liquid (Gold) | Antwerp 2022@7.13@6.2744@23.0@22.54@skinport@csdeals@15.41
Sticker | Team Liquid (Holo) | Stockholm 2021@4.16@3.6608@20.0@19.6@skinport@csdeals@15.44
Sticker | Team Liquid | MLG Columbus 2016@6.82@6.001600000000001@11.0@10.78@skinport@csdeals@3.96
Sticker | Team Spirit (Holo) | Stockholm 2021@5.12@4.5056@24.0@23.52@skinport@csdeals@18.4
Sticker | Team Spirit | Katowice 2019@2.87@2.5256000000000003@9.0@8.82@skinport@csdeals@5.95
Sticker | Titan | Katowice 2014@4005.29@3524.6552@7000.0@6860.0@skinport@csdeals@2854.71
Sticker | TYLOO (Gold) | 2020 RMR@21.62@19.0256@60.0@58.8@skinport@csdeals@37.18
Sticker | TYLOO (Holo) | 2020 RMR@1.56@1.3728@4.0@3.92@skinport@csdeals@2.36
Sticker | Tyloo (Holo) | Berlin 2019@6.48@5.702400000000001@10.0@9.8@skinport@csdeals@3.32
Sticker | Virtus.Pro | Atlanta 2017@5.0@4.4@11.0@10.78@skinport@csdeals@5.78
Sticker | Virtus.Pro | Cologne 2015@3.19@2.8072@6.0@5.88@skinport@csdeals@2.69
Sticker | Virtus.pro (Gold) | 2020 RMR@4.54@3.9952@8.0@7.84@skinport@csdeals@3.3
Sticker | Vitality (Holo) | Stockholm 2021@4.02@3.5376@11.44@11.2112@skinport@csdeals@7.19
Sticker | Vox Eminor | Cologne 2014@17.36@15.2768@25.0@24.5@skinport@csdeals@7.14
Sticker | WorldEdit (Foil) | Cologne 2015@11.56@10.1728@24.0@23.52@skinport@csdeals@11.96
Sticker | XANTARES (Holo) | Antwerp 2022@4.56@4.0128@9.2@9.016@skinport@csdeals@4.46
Sticker | YEKINDAR (Holo) | Antwerp 2022@4.0@3.52@11.0@10.78@skinport@csdeals@6.78
★ Stiletto Knife | Damascus Steel (Field-Tested)@271.27@238.7176@359.99@352.7902@skinport@csdeals@81.52
★ Stiletto Knife | Safari Mesh (Field-Tested)@189.18@166.4784@249.9@244.902@skinport@csdeals@55.72
★ Stiletto Knife | Ultraviolet (Field-Tested)@244.84@215.4592@294.42@288.5316@skinport@csdeals@43.69
★ Stiletto Knife | Urban Masked (Field-Tested)@206.99@182.1512@240.0@235.2@skinport@csdeals@28.21
Stockholm 2021 Challengers Patch Pack@10.62@9.3456@14.99@14.6902@skinport@csdeals@4.07
Stockholm 2021 Challengers Sticker Capsule@5.62@4.9456@8.06@7.8988@skinport@csdeals@2.28
★ Survival Knife@285.33@251.0904@299.0@293.02@skinport@csdeals@7.69
★ Survival Knife | Blue Steel (Factory New)@236.63@208.2344@279.99@274.3902@skinport@csdeals@37.76
★ Survival Knife | Scorched (Battle-Scarred)@103.5@91.08@130.99@128.3702@skinport@csdeals@24.87
★ Survival Knife | Slaughter (Minimal Wear)@295.81@260.3128@389.66@381.8668@skinport@csdeals@86.06
★ Talon Knife | Blue Steel (Field-Tested)@432.77@380.8376@469.99@460.5902@skinport@csdeals@27.82
★ Talon Knife | Boreal Forest (Battle-Scarred)@267.08@235.0304@297.9@291.94199999999995@skinport@csdeals@24.86
★ Talon Knife | Damascus Steel (Field-Tested)@406.57@357.7816@439.9@431.102@skinport@csdeals@24.53
