name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
StatTrak™ MAG-7 | Justice (Factory New)@28.16@24.7808@33.0@31.35@skinport@shadowpay@3.19
StatTrak™ MAG-7 | Justice (Minimal Wear)@9.13@8.034400000000002@17.92@17.024@skinport@shadowpay@7.89
StatTrak™ MP7 | Nemesis (Minimal Wear)@18.0@15.84@32.71@31.0745@skinport@shadowpay@13.07
StatTrak™ MP7 | Skulls (Minimal Wear)@18.12@15.9456@28.76@27.322@skinport@shadowpay@9.2
StatTrak™ MP7 | Special Delivery (Factory New)@9.46@8.324800000000002@12.96@12.312@skinport@shadowpay@2.85
StatTrak™ MP9 | Rose Iron (Minimal Wear)@13.35@11.748@16.85@16.0075@skinport@shadowpay@2.66
StatTrak™ MP9 | Starlight Protector (Factory New)@73.06@64.2928@91.0@86.45@skinport@shadowpay@13.39
StatTrak™ MP9 | Starlight Protector (Minimal Wear)@27.73@24.4024@32.77@31.131500000000003@skinport@shadowpay@3.4
★ StatTrak™ Navaja Knife | Crimson Web (Well-Worn)@145.44@127.9872@230.0@218.5@skinport@shadowpay@73.06
★ StatTrak™ Navaja Knife | Fade (Factory New)@328.35@288.94800000000004@404.41@384.1895@skinport@shadowpay@55.84
★ StatTrak™ Navaja Knife | Slaughter (Factory New)@230.16@202.5408@416.86@396.017@skinport@shadowpay@165.86
★ StatTrak™ Nomad Knife | Case Hardened (Field-Tested)@365.22@321.39360000000005@424.99@403.7405@skinport@shadowpay@38.52
★ StatTrak™ Nomad Knife | Slaughter (Minimal Wear)@478.54@421.1152@584.55@555.3224999999999@skinport@shadowpay@76.78
StatTrak™ Nova | Antique (Factory New)@23.49@20.6712@28.94@27.493@skinport@shadowpay@4.0
StatTrak™ Nova | Ghost Camo (Field-Tested)@3.27@2.8776@9.9@9.405@skinport@shadowpay@6.14
StatTrak™ Nova | Graphite (Factory New)@23.36@20.5568@35.58@33.800999999999995@skinport@shadowpay@10.44
StatTrak™ Nova | Hyper Beast (Well-Worn)@25.65@22.572@32.83@31.1885@skinport@shadowpay@5.54
StatTrak™ Nova | Rising Skull (Field-Tested)@9.46@8.324800000000002@12.55@11.9225@skinport@shadowpay@2.46
StatTrak™ P2000 | Fire Elemental (Minimal Wear)@81.23@71.4824@111.96@106.362@skinport@shadowpay@25.13
StatTrak™ P2000 | Wicked Sick (Field-Tested)@8.68@7.6384@13.19@12.530499999999998@skinport@shadowpay@3.85
StatTrak™ P250 | Cartel (Factory New)@70.74@62.2512@92.52@87.89399999999999@skinport@shadowpay@17.15
StatTrak™ P250 | Cartel (Field-Tested)@10.9@9.592@16.44@15.618@skinport@shadowpay@4.72
StatTrak™ P250 | Mehndi (Minimal Wear)@36.12@31.7856@40.56@38.532@skinport@shadowpay@2.41
StatTrak™ P250 | Muertos (Factory New)@27.82@24.4816@40.18@38.171@skinport@shadowpay@10.35
StatTrak™ P250 | Red Rock (Factory New)@24.87@21.8856@28.77@27.3315@skinport@shadowpay@2.46
StatTrak™ P250 | See Ya Later (Minimal Wear)@21.69@19.087200000000003@26.97@25.6215@skinport@shadowpay@3.93
StatTrak™ P250 | Steel Disruption (Field-Tested)@4.0@3.52@6.34@6.023@skinport@shadowpay@2.02
StatTrak™ P250 | Undertow (Factory New)@66.77@58.7576@79.58@75.601@skinport@shadowpay@8.83
StatTrak™ P250 | Undertow (Minimal Wear)@38.94@34.267199999999995@44.13@41.9235@skinport@shadowpay@2.98
StatTrak™ P250 | Visions (Minimal Wear)@14.51@12.7688@22.64@21.508@skinport@shadowpay@7.0
StatTrak™ P90 | Blind Spot (Factory New)@17.83@15.6904@34.76@33.022@skinport@shadowpay@15.19
StatTrak™ P90 | Blind Spot (Field-Tested)@14.24@12.5312@26.16@24.852@skinport@shadowpay@10.61
StatTrak™ P90 | Death by Kitty (Field-Tested)@100.0@88.0@122.41@116.2895@skinport@shadowpay@16.29
StatTrak™ P90 | Death by Kitty (Minimal Wear)@317.17@279.1096@451.04@428.488@skinport@shadowpay@111.32
StatTrak™ P90 | Death Grip (Field-Tested)@10.02@8.8176@16.59@15.7605@skinport@shadowpay@5.74
StatTrak™ P90 | Death Grip (Minimal Wear)@17.66@15.5408@28.4@26.98@skinport@shadowpay@9.32
StatTrak™ P90 | Shallow Grave (Factory New)@17.55@15.444@30.11@28.6045@skinport@shadowpay@11.05
StatTrak™ P90 | Shapewood (Factory New)@33.92@29.8496@62.43@59.3085@skinport@shadowpay@25.39
★ StatTrak™ Paracord Knife | Crimson Web (Battle-Scarred)@209.25@184.14@299.89@284.8955@skinport@shadowpay@75.65
★ StatTrak™ Paracord Knife | Crimson Web (Well-Worn)@281.38@247.6144@315.75@299.9625@skinport@shadowpay@18.58
★ StatTrak™ Paracord Knife | Scorched (Field-Tested)@113.64@100.0032@159.0@151.04999999999998@skinport@shadowpay@37.41
★ StatTrak™ Paracord Knife | Slaughter (Factory New)@417.33@367.2504@912.42@866.7989999999999@skinport@shadowpay@449.47
★ StatTrak™ Paracord Knife | Slaughter (Minimal Wear)@413.09@363.5192@466.0@442.7@skinport@shadowpay@29.61
★ StatTrak™ Paracord Knife | Urban Masked (Field-Tested)@138.58@121.95040000000002@219.67@208.6865@skinport@shadowpay@70.11
StatTrak™ PP-Bizon | Antique (Field-Tested)@11.32@9.9616@15.0@14.25@skinport@shadowpay@2.93
StatTrak™ R8 Revolver | Crazy 8 (Factory New)@8.68@7.6384@12.1@11.495@skinport@shadowpay@2.81
StatTrak™ R8 Revolver | Crimson Web (Factory New)@22.73@20.0024@38.47@36.5465@skinport@shadowpay@13.82
StatTrak™ R8 Revolver | Fade (Minimal Wear)@31.16@27.4208@38.98@37.031@skinport@shadowpay@5.87
StatTrak™ Sawed-Off | Devourer (Factory New)@36.79@32.3752@54.44@51.718@skinport@shadowpay@14.93
StatTrak™ Sawed-Off | Kiss♥Love (Field-Tested)@7.2@6.336@11.59@11.0105@skinport@shadowpay@3.81
StatTrak™ Sawed-Off | The Kraken (Factory New)@43.47@38.2536@83.81@79.6195@skinport@shadowpay@36.15
StatTrak™ Sawed-Off | The Kraken (Field-Tested)@17.24@15.1712@30.9@29.355@skinport@shadowpay@12.12
StatTrak™ Sawed-Off | Wasteland Princess (Field-Tested)@3.61@3.1768@7.92@7.524@skinport@shadowpay@3.91
StatTrak™ SCAR-20 | Cardiac (Factory New)@54.53@47.9864@107.69@102.3055@skinport@shadowpay@47.78
StatTrak™ SCAR-20 | Cyrex (Factory New)@131.32@115.5616@142.92@135.77399999999997@skinport@shadowpay@4.45
StatTrak™ SCAR-20 | Cyrex (Field-Tested)@70.1@61.688@138.76@131.82199999999995@skinport@shadowpay@61.72
StatTrak™ SG 553 | Colony IV (Field-Tested)@16.98@14.9424@24.46@23.237@skinport@shadowpay@6.26
StatTrak™ SG 553 | Dragon Tech (Battle-Scarred)@1.77@1.5576@5.58@5.301@skinport@shadowpay@3.53
StatTrak™ SG 553 | Dragon Tech (Field-Tested)@1.25@1.1@7.43@7.0585@skinport@shadowpay@5.81
StatTrak™ SG 553 | Ultraviolet (Factory New)@77.0@67.76@106.37@101.0515@skinport@shadowpay@24.05
StatTrak™ SG 553 | Ultraviolet (Minimal Wear)@17.44@15.3472@20.47@19.4465@skinport@shadowpay@2.01
★ StatTrak™ Shadow Daggers | Autotronic (Field-Tested)@123.5@108.68@150.0@142.5@skinport@shadowpay@19.0
★ StatTrak™ Shadow Daggers | Black Laminate (Minimal Wear)@102.52@90.2176@135.0@128.25@skinport@shadowpay@25.73
★ StatTrak™ Shadow Daggers | Bright Water (Factory New)@149.82@131.8416@210.0@199.5@skinport@shadowpay@49.68
★ StatTrak™ Shadow Daggers | Crimson Web (Field-Tested)@221.47@194.8936@250.0@237.5@skinport@shadowpay@16.03
★ StatTrak™ Shadow Daggers | Damascus Steel (Field-Tested)@115.64@101.7632@167.65@159.26749999999998@skinport@shadowpay@43.63
★ StatTrak™ Shadow Daggers | Fade (Factory New)@410.22@360.9936@482.05@457.9475@skinport@shadowpay@47.73
★ StatTrak™ Shadow Daggers | Gamma Doppler (Factory New)@261.53@230.1464@290.0@275.5@skinport@shadowpay@13.97
★ StatTrak™ Shadow Daggers | Marble Fade (Factory New)@285.0@250.8@309.98@294.481@skinport@shadowpay@9.48
★ StatTrak™ Shadow Daggers | Safari Mesh (Well-Worn)@87.63@77.1144@151.19@143.63049999999998@skinport@shadowpay@56.0
★ StatTrak™ Shadow Daggers | Slaughter (Minimal Wear)@222.57@195.8616@253.49@240.8155@skinport@shadowpay@18.25
★ StatTrak™ Shadow Daggers | Tiger Tooth (Factory New)@244.37@215.0456@327.78@311.391@skinport@shadowpay@67.02
★ StatTrak™ Skeleton Knife | Boreal Forest (Battle-Scarred)@285.52@251.2576@311.16@295.60200000000003@skinport@shadowpay@10.08
★ StatTrak™ Skeleton Knife | Forest DDPAT (Field-Tested)@294.96@259.5648@512.53@486.9035@skinport@shadowpay@191.94
★ StatTrak™ Skeleton Knife | Slaughter (Minimal Wear)@925.0@814.0@1349.99@1282.4905@skinport@shadowpay@357.49
StatTrak™ SSG 08 | Big Iron (Minimal Wear)@31.83@28.0104@56.18@53.371@skinport@shadowpay@21.54
StatTrak™ SSG 08 | Blood in the Water (Field-Tested)@150.12@132.1056@207.0@196.65@skinport@shadowpay@46.53
StatTrak™ SSG 08 | Blood in the Water (Minimal Wear)@169.68@149.3184@198.97@189.0215@skinport@shadowpay@19.34
StatTrak™ SSG 08 | Death's Head (Factory New)@22.5@19.8@36.94@35.093@skinport@shadowpay@12.59
StatTrak™ SSG 08 | Dragonfire (Factory New)@82.39@72.5032@101.96@96.862@skinport@shadowpay@14.47
StatTrak™ SSG 08 | Dragonfire (Minimal Wear)@46.26@40.7088@56.49@53.6655@skinport@shadowpay@7.41
StatTrak™ SSG 08 | Necropos (Factory New)@8.14@7.163200000000001@11.75@11.1625@skinport@shadowpay@3.02
StatTrak™ SSG 08 | Turbo Peek (Well-Worn)@10.72@9.4336@13.94@13.243@skinport@shadowpay@2.52
★ StatTrak™ Stiletto Knife | Blue Steel (Field-Tested)@313.83@276.1704@440.0@418.0@skinport@shadowpay@104.17
★ StatTrak™ Stiletto Knife | Boreal Forest (Field-Tested)@173.11@152.3368@185.0@175.75@skinport@shadowpay@2.64
★ StatTrak™ Stiletto Knife | Damascus Steel (Factory New)@392.04@344.9952@505.94@480.643@skinport@shadowpay@88.6
★ StatTrak™ Stiletto Knife | Damascus Steel (Field-Tested)@332.79@292.8552@542.97@515.8215@skinport@shadowpay@183.03
★ StatTrak™ Stiletto Knife | Doppler (Factory New)@645.48@568.0224000000001@830.0@788.5@skinport@shadowpay@143.02
★ StatTrak™ Stiletto Knife | Fade (Factory New)@1011.62@890.2256@1190.0@1130.5@skinport@shadowpay@118.88
★ StatTrak™ Stiletto Knife | Forest DDPAT (Battle-Scarred)@168.52@148.29760000000002@480.02@456.019@skinport@shadowpay@287.5
★ StatTrak™ Stiletto Knife | Marble Fade (Factory New)@548.1@482.328@634.99@603.2405@skinport@shadowpay@55.14
★ StatTrak™ Stiletto Knife | Tiger Tooth (Factory New)@511.93@450.4984@560.61@532.5794999999999@skinport@shadowpay@20.65
★ StatTrak™ Survival Knife@317.22@279.15360000000004@480.0@456.0@skinport@shadowpay@138.78
★ StatTrak™ Survival Knife | Case Hardened (Field-Tested)@318.18@279.9984@398.99@379.0405@skinport@shadowpay@60.86
★ StatTrak™ Survival Knife | Case Hardened (Minimal Wear)@267.08@235.0304@349.99@332.4905@skinport@shadowpay@65.41
★ StatTrak™ Survival Knife | Case Hardened (Well-Worn)@188.5@165.88@250.0@237.5@skinport@shadowpay@49.0
★ StatTrak™ Survival Knife | Crimson Web (Field-Tested)@274.31@241.3928@337.45@320.5775@skinport@shadowpay@46.27
★ StatTrak™ Survival Knife | Crimson Web (Minimal Wear)@454.05@399.564@850.0@807.5@skinport@shadowpay@353.45
★ StatTrak™ Survival Knife | Safari Mesh (Field-Tested)@111.29@97.9352@184.16@174.952@skinport@shadowpay@63.66
★ StatTrak™ Survival Knife | Safari Mesh (Minimal Wear)@115.36@101.5168@145.58@138.30100000000002@skinport@shadowpay@22.94
★ StatTrak™ Survival Knife | Slaughter (Factory New)@378.38@332.9744@409.99@389.4905@skinport@shadowpay@11.11
★ StatTrak™ Survival Knife | Urban Masked (Minimal Wear)@178.06@156.6928@194.66@184.927@skinport@shadowpay@6.87
★ StatTrak™ Talon Knife@639.0@562.32@799.0@759.05@skinport@shadowpay@120.05
★ StatTrak™ Talon Knife | Boreal Forest (Field-Tested)@328.3@288.904@364.33@346.1135@skinport@shadowpay@17.81
★ StatTrak™ Talon Knife | Crimson Web (Field-Tested)@490.01@431.2088@541.16@514.102@skinport@shadowpay@24.09
★ StatTrak™ Talon Knife | Damascus Steel (Minimal Wear)@499.38@439.4544@971.92@923.324@skinport@shadowpay@423.94
★ StatTrak™ Talon Knife | Doppler (Factory New)@1000.0@880.0@1220.0@1159.0@skinport@shadowpay@159.0
★ StatTrak™ Talon Knife | Forest DDPAT (Field-Tested)@292.52@257.4176@362.54@344.413@skinport@shadowpay@51.89
★ StatTrak™ Talon Knife | Marble Fade (Factory New)@1118.45@984.236@1291.43@1226.8585@skinport@shadowpay@108.41
★ StatTrak™ Talon Knife | Slaughter (Factory New)@900.28@792.2464@1293.4@1228.73@skinport@shadowpay@328.45
★ StatTrak™ Talon Knife | Slaughter (Minimal Wear)@678.86@597.3968@880.64@836.608@skinport@shadowpay@157.75
★ StatTrak™ Talon Knife | Ultraviolet (Field-Tested)@462.64@407.1232@634.51@602.7845@skinport@shadowpay@140.14
★ StatTrak™ Talon Knife | Urban Masked (Battle-Scarred)@301.45@265.276@450.72@428.184@skinport@shadowpay@126.73
StatTrak™ UMP-45 | Gold Bismuth (Factory New)@12.87@11.3256@18.73@17.793499999999998@skinport@shadowpay@4.92
StatTrak™ UMP-45 | Plastique (Factory New)@4.66@4.1008@9.32@8.854@skinport@shadowpay@4.19
StatTrak™ UMP-45 | Primal Saber (Factory New)@30.37@26.7256@45.26@42.99699999999999@skinport@shadowpay@12.63
StatTrak™ UMP-45 | Wild Child (Factory New)@61.73@54.3224@91.71@87.12449999999998@skinport@shadowpay@25.39
★ StatTrak™ Ursus Knife | Crimson Web (Field-Tested)@371.39@326.8232@406.28@385.966@skinport@shadowpay@14.58
★ StatTrak™ Ursus Knife | Crimson Web (Minimal Wear)@553.45@487.03600000000006@645.0@612.75@skinport@shadowpay@59.3
★ StatTrak™ Ursus Knife | Damascus Steel (Factory New)@310.0@272.8@330.35@313.8325@skinport@shadowpay@3.83
★ StatTrak™ Ursus Knife | Doppler (Factory New)@472.98@416.2224@515.0@489.25@skinport@shadowpay@16.27
★ StatTrak™ Ursus Knife | Marble Fade (Factory New)@524.71@461.74480000000005@636.0@604.1999999999999@skinport@shadowpay@79.49
★ StatTrak™ Ursus Knife | Tiger Tooth (Factory New)@444.81@391.4328@842.77@800.6315@skinport@shadowpay@355.82
★ StatTrak™ Ursus Knife | Ultraviolet (Field-Tested)@221.54@194.9552@243.99@231.7905@skinport@shadowpay@10.25
StatTrak™ USP-S | Black Lotus (Factory New)@34.5@30.36@49.16@46.70199999999999@skinport@shadowpay@12.2
StatTrak™ USP-S | Blueprint (Factory New)@135.14@118.9232@186.54@177.213@skinport@shadowpay@42.07
StatTrak™ USP-S | Blueprint (Field-Tested)@11.96@10.5248@15.02@14.268999999999998@skinport@shadowpay@2.31
StatTrak™ USP-S | Caiman (Field-Tested)@53.42@47.0096@66.89@63.5455@skinport@shadowpay@10.13
StatTrak™ USP-S | Dark Water (Field-Tested)@110.16@96.9408@150.11@142.6045@skinport@shadowpay@32.44
StatTrak™ USP-S | Kill Confirmed (Factory New)@596.51@524.9288@842.08@799.976@skinport@shadowpay@203.47
StatTrak™ USP-S | Kill Confirmed (Field-Tested)@139.1@122.408@149.2@141.73999999999998@skinport@shadowpay@2.64
StatTrak™ USP-S | Kill Confirmed (Minimal Wear)@248.43@218.6184@287.31@272.9445@skinport@shadowpay@24.51
StatTrak™ USP-S | Kill Confirmed (Well-Worn)@95.7@84.21600000000001@112.97@107.3215@skinport@shadowpay@11.62
StatTrak™ USP-S | Monster Mashup (Battle-Scarred)@16.97@14.933599999999998@20.47@19.4465@skinport@shadowpay@2.48
StatTrak™ USP-S | Monster Mashup (Factory New)@83.46@73.4448@94.99@90.2405@skinport@shadowpay@6.78
StatTrak™ USP-S | Monster Mashup (Minimal Wear)@46.99@41.3512@59.49@56.5155@skinport@shadowpay@9.53
StatTrak™ USP-S | Orion (Factory New)@124.08@109.1904@180.02@171.019@skinport@shadowpay@46.94
StatTrak™ USP-S | Orion (Minimal Wear)@91.96@80.92479999999999@105.0@99.75@skinport@shadowpay@7.79
StatTrak™ USP-S | Overgrowth (Field-Tested)@47.26@41.5888@53.94@51.243@skinport@shadowpay@3.98
StatTrak™ USP-S | Overgrowth (Minimal Wear)@63.42@55.8096@92.04@87.438@skinport@shadowpay@24.02
StatTrak™ USP-S | Printstream (Factory New)@393.96@346.6848@418.99@398.0405@skinport@shadowpay@4.08
StatTrak™ USP-S | Printstream (Field-Tested)@94.75@83.38@107.51@102.1345@skinport@shadowpay@7.38
StatTrak™ USP-S | Serum (Factory New)@72.34@63.659200000000006@84.97@80.72149999999999@skinport@shadowpay@8.38
StatTrak™ USP-S | Stainless (Minimal Wear)@31.08@27.3504@36.54@34.713@skinport@shadowpay@3.63
StatTrak™ USP-S | The Traitor (Field-Tested)@32.15@28.292@36.48@34.656@skinport@shadowpay@2.51
StatTrak™ USP-S | The Traitor (Minimal Wear)@56.75@49.94@62.31@59.1945@skinport@shadowpay@2.44
StatTrak™ XM1014 | Incinegator (Minimal Wear)@41.72@36.7136@65.42@62.149@skinport@shadowpay@20.43
StatTrak™ XM1014 | Teclu Burner (Factory New)@7.5@6.6@11.86@11.267@skinport@shadowpay@3.77
Sticker | 9z Team (Holo) | Rio 2022@4.04@3.5552@7.16@6.802@skinport@shadowpay@2.76
Sticker | ALEX (Foil) | Katowice 2019@6.67@5.8696@10.24@9.728@skinport@shadowpay@3.06
Sticker | Apeks (Gold) | Paris 2023@12.28@10.8064@15.84@15.048@skinport@shadowpay@2.77
Sticker | apEX (Foil) | Krakow 2017@41.15@36.212@46.7@44.365@skinport@shadowpay@3.22
Sticker | arT (Gold) | Antwerp 2022@29.87@26.2856@48.86@46.417@skinport@shadowpay@16.55
Sticker | arT (Holo) | Antwerp 2022@10.71@9.4248@18.0@17.099999999999998@skinport@shadowpay@6.39
Sticker | arT (Holo) | Rio 2022@7.38@6.4944@10.09@9.5855@skinport@shadowpay@2.21
Sticker | Astralis (Foil) | Krakow 2017@17.44@15.3472@24.78@23.541@skinport@shadowpay@6.1
Sticker | Astralis (Holo) | London 2018@16.68@14.6784@25.7@24.415@skinport@shadowpay@7.74
Sticker | Astralis (Holo) | Stockholm 2021@6.11@5.3768@9.71@9.2245@skinport@shadowpay@3.11
Sticker | Battle Scarred (Holo)@9.44@8.3072@12.9@12.255@skinport@shadowpay@2.82
Sticker | Big Clucks (Foil)@2.74@2.4112@6.8@6.46@skinport@shadowpay@3.72
Sticker | blameF (Gold) | Antwerp 2022@9.63@8.474400000000001@16.29@15.475499999999998@skinport@shadowpay@5.85
Sticker | bLitz (Gold) | Paris 2023@1.74@1.5312@9.22@8.759@skinport@shadowpay@7.02
Sticker | bondik (Foil) | London 2018@20.58@18.1104@24.22@23.009@skinport@shadowpay@2.43
Sticker | broky (Holo) | Paris 2023@3.33@2.9304@13.32@12.654@skinport@shadowpay@9.32
Sticker | broky (Holo) | Rio 2022@1.74@1.5312@5.23@4.968500000000001@skinport@shadowpay@3.23
Sticker | BUDA (Holo) | Rio 2022@1.28@1.1264@6.53@6.2035@skinport@shadowpay@4.92
Sticker | buster (Gold) | Stockholm 2021@5.15@4.532@15.8@15.01@skinport@shadowpay@9.86
Sticker | Cloud9 G2A | Cologne 2015@2.74@2.4112@10.57@10.0415@skinport@shadowpay@7.3
Sticker | Cloud9 (Gold) | Antwerp 2022@23.63@20.7944@28.11@26.7045@skinport@shadowpay@3.07
Sticker | Cloud9 (Holo) | Boston 2018@90.0@79.2@135.0@128.25@skinport@shadowpay@38.25
Sticker | Cloud9 | MLG Columbus 2016@4.37@3.8456@13.36@12.691999999999998@skinport@shadowpay@8.32
Sticker | dAT team | Cologne 2014@8.22@7.233600000000001@16.5@15.675@skinport@shadowpay@7.46
Sticker | DD | Boston 2018@20.03@17.6264@27.97@26.5715@skinport@shadowpay@6.54
Sticker | dgt (Holo) | Antwerp 2022@3.49@3.0712@5.91@5.6145@skinport@shadowpay@2.12
Sticker | DickStacy | Katowice 2019@31.71@27.9048@57.13@54.2735@skinport@shadowpay@22.56
Sticker | ELEAGUE | Atlanta 2017@1.78@1.5664@4.05@3.8475@skinport@shadowpay@2.07
Sticker | Entropiq (Foil) | Stockholm 2021@44.4@39.072@61.98@58.88099999999999@skinport@shadowpay@14.48
Sticker | ESL (Foil) | Cologne 2015@8.35@7.348@11.2@10.64@skinport@shadowpay@2.29
Sticker | ESL (Foil) | Cologne 2016@14.38@12.6544@18.65@17.717499999999998@skinport@shadowpay@3.34
Sticker | ESL One | Katowice 2015@5.56@4.892799999999999@9.0@8.549999999999999@skinport@shadowpay@2.99
Sticker | f0rest (Gold) | Berlin 2019@30.9@27.192@54.8@52.06@skinport@shadowpay@21.16
Sticker | FalleN | Cluj-Napoca 2015@8.68@7.6384@14.1@13.395@skinport@shadowpay@4.72
Sticker | FaZe Clan (Foil) | Katowice 2019@16.73@14.7224@23.51@22.3345@skinport@shadowpay@5.6
Sticker | FaZe Clan (Holo) | Katowice 2019@7.48@6.582400000000001@11.87@11.2765@skinport@shadowpay@3.8
Sticker | FaZe Clan (Holo) | Krakow 2017@17.86@15.7168@21.0@19.95@skinport@shadowpay@2.09
Sticker | fer | Cologne 2016@2.96@2.6048@11.75@11.1625@skinport@shadowpay@8.2
Sticker | flamie | Cluj-Napoca 2015@2.0@1.76@4.68@4.446@skinport@shadowpay@2.45
Sticker | Flipsid3 Tactics | DreamHack 2014@51.26@45.1088@77.37@73.50150000000001@skinport@shadowpay@22.24
Sticker | Flipsid3 Tactics (Foil) | Cologne 2015@26.65@23.452@33.42@31.749@skinport@shadowpay@5.1
Sticker | forZe eSports (Foil) | Berlin 2019@2.62@2.3056@12.38@11.761@skinport@shadowpay@9.14
Sticker | FURIA (Gold) | Paris 2023@7.93@6.9784@24.79@23.5505@skinport@shadowpay@15.62
Sticker | FURIA (Gold) | Rio 2022@10.0@8.8@16.0@15.2@skinport@shadowpay@5.2
Sticker | G2 Esports | Cluj-Napoca 2015@3.08@2.7104@12.5@11.875@skinport@shadowpay@8.8
Sticker | Gambit Esports (Foil) | Boston 2018@30.1@26.488000000000003@50.0@47.5@skinport@shadowpay@17.4
Sticker | Gambit Esports (Holo) | Boston 2018@26.69@23.4872@59.99@56.9905@skinport@shadowpay@30.3
Sticker | Gambit Gaming (Gold) | Stockholm 2021@11.12@9.7856@25.47@24.1965@skinport@shadowpay@13.08
Sticker | Gambit Gaming | MLG Columbus 2016@2.56@2.2528@5.16@4.902@skinport@shadowpay@2.34
Sticker | GamerLegion (Gold) | Paris 2023@5.29@4.6552@8.5@8.075@skinport@shadowpay@2.78
Sticker | gla1ve | Cologne 2016@4.16@3.6608@6.99@6.6405@skinport@shadowpay@2.48
Sticker | gob b (Foil) | London 2018@11.12@9.7856@30.0@28.5@skinport@shadowpay@17.38
Sticker | Grayhound Gaming (Foil) | Katowice 2019@7.5@6.6@16.8@15.96@skinport@shadowpay@8.46
Sticker | Great Wave (Foil)@14.27@12.5576@32.22@30.609@skinport@shadowpay@16.34
Sticker | Grim (Holo) | Antwerp 2022@2.52@2.2176@6.91@6.5645@skinport@shadowpay@4.04
Sticker | Guardian Dragon (Foil)@7.51@6.6088@12.0@11.4@skinport@shadowpay@3.89
Sticker | GuardiaN (Foil) | Krakow 2017@55.64@48.9632@66.77@63.43149999999999@skinport@shadowpay@7.79
Sticker | Happy | Atlanta 2017@4.33@3.8104@13.36@12.691999999999998@skinport@shadowpay@8.36
Sticker | HellRaisers (Holo) | Atlanta 2017@77.89@68.5432@92.64@88.008@skinport@shadowpay@10.12
Sticker | HellRaisers (Holo) | London 2018@24.01@21.1288@36.13@34.3235@skinport@shadowpay@10.31
Sticker | Heroic (Gold) | Stockholm 2021@17.93@15.7784@22.0@20.9@skinport@shadowpay@2.97
Sticker | HObbit (Gold) | Stockholm 2021@11.12@9.7856@24.7@23.465@skinport@shadowpay@12.34
Sticker | HooXi (Holo) | Antwerp 2022@6.0@5.28@11.64@11.058@skinport@shadowpay@5.06
Sticker | huNter- (Gold) | Stockholm 2021@13.9@12.232@29.93@28.4335@skinport@shadowpay@14.53
Sticker | IEM (Foil) | Katowice 2019@9.45@8.315999999999999@17.9@17.005@skinport@shadowpay@7.56
Sticker | iM (Holo) | Paris 2023@8.0@7.04@12.84@12.198@skinport@shadowpay@4.2
Sticker | Infinite Diamond (Holo)@9.21@8.104800000000001@13.59@12.9105@skinport@shadowpay@3.7
Sticker | Jame (Gold, Champion) | Rio 2022@11.86@10.4368@15.2@14.44@skinport@shadowpay@2.58
Sticker | JT (Holo) | Paris 2023@4.82@4.2416@8.15@7.7425@skinport@shadowpay@2.92
Sticker | k0nfig (Foil) | Krakow 2017@57.8@50.864@76.01@72.2095@skinport@shadowpay@14.41
Sticker | k0nfig | Krakow 2017@3.42@3.0096@6.66@6.327@skinport@shadowpay@2.91
Sticker | karrigan (Gold) | Paris 2023@16.23@14.2824@25.89@24.5955@skinport@shadowpay@8.37
Sticker | keev (Foil) | Krakow 2017@106.75@93.94@122.91@116.7645@skinport@shadowpay@10.01
Sticker | kennyS | London 2018@6.04@5.3152@10.55@10.0225@skinport@shadowpay@3.98
Sticker | Keoz (Holo) | Paris 2023@2.01@1.7688@4.34@4.122999999999999@skinport@shadowpay@2.11
Sticker | kioShiMa (Foil) | Katowice 2019@12.55@11.044@17.64@16.758@skinport@shadowpay@4.21
Sticker | Lekr0 (Foil) | Katowice 2019@2.45@2.156@5.0@4.75@skinport@shadowpay@2.3
Sticker | Liazz (Gold) | Katowice 2019@39.76@34.9888@51.75@49.1625@skinport@shadowpay@9.4
Sticker | Liquid Fire (Holo)@18.35@16.148@31.74@30.153@skinport@shadowpay@11.8
Sticker | Luminosity Gaming (Foil) | Cologne 2015@45.01@39.6088@49.54@47.063@skinport@shadowpay@2.05
Sticker | m0NESY (Gold) | Antwerp 2022@163.68@144.0384@300.0@285.0@skinport@shadowpay@121.32
Sticker | Maikelele | Cluj-Napoca 2015@2.3@2.024@10.85@10.3075@skinport@shadowpay@8.01
Sticker | max (Holo) | Antwerp 2022@16.0@14.08@27.84@26.448@skinport@shadowpay@10.45
Sticker | Misfits Gaming | Boston 2018@1.35@1.1880000000000002@6.88@6.536@skinport@shadowpay@5.19
Sticker | misutaaa (Gold) | Stockholm 2021@3.61@3.1768@11.0@10.45@skinport@shadowpay@6.84
Sticker | Mood Ring Strafe (Holo)@10.8@9.504@14.08@13.376@skinport@shadowpay@2.58
Sticker | mousesports | Krakow 2017@2.98@2.6224@6.88@6.536@skinport@shadowpay@3.56
Sticker | MSL (Foil) | Krakow 2017@67.46@59.3648@79.8@75.80999999999999@skinport@shadowpay@8.35
Sticker | n0thing (Foil) | Krakow 2017@47.04@41.3952@61.18@58.121@skinport@shadowpay@11.08
Sticker | nafany (Holo) | Rio 2022@1.76@1.5488@7.44@7.068@skinport@shadowpay@5.31
Sticker | Natus Vincere | Atlanta 2017@4.6@4.048@12.54@11.912999999999998@skinport@shadowpay@7.31
