name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
★ Paracord Knife | Safari Mesh (Well-Worn)@100.82@88.7216@121.77@115.6815@skinport@shadowpay@14.86
★ Paracord Knife | Scorched (Battle-Scarred)@116.83@102.8104@125.44@119.168@skinport@shadowpay@2.34
★ Paracord Knife | Scorched (Well-Worn)@127.74@112.4112@149.0@141.54999999999998@skinport@shadowpay@13.81
★ Paracord Knife | Stained (Battle-Scarred)@144.66@127.3008@169.99@161.4905@skinport@shadowpay@16.83
★ Paracord Knife | Stained (Factory New)@226.91@199.6808@360.0@342.0@skinport@shadowpay@115.09
★ Paracord Knife | Urban Masked (Well-Worn)@112.39@98.9032@142.59@135.4605@skinport@shadowpay@23.07
Paris 2023 Vertigo Souvenir Package@3.18@2.7984@6.19@5.8805000000000005@skinport@shadowpay@2.7
Patch | Death From Below@5.85@5.148@10.86@10.316999999999998@skinport@shadowpay@4.47
Patch | Elder God@30.1@26.488000000000003@41.67@39.5865@skinport@shadowpay@9.49
Patch | ENCE (Gold) | Stockholm 2021@11.44@10.0672@15.0@14.25@skinport@shadowpay@2.81
Patch | Metal Silver Demon@13.7@12.056@21.5@20.425@skinport@shadowpay@6.73
Patch | Sharks Esports (Gold) | Stockholm 2021@9.33@8.2104@13.8@13.11@skinport@shadowpay@3.78
Patch | Team Spirit (Gold) | Stockholm 2021@19.61@17.2568@23.0@21.85@skinport@shadowpay@2.24
Patch | Vitality (Gold) | Stockholm 2021@9.1@8.008@21.02@19.969@skinport@shadowpay@10.87
PP-Bizon | Carbon Fiber (Minimal Wear)@9.96@8.764800000000001@19.55@18.5725@skinport@shadowpay@8.61
PP-Bizon | Embargo (Field-Tested)@1.2@1.056@6.37@6.0515@skinport@shadowpay@4.85
PP-Bizon | Embargo (Minimal Wear)@3.22@2.8336@5.77@5.4815@skinport@shadowpay@2.26
PP-Bizon | Embargo (Well-Worn)@1.21@1.0648@5.93@5.6335@skinport@shadowpay@4.42
PP-Bizon | Rust Coat (Battle-Scarred)@25.0@22.0@31.11@29.5545@skinport@shadowpay@4.55
R8 Revolver | Canal Spray (Factory New)@5.55@4.884@8.47@8.0465@skinport@shadowpay@2.5
Rio 2022 Viewer Pass + 3 Souvenir Tokens@33.04@29.0752@65.0@61.75@skinport@shadowpay@28.71
Sawed-Off | First Class (Field-Tested)@28.99@25.5112@51.99@49.3905@skinport@shadowpay@20.4
SCAR-20 | Cyrex (Field-Tested)@37.84@33.299200000000006@42.21@40.0995@skinport@shadowpay@2.26
SCAR-20 | Cyrex (Minimal Wear)@48.19@42.4072@53.3@50.635@skinport@shadowpay@2.45
SCAR-20 | Cyrex (Well-Worn)@31.44@27.6672@61.78@58.691@skinport@shadowpay@27.25
SCAR-20 | Palm (Field-Tested)@14.6@12.848@21.5@20.425@skinport@shadowpay@5.83
SCAR-20 | Splash Jam (Battle-Scarred)@7.68@6.7584@12.06@11.457@skinport@shadowpay@3.78
SCAR-20 | Splash Jam (Field-Tested)@12.23@10.7624@15.22@14.459@skinport@shadowpay@2.23
SG 553 | Colony IV (Factory New)@41.76@36.7488@50.78@48.241@skinport@shadowpay@6.48
SG 553 | Cyrex (Factory New)@16.88@14.8544@27.47@26.0965@skinport@shadowpay@9.22
SG 553 | Gator Mesh (Factory New)@6.9@6.072@15.9@15.105@skinport@shadowpay@8.2
SG 553 | Gator Mesh (Minimal Wear)@6.07@5.341600000000001@17.53@16.6535@skinport@shadowpay@10.58
SG 553 | Gator Mesh (Well-Worn)@5.76@5.0688@22.19@21.0805@skinport@shadowpay@15.32
SG 553 | Integrale (Factory New)@126.19@111.0472@183.43@174.2585@skinport@shadowpay@48.07
SG 553 | Traveler (Factory New)@13.35@11.748@27.99@26.5905@skinport@shadowpay@13.24
SG 553 | Ultraviolet (Factory New)@32.67@28.7496@37.56@35.682@skinport@shadowpay@3.01
SG 553 | Ultraviolet (Well-Worn)@18.99@16.711199999999998@22.63@21.4985@skinport@shadowpay@2.51
★ Shadow Daggers@189.5@166.76@223.14@211.983@skinport@shadowpay@22.48
★ Shadow Daggers | Autotronic (Battle-Scarred)@100.15@88.132@114.5@108.775@skinport@shadowpay@8.62
★ Shadow Daggers | Autotronic (Factory New)@239.26@210.5488@392.56@372.932@skinport@shadowpay@133.67
★ Shadow Daggers | Black Laminate (Field-Tested)@86.56@76.17280000000001@101.81@96.7195@skinport@shadowpay@10.16
★ Shadow Daggers | Black Laminate (Minimal Wear)@106.64@93.8432@115.0@109.25@skinport@shadowpay@2.61
★ Shadow Daggers | Blue Steel (Field-Tested)@90.5@79.64@112.59@106.9605@skinport@shadowpay@16.46
★ Shadow Daggers | Blue Steel (Well-Worn)@105.23@92.6024@120.07@114.0665@skinport@shadowpay@8.84
★ Shadow Daggers | Bright Water (Factory New)@107.95@94.996@118.8@112.86@skinport@shadowpay@4.91
★ Shadow Daggers | Bright Water (Minimal Wear)@100.67@88.5896@109.93@104.4335@skinport@shadowpay@3.76
★ Shadow Daggers | Bright Water (Well-Worn)@130.78@115.0864@165.74@157.453@skinport@shadowpay@26.67
★ Shadow Daggers | Case Hardened (Battle-Scarred)@139.0@122.32@153.24@145.578@skinport@shadowpay@6.58
★ Shadow Daggers | Case Hardened (Field-Tested)@140.32@123.4816@189.41@179.93949999999998@skinport@shadowpay@39.62
★ Shadow Daggers | Case Hardened (Minimal Wear)@210.0@184.8@333.13@316.4735@skinport@shadowpay@106.47
★ Shadow Daggers | Case Hardened (Well-Worn)@129.08@113.59040000000002@148.32@140.904@skinport@shadowpay@11.82
★ Shadow Daggers | Crimson Web (Minimal Wear)@261.53@230.1464@467.89@444.4955@skinport@shadowpay@182.97
★ Shadow Daggers | Damascus Steel (Battle-Scarred)@118.36@104.1568@140.81@133.7695@skinport@shadowpay@15.41
★ Shadow Daggers | Damascus Steel (Factory New)@116.94@102.9072@156.75@148.9125@skinport@shadowpay@31.97
★ Shadow Daggers | Damascus Steel (Field-Tested)@94.6@83.24799999999999@109.2@103.74@skinport@shadowpay@9.14
★ Shadow Daggers | Damascus Steel (Minimal Wear)@109.12@96.0256@138.48@131.55599999999998@skinport@shadowpay@22.44
★ Shadow Daggers | Doppler (Factory New)@206.67@181.8696@228.86@217.417@skinport@shadowpay@10.75
★ Shadow Daggers | Doppler (Minimal Wear)@261.52@230.1376@408.67@388.2365@skinport@shadowpay@126.72
★ Shadow Daggers | Fade (Factory New)@367.24@323.1712@445.19@422.9305@skinport@shadowpay@55.69
★ Shadow Daggers | Forest DDPAT (Minimal Wear)@105.71@93.0248@138.31@131.3945@skinport@shadowpay@25.68
★ Shadow Daggers | Freehand (Minimal Wear)@121.14@106.6032@132.28@125.666@skinport@shadowpay@4.53
★ Shadow Daggers | Lore (Battle-Scarred)@136.44@120.0672@175.0@166.25@skinport@shadowpay@29.81
★ Shadow Daggers | Lore (Factory New)@444.04@390.7552@560.0@532.0@skinport@shadowpay@87.96
★ Shadow Daggers | Lore (Field-Tested)@159.43@140.29840000000002@195.98@186.181@skinport@shadowpay@26.75
★ Shadow Daggers | Lore (Minimal Wear)@214.42@188.6896@234.85@223.1075@skinport@shadowpay@8.69
★ Shadow Daggers | Night (Battle-Scarred)@86.37@76.0056@110.21@104.6995@skinport@shadowpay@18.33
★ Shadow Daggers | Night (Field-Tested)@95.21@83.78479999999999@102.99@97.8405@skinport@shadowpay@2.63
★ Shadow Daggers | Night (Minimal Wear)@111.28@97.9264@145.0@137.75@skinport@shadowpay@26.47
★ Shadow Daggers | Scorched (Battle-Scarred)@82.06@72.2128@94.99@90.2405@skinport@shadowpay@8.18
★ Shadow Daggers | Stained (Field-Tested)@103.7@91.256@128.86@122.417@skinport@shadowpay@18.72
★ Shadow Daggers | Stained (Minimal Wear)@109.06@95.9728@126.7@120.365@skinport@shadowpay@11.3
★ Shadow Daggers | Ultraviolet (Battle-Scarred)@92.66@81.5408@102.99@97.8405@skinport@shadowpay@5.18
★ Shadow Daggers | Ultraviolet (Field-Tested)@104.17@91.6696@131.1@124.545@skinport@shadowpay@20.38
★ Shadow Daggers | Ultraviolet (Well-Worn)@112.09@98.6392@131.31@124.7445@skinport@shadowpay@12.65
★ Shadow Daggers | Urban Masked (Battle-Scarred)@103.34@90.9392@155.0@147.25@skinport@shadowpay@43.91
★ Shadow Daggers | Urban Masked (Minimal Wear)@109.31@96.1928@201.02@190.969@skinport@shadowpay@81.66
★ Skeleton Knife | Blue Steel (Field-Tested)@486.89@428.4632@532.38@505.761@skinport@shadowpay@18.87
★ Skeleton Knife | Blue Steel (Minimal Wear)@534.19@470.08720000000005@731.59@695.0105@skinport@shadowpay@160.82
★ Skeleton Knife | Blue Steel (Well-Worn)@420.69@370.2072@470.9@447.355@skinport@shadowpay@26.67
★ Skeleton Knife | Boreal Forest (Well-Worn)@322.73@284.0024@382.51@363.3845@skinport@shadowpay@40.65
★ Skeleton Knife | Case Hardened (Field-Tested)@633.23@557.2424@702.0@666.9@skinport@shadowpay@33.67
★ Skeleton Knife | Case Hardened (Minimal Wear)@684.99@602.7912@765.15@726.8924999999999@skinport@shadowpay@41.9
★ Skeleton Knife | Case Hardened (Well-Worn)@444.04@390.7552@530.0@503.5@skinport@shadowpay@59.46
★ Skeleton Knife | Crimson Web (Battle-Scarred)@644.36@567.0368@710.0@674.5@skinport@shadowpay@30.14
★ Skeleton Knife | Crimson Web (Field-Tested)@1061.2@933.856@1167.2@1108.84@skinport@shadowpay@47.64
★ Skeleton Knife | Crimson Web (Well-Worn)@1012.53@891.0264@1342.37@1275.2515@skinport@shadowpay@262.72
★ Skeleton Knife | Fade (Factory New)@2031.96@1788.1248@2200.0@2090.0@skinport@shadowpay@58.04
★ Skeleton Knife | Forest DDPAT (Battle-Scarred)@289.35@254.628@309.64@294.158@skinport@shadowpay@4.81
★ Skeleton Knife | Forest DDPAT (Field-Tested)@277.84@244.4992@296.99@282.1405@skinport@shadowpay@4.3
★ Skeleton Knife | Forest DDPAT (Minimal Wear)@310.04@272.83520000000004@342.99@325.8405@skinport@shadowpay@15.8
★ Skeleton Knife | Night Stripe (Field-Tested)@373.57@328.7416@405.54@385.263@skinport@shadowpay@11.69
★ Skeleton Knife | Safari Mesh (Battle-Scarred)@278.63@245.1944@315.99@300.1905@skinport@shadowpay@21.56
★ Skeleton Knife | Safari Mesh (Field-Tested)@250.49@220.4312@283.28@269.116@skinport@shadowpay@18.63
★ Skeleton Knife | Scorched (Field-Tested)@251.28@221.1264@295.15@280.3925@skinport@shadowpay@29.11
★ Skeleton Knife | Slaughter (Factory New)@950.0@836.0@1200.0@1140.0@skinport@shadowpay@190.0
★ Skeleton Knife | Slaughter (Minimal Wear)@924.0@813.12@1044.54@992.313@skinport@shadowpay@68.31
★ Skeleton Knife | Stained (Minimal Wear)@550.88@484.7744@638.0@606.1@skinport@shadowpay@55.22
★ Skeleton Knife | Stained (Well-Worn)@422.62@371.9056@456.68@433.846@skinport@shadowpay@11.23
★ Skeleton Knife | Urban Masked (Minimal Wear)@363.23@319.6424@412.46@391.837@skinport@shadowpay@28.61
Souvenir AK-47 | Gold Arabesque (Battle-Scarred)@2893.61@2546.3768@4500.0@4275.0@skinport@shadowpay@1381.39
Souvenir AK-47 | Gold Arabesque (Field-Tested)@3197.84@2814.0992@3500.0@3325.0@skinport@shadowpay@127.16
Souvenir AK-47 | Panthera onca (Minimal Wear)@347.8@306.064@452.44@429.818@skinport@shadowpay@82.02
Souvenir Desert Eagle | Fennec Fox (Factory New)@478.53@421.1064@552.0@524.4@skinport@shadowpay@45.87
Souvenir Desert Eagle | Fennec Fox (Field-Tested)@216.71@190.7048@349.59@332.11049999999994@skinport@shadowpay@115.4
Souvenir Dual Berettas | Demolition (Battle-Scarred)@7.95@6.996@11.54@10.963@skinport@shadowpay@3.01
Souvenir FAMAS | Styx (Factory New)@80.56@70.89280000000001@108.62@103.189@skinport@shadowpay@22.63
Souvenir Galil AR | Cerberus (Minimal Wear)@117.14@103.0832@176.27@167.4565@skinport@shadowpay@50.32
Souvenir Glock-18 | Nuclear Garden (Minimal Wear)@60.08@52.8704@88.18@83.771@skinport@shadowpay@23.69
Souvenir Glock-18 | Reactor (Field-Tested)@20.0@17.6@25.69@24.4055@skinport@shadowpay@4.41
Souvenir M4A1-S | Control Panel (Field-Tested)@84.03@73.9464@107.59@102.2105@skinport@shadowpay@18.18
Souvenir M4A1-S | Master Piece (Minimal Wear)@400.63@352.5544@452.59@429.9605@skinport@shadowpay@29.33
Souvenir M4A1-S | VariCamo (Minimal Wear)@32.83@28.8904@44.11@41.9045@skinport@shadowpay@9.07
Souvenir M4A4 | Red DDPAT (Factory New)@33.33@29.3304@39.01@37.0595@skinport@shadowpay@3.73
Souvenir MAC-10 | Case Hardened (Field-Tested)@9.45@8.315999999999999@13.11@12.4545@skinport@shadowpay@3.0
Souvenir MAC-10 | Gold Brick (Factory New)@89.03@78.3464@112.27@106.6565@skinport@shadowpay@17.63
Souvenir MAC-10 | Nuclear Garden (Factory New)@77.9@68.552@91.14@86.583@skinport@shadowpay@8.68
Souvenir MAG-7 | Silver (Factory New)@15.0@13.2@20.12@19.114@skinport@shadowpay@4.11
Souvenir MP9 | Hot Rod (Factory New)@70.87@62.36560000000001@106.61@101.2795@skinport@shadowpay@30.41
Souvenir MP9 | Sand Dashed (Factory New)@7.46@6.5648@18.78@17.841@skinport@shadowpay@10.38
Souvenir Nova | Walnut (Factory New)@12.7@11.176@29.72@28.234@skinport@shadowpay@15.53
Souvenir P2000 | Chainmail (Factory New)@15.58@13.7104@49.0@46.55@skinport@shadowpay@30.97
Souvenir P250 | Vino Primo (Well-Worn)@5.61@4.936800000000001@8.09@7.685499999999999@skinport@shadowpay@2.08
Souvenir SSG 08 | Carbon Fiber (Minimal Wear)@2.88@2.5344@6.2@5.89@skinport@shadowpay@3.01
Souvenir Tec-9 | Blast From the Past (Minimal Wear)@0.55@0.484@2.83@2.6885@skinport@shadowpay@2.14
Souvenir Tec-9 | Groundwater (Minimal Wear)@20.8@18.304@42.45@40.3275@skinport@shadowpay@19.53
Souvenir Tec-9 | Toxic (Factory New)@57.87@50.9256@88.02@83.61899999999999@skinport@shadowpay@25.75
Souvenir USP-S | Road Rash (Factory New)@123.37@108.5656@199.45@189.4775@skinport@shadowpay@66.11
Souvenir XM1014 | Bone Machine (Well-Worn)@8.9@7.832000000000001@21.0@19.95@skinport@shadowpay@11.05
★ Specialist Gloves | Buckshot (Field-Tested)@67.17@59.1096@73.86@70.167@skinport@shadowpay@3.0
★ Specialist Gloves | Buckshot (Minimal Wear)@109.05@95.964@139.31@132.34449999999998@skinport@shadowpay@23.29
★ Specialist Gloves | Crimson Kimono (Battle-Scarred)@990.47@871.6136@1100.0@1045.0@skinport@shadowpay@54.53
★ Specialist Gloves | Crimson Kimono (Well-Worn)@1207.49@1062.5912@2149.83@2042.3385@skinport@shadowpay@834.85
★ Specialist Gloves | Crimson Web (Field-Tested)@255.96@225.2448@293.99@279.2905@skinport@shadowpay@23.33
★ Specialist Gloves | Crimson Web (Minimal Wear)@723.0@636.24@897.05@852.1974999999999@skinport@shadowpay@129.2
★ Specialist Gloves | Crimson Web (Well-Worn)@221.47@194.8936@238.47@226.5465@skinport@shadowpay@5.08
★ Specialist Gloves | Emerald Web (Field-Tested)@730.0@642.4@1410.23@1339.7185@skinport@shadowpay@609.72
★ Specialist Gloves | Emerald Web (Minimal Wear)@3577.18@3147.9184@4198.22@3988.309@skinport@shadowpay@411.13
★ Specialist Gloves | Fade (Battle-Scarred)@134.85@118.668@149.59@142.1105@skinport@shadowpay@7.26
★ Specialist Gloves | Fade (Field-Tested)@357.15@314.292@418.18@397.271@skinport@shadowpay@40.12
★ Specialist Gloves | Fade (Minimal Wear)@1391.11@1224.1768@1663.85@1580.6574999999998@skinport@shadowpay@189.55
★ Specialist Gloves | Fade (Well-Worn)@252.61@222.2968@269.99@256.4905@skinport@shadowpay@3.88
★ Specialist Gloves | Field Agent (Field-Tested)@329.84@290.2592@354.99@337.2405@skinport@shadowpay@7.4
★ Specialist Gloves | Forest DDPAT (Field-Tested)@99.92@87.92960000000001@112.0@106.4@skinport@shadowpay@6.48
★ Specialist Gloves | Forest DDPAT (Well-Worn)@95.0@83.6@107.0@101.65@skinport@shadowpay@6.65
★ Specialist Gloves | Foundation (Field-Tested)@333.28@293.2864@374.99@356.2405@skinport@shadowpay@22.96
★ Specialist Gloves | Lt. Commander (Battle-Scarred)@139.11@122.4168@150.13@142.62349999999998@skinport@shadowpay@3.51
★ Specialist Gloves | Lt. Commander (Field-Tested)@241.49@212.5112@264.9@251.655@skinport@shadowpay@10.16
★ Specialist Gloves | Lt. Commander (Minimal Wear)@556.45@489.676@750.0@712.5@skinport@shadowpay@156.05
★ Specialist Gloves | Lt. Commander (Well-Worn)@192.52@169.41760000000002@278.52@264.594@skinport@shadowpay@72.07
★ Specialist Gloves | Marble Fade (Battle-Scarred)@135.77@119.4776@200.0@190.0@skinport@shadowpay@54.23
★ Specialist Gloves | Marble Fade (Field-Tested)@335.0@294.8@359.73@341.7435@skinport@shadowpay@6.74
★ Specialist Gloves | Marble Fade (Minimal Wear)@1391.21@1224.2648000000002@1468.98@1395.531@skinport@shadowpay@4.32
★ Specialist Gloves | Marble Fade (Well-Worn)@231.5@203.72@246.25@233.9375@skinport@shadowpay@2.44
★ Specialist Gloves | Mogul (Minimal Wear)@606.53@533.7464@642.47@610.3465@skinport@shadowpay@3.82
★ Specialist Gloves | Tiger Strike (Field-Tested)@517.49@455.3912@580.29@551.2755@skinport@shadowpay@33.79
★ Specialist Gloves | Tiger Strike (Minimal Wear)@1451.12@1276.9856@1586.78@1507.4409999999998@skinport@shadowpay@56.32
★ Sport Gloves | Amphibious (Battle-Scarred)@587.94@517.3872@991.92@942.324@skinport@shadowpay@354.38
★ Sport Gloves | Amphibious (Field-Tested)@984.91@866.7207999999999@1223.89@1162.6955@skinport@shadowpay@177.79
★ Sport Gloves | Amphibious (Minimal Wear)@2114.49@1860.7512@2750.0@2612.5@skinport@shadowpay@498.01
★ Sport Gloves | Amphibious (Well-Worn)@790.14@695.3232@1429.58@1358.101@skinport@shadowpay@567.96
★ Sport Gloves | Arid (Battle-Scarred)@331.08@291.3504@399.99@379.9905@skinport@shadowpay@48.91
★ Sport Gloves | Big Game (Battle-Scarred)@203.07@178.70159999999998@217.02@206.169@skinport@shadowpay@3.1
★ Sport Gloves | Bronze Morph (Minimal Wear)@298.59@262.7592@447.99@425.5905@skinport@shadowpay@127.0
★ Sport Gloves | Hedge Maze (Battle-Scarred)@667.73@587.6024@739.66@702.6769999999999@skinport@shadowpay@34.95
★ Sport Gloves | Hedge Maze (Field-Tested)@2600.0@2288.0@3299.0@3134.05@skinport@shadowpay@534.05
★ Sport Gloves | Nocts (Battle-Scarred)@195.06@171.6528@218.7@207.765@skinport@shadowpay@12.7
★ Sport Gloves | Nocts (Minimal Wear)@707.79@622.8552@830.62@789.0889999999999@skinport@shadowpay@81.3
★ Sport Gloves | Nocts (Well-Worn)@271.36@238.7968@427.09@405.7355@skinport@shadowpay@134.38
★ Sport Gloves | Omega (Well-Worn)@655.86@577.1568@992.59@942.9605@skinport@shadowpay@287.1
★ Sport Gloves | Pandora's Box (Battle-Scarred)@1417.38@1247.2944@1650.0@1567.5@skinport@shadowpay@150.12
★ Sport Gloves | Scarlet Shamagh (Battle-Scarred)@175.48@154.42239999999998@228.61@217.1795@skinport@shadowpay@41.7
★ Sport Gloves | Slingshot (Field-Tested)@819.91@721.5208@870.0@826.5@skinport@shadowpay@6.59
★ Sport Gloves | Slingshot (Minimal Wear)@2626.42@2311.2496@2981.98@2832.881@skinport@shadowpay@206.46
★ Sport Gloves | Slingshot (Well-Worn)@600.96@528.8448000000001@699.99@664.9905@skinport@shadowpay@64.03
★ Sport Gloves | Vice (Field-Tested)@1558.05@1371.084@1665.52@1582.244@skinport@shadowpay@24.19
★ Sport Gloves | Vice (Minimal Wear)@4493.62@3954.3856@6148.07@5840.666499999999@skinport@shadowpay@1347.05
★ Sport Gloves | Vice (Well-Worn)@1284.44@1130.3072@1688.98@1604.531@skinport@shadowpay@320.09
SSG 08 | Big Iron (Well-Worn)@6.0@5.28@9.15@8.6925@skinport@shadowpay@2.69
SSG 08 | Bloodshot (Minimal Wear)@54.53@47.9864@60.04@57.038@skinport@shadowpay@2.51
SSG 08 | Dragonfire (Factory New)@19.66@17.3008@23.0@21.85@skinport@shadowpay@2.19
SSG 08 | Lichen Dashed (Minimal Wear)@3.55@3.124@6.16@5.851999999999999@skinport@shadowpay@2.3
SSG 08 | Mayan Dreams (Minimal Wear)@4.67@4.1096@8.73@8.2935@skinport@shadowpay@3.62
SSG 08 | Orange Filigree (Minimal Wear)@31.15@27.412@42.76@40.62199999999999@skinport@shadowpay@9.47
SSG 08 | Threat Detected (Well-Worn)@13.59@11.9592@34.92@33.174@skinport@shadowpay@19.58
SSG 08 | Turbo Peek (Well-Worn)@4.07@3.5816000000000003@6.82@6.479@skinport@shadowpay@2.41
StatTrak™ AK-47 | Aquamarine Revenge (Minimal Wear)@142.44@125.3472@155.86@148.067@skinport@shadowpay@5.63
StatTrak™ AK-47 | Aquamarine Revenge (Well-Worn)@44.52@39.177600000000005@55.63@52.8485@skinport@shadowpay@8.33
StatTrak™ AK-47 | Asiimov (Factory New)@567.56@499.4528@644.99@612.7405@skinport@shadowpay@45.18
StatTrak™ AK-47 | Bloodsport (Well-Worn)@151.34@133.1792@176.77@167.9315@skinport@shadowpay@16.59
StatTrak™ AK-47 | Case Hardened (Battle-Scarred)@320.32@281.8816@340.0@323.0@skinport@shadowpay@2.68
StatTrak™ AK-47 | Case Hardened (Factory New)@763.99@672.3112@1104.98@1049.731@skinport@shadowpay@285.74
StatTrak™ AK-47 | Case Hardened (Field-Tested)@359.32@316.2016@439.0@417.05@skinport@shadowpay@57.73
StatTrak™ AK-47 | Fire Serpent (Field-Tested)@1723.14@1516.3632@2433.0@2311.35@skinport@shadowpay@588.21
StatTrak™ AK-47 | Frontside Misty (Field-Tested)@26.7@23.496@30.61@29.0795@skinport@shadowpay@2.38
StatTrak™ AK-47 | Fuel Injector (Battle-Scarred)@153.48@135.0624@170.0@161.5@skinport@shadowpay@8.02
StatTrak™ AK-47 | Fuel Injector (Field-Tested)@281.39@247.6232@305.94@290.643@skinport@shadowpay@9.25
StatTrak™ AK-47 | Fuel Injector (Minimal Wear)@417.33@367.2504@1087.54@1033.163@skinport@shadowpay@615.83
StatTrak™ AK-47 | Fuel Injector (Well-Worn)@202.53@178.2264@269.99@256.4905@skinport@shadowpay@53.96
StatTrak™ AK-47 | Head Shot (Factory New)@523.06@460.2928@735.93@699.1334999999999@skinport@shadowpay@176.07
StatTrak™ AK-47 | Head Shot (Field-Tested)@89.03@78.3464@103.9@98.705@skinport@shadowpay@9.67
StatTrak™ AK-47 | Head Shot (Minimal Wear)@193.81@170.5528@299.99@284.9905@skinport@shadowpay@91.18
StatTrak™ AK-47 | Ice Coaled (Well-Worn)@19.92@17.529600000000002@23.18@22.021@skinport@shadowpay@2.1
StatTrak™ AK-47 | Jaguar (Battle-Scarred)@89.03@78.3464@96.69@91.8555@skinport@shadowpay@2.83
StatTrak™ AK-47 | Jaguar (Minimal Wear)@200.32@176.2816@215.0@204.25@skinport@shadowpay@3.93
StatTrak™ AK-47 | Leet Museo (Battle-Scarred)@44.5@39.16@50.98@48.431@skinport@shadowpay@3.93
StatTrak™ AK-47 | Leet Museo (Factory New)@155.18@136.5584@217.79@206.9005@skinport@shadowpay@51.72
StatTrak™ AK-47 | Leet Museo (Well-Worn)@61.92@54.4896@71.52@67.94399999999999@skinport@shadowpay@6.02
StatTrak™ AK-47 | Legion of Anubis (Factory New)@65.0@57.2@71.86@68.267@skinport@shadowpay@3.27
StatTrak™ AK-47 | Neon Revolution (Factory New)@176.95@155.71599999999998@194.81@185.0695@skinport@shadowpay@8.12
StatTrak™ AK-47 | Neon Revolution (Field-Tested)@33.38@29.3744@37.91@36.0145@skinport@shadowpay@2.63
StatTrak™ AK-47 | Neon Rider (Factory New)@333.87@293.8056@405.81@385.5195@skinport@shadowpay@51.65
StatTrak™ AK-47 | Neon Rider (Field-Tested)@66.65@58.65200000000001@73.21@69.5495@skinport@shadowpay@2.9
StatTrak™ AK-47 | Neon Rider (Minimal Wear)@144.66@127.3008@164.98@156.731@skinport@shadowpay@12.07
StatTrak™ AK-47 | Nightwish (Minimal Wear)@88.47@77.8536@99.99@94.9905@skinport@shadowpay@6.52
StatTrak™ AK-47 | Orbit Mk01 (Factory New)@55.64@48.9632@63.81@60.6195@skinport@shadowpay@4.98
StatTrak™ AK-47 | Phantom Disruptor (Well-Worn)@12.56@11.0528@17.55@16.6725@skinport@shadowpay@4.11
StatTrak™ AK-47 | Point Disarray (Battle-Scarred)@17.85@15.708000000000002@21.49@20.4155@skinport@shadowpay@2.57
StatTrak™ AK-47 | Red Laminate (Battle-Scarred)@124.84@109.8592@177.76@168.872@skinport@shadowpay@44.03
StatTrak™ AK-47 | Red Laminate (Minimal Wear)@225.92@198.8096@349.44@331.968@skinport@shadowpay@106.05
StatTrak™ AK-47 | Redline (Battle-Scarred)@25.02@22.0176@28.99@27.5405@skinport@shadowpay@2.52
StatTrak™ AK-47 | The Empress (Factory New)@341.65@300.652@367.48@349.106@skinport@shadowpay@7.46
StatTrak™ AK-47 | The Empress (Well-Worn)@51.96@45.7248@58.2@55.29@skinport@shadowpay@3.33
StatTrak™ AK-47 | Vulcan (Factory New)@1421.16@1250.6208@1700.0@1615.0@skinport@shadowpay@193.84
StatTrak™ AK-47 | Vulcan (Field-Tested)@381.71@335.9048@423.35@402.1825@skinport@shadowpay@20.47
StatTrak™ AK-47 | Vulcan (Minimal Wear)@795.0@699.6@957.9@910.005@skinport@shadowpay@115.0
StatTrak™ AK-47 | Vulcan (Well-Worn)@272.42@239.7296@324.95@308.7025@skinport@shadowpay@36.28
StatTrak™ AK-47 | Wasteland Rebel (Field-Tested)@96.45@84.876@106.82@101.47899999999998@skinport@shadowpay@5.03
StatTrak™ AUG | Death by Puppy (Factory New)@33.85@29.788@52.75@50.1125@skinport@shadowpay@16.26
StatTrak™ AUG | Fleet Flock (Minimal Wear)@6.72@5.9136@9.93@9.4335@skinport@shadowpay@2.71
StatTrak™ AUG | Syd Mead (Factory New)@24.47@21.5336@29.5@28.025@skinport@shadowpay@3.56
StatTrak™ AUG | Torque (Minimal Wear)@12.42@10.9296@15.65@14.8675@skinport@shadowpay@2.45
StatTrak™ AWP | Asiimov (Battle-Scarred)@135.12@118.9056@179.6@170.61999999999998@skinport@shadowpay@35.5
StatTrak™ AWP | Asiimov (Field-Tested)@277.1@243.848@325.33@309.0635@skinport@shadowpay@31.96
StatTrak™ AWP | Atheris (Factory New)@36.18@31.8384@44.27@42.0565@skinport@shadowpay@5.88
StatTrak™ AWP | BOOM (Factory New)@556.43@489.6584@705.0@669.75@skinport@shadowpay@113.32
StatTrak™ AWP | BOOM (Field-Tested)@150.24@132.21120000000002@160.49@152.4655@skinport@shadowpay@2.23
StatTrak™ AWP | BOOM (Minimal Wear)@193.04@169.8752@230.33@218.8135@skinport@shadowpay@25.77
StatTrak™ AWP | Containment Breach (Field-Tested)@155.24@136.6112@180.99@171.9405@skinport@shadowpay@16.7
StatTrak™ AWP | Containment Breach (Minimal Wear)@344.98@303.5824@599.98@569.981@skinport@shadowpay@225.0
StatTrak™ AWP | Duality (Factory New)@83.52@73.49759999999999@102.0@96.9@skinport@shadowpay@13.38
StatTrak™ AWP | Duality (Minimal Wear)@38.73@34.0824@43.34@41.173@skinport@shadowpay@2.44
StatTrak™ AWP | Electric Hive (Factory New)@109.05@95.964@141.6@134.51999999999998@skinport@shadowpay@25.47
